"CUADRO Nº 19: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HABITACIONES DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HABITACIONES DE LA VIVIENDA",,,,,,,
,,1,2,3,4,5,6,7,"8 Y MÁS"
,,,,,,,,,
"Provincia MARAÑON",,,,,,,,,
"Viviendas particulares (001)",6103,1706,1866,759,874,236,339,72,251
"Ocupantes presentes (002)",26556,6198,8057,3500,4148,1201,1699,401,1352
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",5333,1141,1722,723,851,234,339,72,251
"Ocupantes presentes (005)",23827,4236,7516,3368,4067,1188,1699,401,1352
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",5,2,2,1,,,,,
"Ocupantes presentes (014)",23,8,10,5,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",756,555,142,34,23,2,,,
"Ocupantes presentes (017)",2673,1922,531,126,81,13,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",1,1,,,,,,,
"Ocupantes presentes (020)",4,4,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",4,3,,1,,,,,
"Ocupantes presentes (023)",15,14,,1,,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",4,4,,,,,,,
"Ocupantes presentes (026)",14,14,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",847,149,136,85,125,70,89,33,160
"Ocupantes presentes (029)",3943,524,597,372,564,355,437,193,901
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",840,145,134,84,125,70,89,33,160
"Ocupantes presentes (032)",3915,511,587,367,564,355,437,193,901
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",5,2,2,1,,,,,
"Ocupantes presentes (041)",23,8,10,5,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",1,1,,,,,,,
"Ocupantes presentes (047)",4,4,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",1,1,,,,,,,
"Ocupantes presentes (050)",1,1,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",5256,1557,1730,674,749,166,250,39,91
"Ocupantes presentes (056)",22613,5674,7460,3128,3584,846,1262,208,451
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",4493,996,1588,639,726,164,250,39,91
"Ocupantes presentes (059)",19912,3725,6929,3001,3503,833,1262,208,451
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",756,555,142,34,23,2,,,
"Ocupantes presentes (071)",2673,1922,531,126,81,13,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",3,2,,1,,,,,
"Ocupantes presentes (077)",14,13,,1,,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (079)",4,4,,,,,,,
"Ocupantes presentes (080)",14,14,,,,,,,
