"CUADRO Nº 14: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y ESTADO CIVIL",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y ESTADO CIVIL",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia TACNA (000)",71207,626,20092,23090,11033,4424,1742,437,55,,9708
"Conviviente (001)",22573,227,7527,7788,3086,1086,372,74,7,,2406
"Separado(a) (002)",6482,99,2146,2222,957,391,162,35,4,,466
"Casado(a) (003)",26876,148,7023,9321,5170,2114,819,220,25,,2036
"Viudo(a) (004)",4244,73,1365,1395,555,289,132,60,8,,367
"Divorciado(a) (005)",954,6,294,330,164,59,24,7,1,,69
"Soltero(a) (006)",10078,73,1737,2034,1101,485,233,41,10,,4364
,,,,,,,,,,,
"URBANA (008)",66954,571,18514,21673,10508,4257,1660,424,54,,9293
"Conviviente (009)",20896,207,6847,7236,2895,1016,345,71,7,,2272
"Separado(a) (010)",6251,95,2065,2145,916,380,159,32,4,,455
"Casado(a) (011)",25170,130,6404,8710,4948,2051,783,214,25,,1905
"Viudo(a) (012)",3925,67,1238,1293,514,277,122,59,8,,347
"Divorciado(a) (013)",929,6,286,322,159,59,24,7,1,,65
"Soltero(a) (014)",9783,66,1674,1967,1076,474,227,41,9,,4249
,,,,,,,,,,,
"RURAL (016)",4253,55,1578,1417,525,167,82,13,1,,415
"Conviviente (017)",1677,20,680,552,191,70,27,3,,,134
"Separado(a) (018)",231,4,81,77,41,11,3,3,,,11
"Casado(a) (019)",1706,18,619,611,222,63,36,6,,,131
"Viudo(a) (020)",319,6,127,102,41,12,10,1,,,20
"Divorciado(a) (021)",25,,8,8,5,,,,,,4
"Soltero(a) (022)",295,7,63,67,25,11,6,,1,,115
