"CUADRO Nº 6: POBLACIÓN DE 18 Y MÁS AÑOS DE EDAD, POR TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI), SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)",
,,"TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)","NO TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)"
,,,
"Provincia HUARMEY (000)",17663,17135,528
"Hombres (001)",9179,8989,190
"Mujeres (002)",8484,8146,338
"De 18 a 29 años (003)",5430,5188,242
"Hombres (004)",2806,2703,103
"Mujeres (005)",2624,2485,139
"De 30 a 44 años (006)",5884,5811,73
"Hombres (007)",3026,3001,25
"Mujeres (008)",2858,2810,48
"De 45 a 64 años (009)",4181,4118,63
"Hombres (010)",2210,2185,25
"Mujeres (011)",1971,1933,38
"De 65 y más años (012)",2168,2018,150
"Hombres (013)",1137,1100,37
"Mujeres (014)",1031,918,113
,,,
"URBANA (015)",13524,13178,346
"Hombres (016)",6883,6758,125
"Mujeres (017)",6641,6420,221
"De 18 a 29 años (018)",4055,3889,166
"Hombres (019)",2050,1979,71
"Mujeres (020)",2005,1910,95
"De 30 a 44 años (021)",4626,4578,48
"Hombres (022)",2336,2318,18
"Mujeres (023)",2290,2260,30
"De 45 a 64 años (024)",3182,3147,35
"Hombres (025)",1637,1623,14
"Mujeres (026)",1545,1524,21
"De 65 y más años (027)",1661,1564,97
"Hombres (028)",860,838,22
"Mujeres (029)",801,726,75
,,,
"RURAL (030)",4139,3957,182
"Hombres (031)",2296,2231,65
"Mujeres (032)",1843,1726,117
"De 18 a 29 años (033)",1375,1299,76
"Hombres (034)",756,724,32
"Mujeres (035)",619,575,44
"De 30 a 44 años (036)",1258,1233,25
"Hombres (037)",690,683,7
"Mujeres (038)",568,550,18
"De 45 a 64 años (039)",999,971,28
"Hombres (040)",573,562,11
"Mujeres (041)",426,409,17
"De 65 y más años (042)",507,454,53
"Hombres (043)",277,262,15
"Mujeres (044)",230,192,38
