"CUADRO Nº 30: POBLACIÓN OCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia MARISCAL NIETO (000)",31567,9832,8628,10067,487,2047,506
"Conviviente (001)",8979,2186,3095,2953,124,504,117
"Separado(a) (002)",1702,429,450,685,27,52,59
"Casado(a) (003)",11551,3913,2750,3761,203,847,77
"Viudo(a) (004)",918,113,175,527,28,58,17
"Divorciado(a) (005)",318,104,61,131,13,4,5
"Soltero(a) (006)",8099,3087,2097,2010,92,582,231
"Hombres (008)",19421,5540,7038,5804,299,711,29
"Conviviente (009)",5870,1337,2554,1781,77,111,10
"Separado(a) (010)",643,153,251,216,5,18,
"Casado(a) (011)",7366,2446,2301,2309,131,173,6
"Viudo(a) (012)",397,41,100,211,16,28,1
"Divorciado(a) (013)",155,38,48,59,10,,
"Soltero(a) (014)",4990,1525,1784,1228,60,381,12
"Mujeres (016)",12146,4292,1590,4263,188,1336,477
"Conviviente (017)",3109,849,541,1172,47,393,107
"Separado(a) (018)",1059,276,199,469,22,34,59
"Casado(a) (019)",4185,1467,449,1452,72,674,71
"Viudo(a) (020)",521,72,75,316,12,30,16
"Divorciado(a) (021)",163,66,13,72,3,4,5
"Soltero(a) (022)",3109,1562,313,782,32,201,219
,,,,,,,
"URBANA (024)",26263,9240,6640,8058,439,1396,490
"Conviviente (025)",7243,2023,2298,2370,114,326,112
"Separado(a) (026)",1472,405,364,577,27,40,59
"Casado(a) (027)",9716,3708,2203,2960,181,587,77
"Viudo(a) (028)",661,105,139,344,22,36,15
"Divorciado(a) (029)",276,98,49,110,12,2,5
"Soltero(a) (030)",6895,2901,1587,1697,83,405,222
"Hombres (032)",15767,5116,5440,4425,261,500,25
"Conviviente (033)",4643,1207,1912,1372,68,75,9
"Separado(a) (034)",535,145,203,168,5,14,
"Casado(a) (035)",6068,2278,1851,1687,114,132,6
"Viudo(a) (036)",285,35,83,139,13,15,
"Divorciado(a) (037)",129,33,38,49,9,,
"Soltero(a) (038)",4107,1418,1353,1010,52,264,10
"Mujeres (040)",10496,4124,1200,3633,178,896,465
"Conviviente (041)",2600,816,386,998,46,251,103
"Separado(a) (042)",937,260,161,409,22,26,59
"Casado(a) (043)",3648,1430,352,1273,67,455,71
"Viudo(a) (044)",376,70,56,205,9,21,15
"Divorciado(a) (045)",147,65,11,61,3,2,5
"Soltero(a) (046)",2788,1483,234,687,31,141,212
,,,,,,,
"RURAL (048)",5304,592,1988,2009,48,651,16
"Conviviente (049)",1736,163,797,583,10,178,5
"Separado(a) (050)",230,24,86,108,,12,
"Casado(a) (051)",1835,205,547,801,22,260,
"Viudo(a) (052)",257,8,36,183,6,22,2
"Divorciado(a) (053)",42,6,12,21,1,2,
"Soltero(a) (054)",1204,186,510,313,9,177,9
"Hombres (056)",3654,424,1598,1379,38,211,4
"Conviviente (057)",1227,130,642,409,9,36,1
"Separado(a) (058)",108,8,48,48,,4,
"Casado(a) (059)",1298,168,450,622,17,41,
"Viudo(a) (060)",112,6,17,72,3,13,1
"Divorciado(a) (061)",26,5,10,10,1,,
"Soltero(a) (062)",883,107,431,218,8,117,2
"Mujeres (064)",1650,168,390,630,10,440,12
"Conviviente (065)",509,33,155,174,1,142,4
"Separado(a) (066)",122,16,38,60,,8,
"Casado(a) (067)",537,37,97,179,5,219,
"Viudo(a) (068)",145,2,19,111,3,9,1
"Divorciado(a) (069)",16,1,2,11,,2,
"Soltero(a) (070)",321,79,79,95,1,60,7
