"CUADRO Nº 15: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACIÓN",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia CUTERVO (000)",38736,4021,50,22201,7968,517,2476,309,1194
"Empleado (001)",4069,44,,199,441,228,1955,190,1012
"Obrero (002)",6435,760,3,4136,1388,54,65,16,13
"Trabajador independiente (003)",19176,2206,18,12229,3972,176,358,77,140
"Empleador o patrono (004)",453,50,,282,93,5,8,3,12
"Trabajador familiar no remunerado (005)",7493,731,28,4734,1834,51,79,21,15
"Trabajador del hogar (006)",1110,230,1,621,240,3,11,2,2
"Hombres (008)",31299,2719,36,18903,6842,357,1487,215,740
"Empleado (009)",2361,5,,110,295,132,1103,120,596
"Obrero (010)",5769,577,2,3732,1326,47,59,13,13
"Trabajador independiente (011)",17033,1727,16,11174,3535,138,266,64,113
"Empleador o patrono (012)",399,44,,252,80,4,6,3,10
"Trabajador familiar no remunerado (013)",5705,361,18,3623,1592,36,52,15,8
"Trabajador del hogar (014)",32,5,,12,14,,1,,
"Mujeres (016)",7437,1302,14,3298,1126,160,989,94,454
"Empleado (017)",1708,39,,89,146,96,852,70,416
"Obrero (018)",666,183,1,404,62,7,6,3,
"Trabajador independiente (019)",2143,479,2,1055,437,38,92,13,27
"Empleador o patrono (020)",54,6,,30,13,1,2,,2
"Trabajador familiar no remunerado (021)",1788,370,10,1111,242,15,27,6,7
"Trabajador del hogar (022)",1078,225,1,609,226,3,10,2,2
,,,,,,,,,
"URBANA (024)",8968,425,10,2652,2466,323,1907,219,966
"Empleado (025)",3117,21,,112,341,151,1547,137,808
"Obrero (026)",1170,66,2,563,436,34,46,12,11
"Trabajador independiente (027)",3549,241,6,1454,1289,110,272,55,122
"Empleador o patrono (028)",108,4,,46,33,4,8,1,12
"Trabajador familiar no remunerado (029)",542,30,1,239,203,22,24,12,11
"Trabajador del hogar (030)",482,63,1,238,164,2,10,2,2
"Hombres (032)",5854,165,6,1860,1827,205,1068,144,579
"Empleado (033)",1748,2,,66,244,81,817,83,455
"Obrero (034)",1042,44,1,496,413,28,40,9,11
"Trabajador independiente (035)",2655,109,5,1122,1008,79,191,44,97
"Empleador o patrono (036)",79,3,,30,25,4,6,1,10
"Trabajador familiar no remunerado (037)",315,6,,140,130,13,13,7,6
"Trabajador del hogar (038)",15,1,,6,7,,1,,
"Mujeres (040)",3114,260,4,792,639,118,839,75,387
"Empleado (041)",1369,19,,46,97,70,730,54,353
"Obrero (042)",128,22,1,67,23,6,6,3,
"Trabajador independiente (043)",894,132,1,332,281,31,81,11,25
"Empleador o patrono (044)",29,1,,16,8,,2,,2
"Trabajador familiar no remunerado (045)",227,24,1,99,73,9,11,5,5
"Trabajador del hogar (046)",467,62,1,232,157,2,9,2,2
,,,,,,,,,
"RURAL (048)",29768,3596,40,19549,5502,194,569,90,228
"Empleado (049)",952,23,,87,100,77,408,53,204
"Obrero (050)",5265,694,1,3573,952,20,19,4,2
"Trabajador independiente (051)",15627,1965,12,10775,2683,66,86,22,18
"Empleador o patrono (052)",345,46,,236,60,1,,2,
"Trabajador familiar no remunerado (053)",6951,701,27,4495,1631,29,55,9,4
"Trabajador del hogar (054)",628,167,,383,76,1,1,,
"Hombres (056)",25445,2554,30,17043,5015,152,419,71,161
"Empleado (057)",613,3,,44,51,51,286,37,141
"Obrero (058)",4727,533,1,3236,913,19,19,4,2
"Trabajador independiente (059)",14378,1618,11,10052,2527,59,75,20,16
"Empleador o patrono (060)",320,41,,222,55,,,2,
"Trabajador familiar no remunerado (061)",5390,355,18,3483,1462,23,39,8,2
"Trabajador del hogar (062)",17,4,,6,7,,,,
"Mujeres (064)",4323,1042,10,2506,487,42,150,19,67
"Empleado (065)",339,20,,43,49,26,122,16,63
"Obrero (066)",538,161,,337,39,1,,,
"Trabajador independiente (067)",1249,347,1,723,156,7,11,2,2
"Empleador o patrono (068)",25,5,,14,5,1,,,
"Trabajador familiar no remunerado (069)",1561,346,9,1012,169,6,16,1,2
"Trabajador del hogar (070)",611,163,,377,69,1,1,,
