"CUADRO Nº 30: POBLACIÓN OCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia PAUCAR DEL SARA SARA (000)",3847,775,630,1860,22,506,54
"Conviviente (001)",1095,241,190,548,4,97,15
"Separado(a) (002)",134,19,22,80,2,11,
"Casado(a) (003)",1379,292,149,720,10,197,11
"Viudo(a) (004)",166,8,27,115,,15,1
"Divorciado(a) (005)",17,5,2,10,,,
"Soltero(a) (006)",1056,210,240,387,6,186,27
"Hombres (008)",2600,410,555,1362,14,255,4
"Conviviente (009)",743,131,166,404,4,37,1
"Separado(a) (010)",72,8,15,45,,4,
"Casado(a) (011)",945,168,131,568,7,69,2
"Viudo(a) (012)",73,1,14,51,,7,
"Divorciado(a) (013)",11,3,2,6,,,
"Soltero(a) (014)",756,99,227,288,3,138,1
"Mujeres (016)",1247,365,75,498,8,251,50
"Conviviente (017)",352,110,24,144,,60,14
"Separado(a) (018)",62,11,7,35,2,7,
"Casado(a) (019)",434,124,18,152,3,128,9
"Viudo(a) (020)",93,7,13,64,,8,1
"Divorciado(a) (021)",6,2,,4,,,
"Soltero(a) (022)",300,111,13,99,3,48,26
,,,,,,,
"URBANA (024)",2841,691,428,1345,19,310,48
"Conviviente (025)",852,219,128,425,4,63,13
"Separado(a) (026)",98,16,16,58,1,7,
"Casado(a) (027)",975,261,90,492,9,113,10
"Viudo(a) (028)",105,8,14,77,,5,1
"Divorciado(a) (029)",14,5,2,7,,,
"Soltero(a) (030)",797,182,178,286,5,122,24
"Hombres (032)",1842,361,383,946,12,136,4
"Conviviente (033)",559,118,111,304,4,21,1
"Separado(a) (034)",54,6,13,34,,1,
"Casado(a) (035)",633,147,80,367,6,31,2
"Viudo(a) (036)",35,1,6,27,,1,
"Divorciado(a) (037)",9,3,2,4,,,
"Soltero(a) (038)",552,86,171,210,2,82,1
"Mujeres (040)",999,330,45,399,7,174,44
"Conviviente (041)",293,101,17,121,,42,12
"Separado(a) (042)",44,10,3,24,1,6,
"Casado(a) (043)",342,114,10,125,3,82,8
"Viudo(a) (044)",70,7,8,50,,4,1
"Divorciado(a) (045)",5,2,,3,,,
"Soltero(a) (046)",245,96,7,76,3,40,23
,,,,,,,
"RURAL (048)",1006,84,202,515,3,196,6
"Conviviente (049)",243,22,62,123,,34,2
"Separado(a) (050)",36,3,6,22,1,4,
"Casado(a) (051)",404,31,59,228,1,84,1
"Viudo(a) (052)",61,,13,38,,10,
"Divorciado(a) (053)",3,,,3,,,
"Soltero(a) (054)",259,28,62,101,1,64,3
"Hombres (056)",758,49,172,416,2,119,
"Conviviente (057)",184,13,55,100,,16,
"Separado(a) (058)",18,2,2,11,,3,
"Casado(a) (059)",312,21,51,201,1,38,
"Viudo(a) (060)",38,,8,24,,6,
"Divorciado(a) (061)",2,,,2,,,
"Soltero(a) (062)",204,13,56,78,1,56,
"Mujeres (064)",248,35,30,99,1,77,6
"Conviviente (065)",59,9,7,23,,18,2
"Separado(a) (066)",18,1,4,11,1,1,
"Casado(a) (067)",92,10,8,27,,46,1
"Viudo(a) (068)",23,,5,14,,4,
"Divorciado(a) (069)",1,,,1,,,
"Soltero(a) (070)",55,15,6,23,,8,3
