"CUADRO Nº 36: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia CARABAYA (000)",2657,1040,1617
"De 14 a 29 años (001)",1491,790,701
"De 30 a 44 años (002)",765,214,551
"De 45 a 64 años (003)",329,36,293
"De 65 y más años (004)",72,,72
"Hombres (005)",2068,754,1314
"De 14 a 29 años (006)",1067,543,524
"De 30 a 44 años (007)",651,181,470
"De 45 a 64 años (008)",290,30,260
"De 65 y más años (009)",60,,60
"Mujeres (010)",589,286,303
"De 14 a 29 años (011)",424,247,177
"De 30 a 44 años (012)",114,33,81
"De 45 a 64 años (013)",39,6,33
"De 65 y más años (014)",12,,12
,,,
"AREA URBANA (015)",1479,534,945
"De 14 a 29 años (016)",795,403,392
"De 30 a 44 años (017)",437,113,324
"De 45 a 64 años (018)",209,18,191
"De 65 y más años (019)",38,,38
"Hombres (020)",1118,364,754
"De 14 a 29 años (021)",547,267,280
"De 30 a 44 años (022)",357,85,272
"De 45 a 64 años (023)",184,12,172
"De 65 y más años (024)",30,,30
"Mujeres (025)",361,170,191
"De 14 a 29 años (026)",248,136,112
"De 30 a 44 años (027)",80,28,52
"De 45 a 64 años (028)",25,6,19
"De 65 y más años (029)",8,,8
,,,
"AREA RURAL (030)",1178,506,672
"De 14 a 29 años (031)",696,387,309
"De 30 a 44 años (032)",328,101,227
"De 45 a 64 años (033)",120,18,102
"De 65 y más años (034)",34,,34
"Hombres (035)",950,390,560
"De 14 a 29 años (036)",520,276,244
"De 30 a 44 años (037)",294,96,198
"De 45 a 64 años (038)",106,18,88
"De 65 y más años (039)",30,,30
"Mujeres (040)",228,116,112
"De 14 a 29 años (041)",176,111,65
"De 30 a 44 años (042)",34,5,29
"De 45 a 64 años (043)",14,,14
"De 65 y más años (044)",4,,4
