"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Admin.pub. y defensa; p. segur.soc.afil (037)",9409,,1601,4479,3211,118
"Enseñanza (038)",9846,3,1888,4033,3599,323
"Servicios sociales y de salud (039)",4000,2,724,1635,1460,179
"Otras activ. serv.comun.soc y personales (040)",7451,99,2713,2551,1765,323
"Hogares privados con servicio doméstico (041)",654,81,343,102,96,32
"Actividad economica no especificada (043)",4084,20,1355,1425,1031,253
"Mujeres (045)",144371,1197,47699,56437,35196,3842
"Agric., ganadería, caza y silvicultura (046)",10584,102,2611,4082,3207,582
"Pesca (047)",24,,11,9,4,
"Explotación de minas y canteras (048)",378,1,151,160,61,5
"Industrias manufactureras (049)",12666,61,4860,5170,2388,187
"Suministro de electricidad, gas y agua (050)",140,,45,48,45,2
"Construcción (051)",918,1,308,434,157,18
"Comerc., rep. veh. autom.,motoc. efect. pers. (052)",41513,395,12697,15662,11012,1747
"Venta, mant.y rep. veh.autom.y motoc. (053)",845,4,319,372,144,6
"Comercio al por mayor (054)",2245,10,883,909,402,41
"Comercio al por menor (055)",38423,381,11495,14381,10466,1700
"Hoteles y restaurantes (056)",12088,147,3858,4329,3357,397
"Trans., almac. y comunicaciones (057)",4695,31,2398,1568,671,27
"Intermediación financiera (058)",1436,,644,593,195,4
"Activid.inmobil., empres. y alquileres (059)",9053,13,3484,3982,1518,56
"Admin.pub. y defensa; p. segur.soc.afil (060)",4708,,1541,1970,1179,18
"Enseñanza (061)",15371,,3645,7432,4156,138
"Servicios sociales y de salud (062)",7851,,1954,3224,2601,72
"Otras activ. serv.comun.soc y personales (063)",7134,49,2227,3090,1633,135
"Hogares privados con servicio doméstico (064)",11312,373,5885,2978,1892,184
"Actividad economica no especificada (066)",4500,24,1380,1706,1120,270
,,,,,,
"URBANA (067)",331326,2485,105603,127921,84098,11219
"Agric., ganadería, caza y silvicultura (068)",22315,234,5379,7794,6998,1910
"Pesca (069)",192,,58,83,51,
"Explotación de minas y canteras (070)",4325,8,1361,1953,939,64
"Industrias manufactureras (071)",37136,230,14274,13949,7641,1042
"Suministro de electricidad, gas y agua (072)",974,,224,357,349,44
"Construcción (073)",22658,65,6666,9151,5957,819
"Comerc., rep. veh. autom.,motoc. efect. pers. (074)",76472,821,24361,28202,19652,3436
"Venta, mant.y rep. veh.autom.y motoc. (075)",9460,61,3948,3365,1886,200
"Comercio al por mayor (076)",5108,22,1949,2051,993,93
"Comercio al por menor (077)",61904,738,18464,22786,16773,3143
"Hoteles y restaurantes (078)",17991,269,6866,5823,4450,583
"Trans., almac. y comunicaciones (079)",34909,171,11688,13974,8302,774
"Intermediación financiera (080)",2993,,1143,1319,510,21
"Activid.inmobil., empres. y alquileres (081)",25817,41,8621,10974,5673,508
"Admin.pub. y defensa; p. segur.soc.afil (082)",13941,,3076,6372,4359,134
"Enseñanza (083)",25091,3,5501,11409,7718,460
"Servicios sociales y de salud (084)",11785,2,2655,4827,4050,251
"Otras activ. serv.comun.soc y personales (085)",14437,146,4882,5591,3369,449
"Hogares privados con servicio doméstico (086)",11876,451,6176,3060,1974,215
"Actividad economica no especificada (088)",8414,44,2672,3083,2106,509
"Hombres (089)",189937,1324,58905,72528,49658,7522
"Agric., ganadería, caza y silvicultura (090)",13580,159,3315,4366,4300,1440
"Pesca (091)",169,,48,74,47,
"Explotación de minas y canteras (092)",3970,7,1220,1798,884,61
"Industrias manufactureras (093)",24665,171,9520,8833,5285,856
"Suministro de electricidad, gas y agua (094)",836,,180,310,304,42
"Construcción (095)",21749,64,6360,8723,5801,801
"Comerc., rep. veh. autom.,motoc. efect. pers. (096)",35289,429,11768,12666,8726,1700
"Venta, mant.y rep. veh.autom.y motoc. (097)",8625,57,3635,2995,1743,195
"Comercio al por mayor (098)",2880,12,1072,1148,596,52
"Comercio al por menor (099)",23784,360,7061,8523,6387,1453
"Hoteles y restaurantes (100)",6042,124,3062,1539,1127,190
"Trans., almac. y comunicaciones (101)",30236,140,9300,12413,7635,748
"Intermediación financiera (102)",1561,,501,728,315,17
"Activid.inmobil., empres. y alquileres (103)",16791,28,5151,7001,4158,453
"Admin.pub. y defensa; p. segur.soc.afil (104)",9257,,1548,4411,3181,117
"Enseñanza (105)",9812,3,1884,4020,3582,323
"Servicios sociales y de salud (106)",3973,2,715,1623,1454,179
"Otras activ. serv.comun.soc y personales (107)",7345,97,2670,2515,1748,315
"Hogares privados con servicio doméstico (108)",645,80,339,101,94,31
"Actividad economica no especificada (110)",4017,20,1324,1407,1017,249
"Mujeres (112)",141389,1161,46698,55393,34440,3697
"Agric., ganadería, caza y silvicultura (113)",8735,75,2064,3428,2698,470
"Pesca (114)",23,,10,9,4,
"Explotación de minas y canteras (115)",355,1,141,155,55,3
"Industrias manufactureras (116)",12471,59,4754,5116,2356,186
"Suministro de electricidad, gas y agua (117)",138,,44,47,45,2
"Construcción (118)",909,1,306,428,156,18
"Comerc., rep. veh. autom.,motoc. efect. pers. (119)",41183,392,12593,15536,10926,1736
"Venta, mant.y rep. veh.autom.y motoc. (120)",835,4,313,370,143,5
"Comercio al por mayor (121)",2228,10,877,903,397,41
"Comercio al por menor (122)",38120,378,11403,14263,10386,1690
"Hoteles y restaurantes (123)",11949,145,3804,4284,3323,393
"Trans., almac. y comunicaciones (124)",4673,31,2388,1561,667,26
"Intermediación financiera (125)",1432,,642,591,195,4
"Activid.inmobil., empres. y alquileres (126)",9026,13,3470,3973,1515,55
"Admin.pub. y defensa; p. segur.soc.afil (127)",4684,,1528,1961,1178,17
"Enseñanza (128)",15279,,3617,7389,4136,137
"Servicios sociales y de salud (129)",7812,,1940,3204,2596,72
"Otras activ. serv.comun.soc y personales (130)",7092,49,2212,3076,1621,134
"Hogares privados con servicio doméstico (131)",11231,371,5837,2959,1880,184
"Actividad economica no especificada (133)",4397,24,1348,1676,1089,260
,,,,,,
"RURAL (134)",9375,105,2912,3109,2456,793
"Agric., ganadería, caza y silvicultura (135)",6102,73,1640,1937,1753,699
"Pesca (136)",9,,4,3,2,
"Explotación de minas y canteras (137)",520,1,213,211,86,9
"Industrias manufactureras (138)",613,12,285,196,104,16
"Suministro de electricidad, gas y agua (139)",21,,7,7,6,1
"Construcción (140)",202,,70,79,48,5
"Comerc., rep. veh. autom.,motoc. efect. pers. (141)",556,10,181,197,145,23
"Venta, mant.y rep. veh.autom.y motoc. (142)",71,,33,23,13,2
"Comercio al por mayor (143)",41,,16,10,14,1
"Comercio al por menor (144)",444,10,132,164,118,20
"Hoteles y restaurantes (145)",171,3,67,56,41,4
"Trans., almac. y comunicaciones (146)",269,1,97,93,75,3
"Intermediación financiera (147)",8,,4,3,1,
"Activid.inmobil., empres. y alquileres (148)",128,,50,44,28,6
"Admin.pub. y defensa; p. segur.soc.afil (149)",176,,66,77,31,2
"Enseñanza (150)",126,,32,56,37,1
"Servicios sociales y de salud (151)",66,,23,32,11,
"Otras activ. serv.comun.soc y personales (152)",148,2,58,50,29,9
"Hogares privados con servicio doméstico (153)",90,3,52,20,14,1
"Actividad economica no especificada (155)",170,,63,48,45,14
"Hombres (156)",6393,69,1911,2065,1700,648
"Agric., ganadería, caza y silvicultura (157)",4253,46,1093,1283,1244,587
"Pesca (158)",8,,3,3,2,
"Explotación de minas y canteras (159)",497,1,203,206,80,7
"Industrias manufactureras (160)",418,10,179,142,72,15
"Suministro de electricidad, gas y agua (161)",19,,6,6,6,1
"Construcción (162)",193,,68,73,47,5
"Comerc., rep. veh. autom.,motoc. efect. pers. (163)",226,7,77,71,59,12
"Venta, mant.y rep. veh.autom.y motoc. (164)",61,,27,21,12,1
"Comercio al por mayor (165)",24,,10,4,9,1
"Comercio al por menor (166)",141,7,40,46,38,10
"Hoteles y restaurantes (167)",32,1,13,11,7,
"Trans., almac. y comunicaciones (168)",247,1,87,86,71,2
"Intermediación financiera (169)",4,,2,1,1,
"Activid.inmobil., empres. y alquileres (170)",101,,36,35,25,5
"Admin.pub. y defensa; p. segur.soc.afil (171)",152,,53,68,30,1
"Enseñanza (172)",34,,4,13,17,
"Servicios sociales y de salud (173)",27,,9,12,6,
"Otras activ. serv.comun.soc y personales (174)",106,2,43,36,17,8
"Hogares privados con servicio doméstico (175)",9,1,4,1,2,1
"Actividad economica no especificada (177)",67,,31,18,14,4
"Mujeres (179)",2982,36,1001,1044,756,145
"Agric., ganadería, caza y silvicultura (180)",1849,27,547,654,509,112
"Pesca (181)",1,,1,,,
"Explotación de minas y canteras (182)",23,,10,5,6,2
"Industrias manufactureras (183)",195,2,106,54,32,1
"Suministro de electricidad, gas y agua (184)",2,,1,1,,
"Construcción (185)",9,,2,6,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (186)",330,3,104,126,86,11
"Venta, mant.y rep. veh.autom.y motoc. (187)",10,,6,2,1,1
"Comercio al por mayor (188)",17,,6,6,5,
"Comercio al por menor (189)",303,3,92,118,80,10
"Hoteles y restaurantes (190)",139,2,54,45,34,4
"Trans., almac. y comunicaciones (191)",22,,10,7,4,1
"Intermediación financiera (192)",4,,2,2,,
"Activid.inmobil., empres. y alquileres (193)",27,,14,9,3,1
"Admin.pub. y defensa; p. segur.soc.afil (194)",24,,13,9,1,1
"Enseñanza (195)",92,,28,43,20,1
"Servicios sociales y de salud (196)",39,,14,20,5,
"Otras activ. serv.comun.soc y personales (197)",42,,15,14,12,1
"Hogares privados con servicio doméstico (198)",81,2,48,19,12,
"Actividad economica no especificada (200)",103,,32,30,31,10
