"CUADRO Nº 8: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ALFABETISMO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ALFABETISMO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia ICA (000)",303050,11649,27711,31026,31863,59247,46585,70978,23991
"Sabe leer y escribir (001)",280965,,23048,30837,31700,58894,46103,68942,21441
"No sabe leer y escribir (002)",22085,11649,4663,189,163,353,482,2036,2550
"Hombres (004)",147802,5896,14080,15797,15615,29248,22153,33423,11590
"Sabe leer y escribir (005)",138036,,11693,15684,15518,29091,21983,33009,11058
"No sabe leer y escribir (006)",9766,5896,2387,113,97,157,170,414,532
"Mujeres (008)",155248,5753,13631,15229,16248,29999,24432,37555,12401
"Sabe leer y escribir (009)",142929,,11355,15153,16182,29803,24120,35933,10383
"No sabe leer y escribir (010)",12319,5753,2276,76,66,196,312,1622,2018
,,,,,,,,,
"URBANA (012)",277278,10664,25530,28544,29273,53918,42692,65111,21546
"Sabe leer y escribir (013)",257584,,21265,28376,29120,53611,42310,63478,19424
"No sabe leer y escribir (014)",19694,10664,4265,168,153,307,382,1633,2122
"Hombres (016)",134573,5391,12965,14517,14302,26460,20171,30470,10297
"Sabe leer y escribir (017)",125813,,10812,14413,14212,26320,20034,30143,9879
"No sabe leer y escribir (018)",8760,5391,2153,104,90,140,137,327,418
"Mujeres (020)",142705,5273,12565,14027,14971,27458,22521,34641,11249
"Sabe leer y escribir (021)",131771,,10453,13963,14908,27291,22276,33335,9545
"No sabe leer y escribir (022)",10934,5273,2112,64,63,167,245,1306,1704
,,,,,,,,,
"RURAL (024)",25772,985,2181,2482,2590,5329,3893,5867,2445
"Sabe leer y escribir (025)",23381,,1783,2461,2580,5283,3793,5464,2017
"No sabe leer y escribir (026)",2391,985,398,21,10,46,100,403,428
"Hombres (028)",13229,505,1115,1280,1313,2788,1982,2953,1293
"Sabe leer y escribir (029)",12223,,881,1271,1306,2771,1949,2866,1179
"No sabe leer y escribir (030)",1006,505,234,9,7,17,33,87,114
"Mujeres (032)",12543,480,1066,1202,1277,2541,1911,2914,1152
"Sabe leer y escribir (033)",11158,,902,1190,1274,2512,1844,2598,838
"No sabe leer y escribir (034)",1385,480,164,12,3,29,67,316,314
