"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia AREQUIPA (000)",340701,212465,36516,37037,54683
"Sin nivel (001)",8512,6818,948,484,262
"Educación inicial (002)",239,185,25,15,14
"Primaria (003)",34966,28177,3589,1852,1348
"Secundaria (004)",104010,76518,10766,7553,9173
"Superior no univ. incompleta (005)",32148,21481,3518,3013,4136
"Superior no univ. completa (006)",53791,29035,5847,7174,11735
"Superior univ. incompleta (007)",31228,19272,3456,3271,5229
"Superior univ. completa (008)",75807,30979,8367,13675,22786
"De 06 a 14 años (010)",2590,2277,203,84,26
"Sin nivel (011)",19,16,1,2,
"Educación inicial (012)",31,28,3,,
"Primaria (013)",1251,1119,90,36,6
"Secundaria (014)",1289,1114,109,46,20
"De 15 a 29 años (020)",108515,67500,14374,12457,14184
"Sin nivel (021)",461,337,60,39,25
"Educación inicial (022)",128,94,16,7,11
"Primaria (023)",4208,3196,538,308,166
"Secundaria (024)",41340,29845,5184,3383,2928
"Superior no univ. incompleta (025)",15710,10459,2048,1553,1650
"Superior no univ. completa (026)",18259,9698,2580,2609,3372
"Superior univ. incompleta (027)",13030,7925,1774,1515,1816
"Superior univ. completa (028)",15379,5946,2174,3043,4216
"De 30 a 44 años (030)",131030,77441,13985,15778,23826
"Sin nivel (031)",2615,1968,351,183,113
"Educación inicial (032)",80,63,6,8,3
"Primaria (033)",10828,8169,1432,729,498
"Secundaria (034)",37047,26969,3717,2699,3662
"Superior no univ. incompleta (035)",11125,7326,1049,1082,1668
"Superior no univ. completa (036)",24509,13015,2409,3431,5654
"Superior univ. incompleta (037)",10285,6184,1062,1101,1938
"Superior univ. completa (038)",34541,13747,3959,6545,10290
"De 45 a 64 años (040)",86554,55319,7149,8201,15885
"Sin nivel (041)",3895,3143,441,207,104
"Primaria (043)",14520,11984,1287,658,591
"Secundaria (044)",21808,16446,1593,1341,2428
"Superior no univ. incompleta (045)",4885,3340,387,360,798
"Superior no univ. completa (046)",10231,5704,793,1098,2636
"Superior univ. incompleta (047)",7346,4688,590,636,1432
"Superior univ. completa (048)",23869,10014,2058,3901,7896
"De 65 y más años (050)",12012,9928,805,517,762
"Sin nivel (051)",1522,1354,95,53,20
"Primaria (053)",4159,3709,242,121,87
