"CUADRO Nº 6: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIAL, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia SANTA (000)",110988,103230,453,25193,25415,18454,19969,8992,3563,1191,7758,319021
"De 12 a 14 años (001)",119,60,9,43,8,,,,,,59,59
"De 15 a 19 años (002)",2298,1978,27,1752,165,28,6,,,,320,2190
"De 20 a 24 años (003)",9913,7645,67,5555,1673,290,49,11,,,2268,10047
"De 25 a 29 años (004)",13562,11362,45,5714,3952,1262,353,32,4,,2200,19105
"De 30 a 34 años (005)",13844,12834,48,4091,4943,2437,1184,119,9,3,1010,27156
"De 35 a 39 años (006)",14010,13359,48,2669,4693,3309,2239,338,56,7,651,34243
"De 40 a 44 años (007)",12503,12081,45,1711,3553,3107,2787,693,160,25,422,36216
"De 45 a 49 años (008)",10312,10045,34,1169,2292,2451,2757,990,289,63,267,34494
"De 50 y más años (009)",34427,33866,130,2489,4136,5570,10594,6809,3045,1093,561,155511
"PEA (010)",39574,35809,190,10067,9624,6629,6236,2151,706,206,3765,98176
"De 12 a 14 años (011)",15,12,1,9,2,,,,,,3,13
"De 15 a 19 años (012)",398,344,3,295,40,5,1,,,,54,394
"De 20 a 24 años (013)",3021,2042,27,1552,393,57,10,3,,,979,2571
"De 25 a 29 años (014)",5023,3774,26,2211,1072,358,95,10,2,,1249,5900
"De 30 a 34 años (015)",5671,5074,27,2006,1800,813,379,41,7,1,597,9972
"De 35 a 39 años (016)",6387,6004,25,1518,2047,1371,908,120,14,1,383,14508
"De 40 a 44 años (017)",5829,5614,28,942,1786,1368,1154,280,48,8,215,15867
"De 45 a 49 años (018)",4784,4645,20,684,1126,1125,1183,373,114,20,139,15000
"De 50 y más años (019)",8446,8300,33,850,1358,1532,2506,1324,521,176,146,33951
