"CUADRO Nº 5: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia HUALLAGA (000)",17867,6058,1759,359,9712
"Conviviente (001)",6200,2039,399,99,3672
"Separado(a) (002)",407,100,43,13,252
"Casado(a) (003)",4974,1442,786,150,2603
"Viudo(a) (004)",586,137,65,8,376
"Divorciado(a) (005)",39,6,7,2,25
"Soltero(a) (006)",5661,2334,459,87,2784
"Hombres (008)",9553,3018,857,196,5490
"Conviviente (009)",3082,921,194,54,1917
"Separado(a) (010)",186,30,12,7,137
"Casado(a) (011)",2488,672,399,82,1339
"Viudo(a) (012)",168,37,13,3,115
"Divorciado(a) (013)",20,1,1,1,17
"Soltero(a) (014)",3609,1357,238,49,1965
"Mujeres (016)",8314,3040,902,163,4222
"Conviviente (017)",3118,1118,205,45,1755
"Separado(a) (018)",221,70,31,6,115
"Casado(a) (019)",2486,770,387,68,1264
"Viudo(a) (020)",418,100,52,5,261
"Divorciado(a) (021)",19,5,6,1,8
"Soltero(a) (022)",2052,977,221,38,819
,,,,,
"URBANA (024)",10395,3628,1573,308,4902
"Conviviente (025)",3223,1099,324,85,1722
"Separado(a) (026)",230,69,34,11,117
"Casado(a) (027)",3102,854,741,124,1388
"Viudo(a) (028)",400,100,62,7,231
"Divorciado(a) (029)",22,4,6,2,11
"Soltero(a) (030)",3418,1502,406,79,1433
"Hombres (032)",5330,1778,759,162,2637
"Conviviente (033)",1585,498,161,45,885
"Separado(a) (034)",90,18,10,6,56
"Casado(a) (035)",1534,402,371,65,698
"Viudo(a) (036)",96,26,11,2,57
"Divorciado(a) (037)",9,,1,1,7
"Soltero(a) (038)",2016,834,205,43,934
"Mujeres (040)",5065,1850,814,146,2265
"Conviviente (041)",1638,601,163,40,837
"Separado(a) (042)",140,51,24,5,61
"Casado(a) (043)",1568,452,370,59,690
"Viudo(a) (044)",304,74,51,5,174
"Divorciado(a) (045)",13,4,5,1,4
"Soltero(a) (046)",1402,668,201,36,499
,,,,,
"RURAL (048)",7472,2430,186,51,4810
"Conviviente (049)",2977,940,75,14,1950
"Separado(a) (050)",177,31,9,2,135
"Casado(a) (051)",1872,588,45,26,1215
"Viudo(a) (052)",186,37,3,1,145
"Divorciado(a) (053)",17,2,1,,14
"Soltero(a) (054)",2243,832,53,8,1351
"Hombres (056)",4223,1240,98,34,2853
"Conviviente (057)",1497,423,33,9,1032
"Separado(a) (058)",96,12,2,1,81
"Casado(a) (059)",954,270,28,17,641
"Viudo(a) (060)",72,11,2,1,58
"Divorciado(a) (061)",11,1,,,10
"Soltero(a) (062)",1593,523,33,6,1031
"Mujeres (064)",3249,1190,88,17,1957
"Conviviente (065)",1480,517,42,5,918
"Separado(a) (066)",81,19,7,1,54
"Casado(a) (067)",918,318,17,9,574
"Viudo(a) (068)",114,26,1,,87
"Divorciado(a) (069)",6,1,1,,4
"Soltero(a) (070)",650,309,20,2,320
