"CUADRO Nº 14: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE NO DISPONEN DEL SERVICIO DE AGUA TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA QUE DISPONEN DEL SERVICIO EN LOS DÍAS QUE CUENTAN CON ESTE SERVICIO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia PARURO",,,,,,,,,
"Viviendas particulares (001)",474,218,80,31,75,13,7,5,45
"Ocupantes presentes (002)",1799,809,271,118,316,43,19,16,207
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",452,207,80,31,74,5,6,5,44
"Ocupantes presentes (005)",1723,775,271,118,312,14,18,16,199
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",3,3,,,,,,,
"Ocupantes presentes (014)",5,5,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",18,7,,,1,8,1,,1
"Ocupantes presentes (017)",67,25,,,4,29,1,,8
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",1,1,,,,,,,
"Ocupantes presentes (023)",4,4,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",236,100,32,16,53,5,6,3,21
"Ocupantes presentes (029)",854,328,92,66,222,14,18,12,102
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",232,96,32,16,53,5,6,3,21
"Ocupantes presentes (032)",845,319,92,66,222,14,18,12,102
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",3,3,,,,,,,
"Ocupantes presentes (041)",5,5,,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",1,1,,,,,,,
"Ocupantes presentes (050)",4,4,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",238,118,48,15,22,8,1,2,24
"Ocupantes presentes (056)",945,481,179,52,94,29,1,4,105
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",220,111,48,15,21,,,2,23
"Ocupantes presentes (059)",878,456,179,52,90,,,4,97
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",18,7,,,1,8,1,,1
"Ocupantes presentes (071)",67,25,,,4,29,1,,8
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
