"CUADRO Nº 17: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia HUANCA SANCOS (000)",3573,495,812,1645,14,576,31
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",22,21,,,1,,
"Profes., científicos e intelectuales (002)",340,290,,50,,,
"Técnicos de nivel medio y trab. asimilados (003)",67,46,,19,2,,
"Jefes y empleados de oficina (004)",86,86,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",233,9,5,177,4,38,
"Agricult.trabaj.calif.agrop.y pesqueros (006)",1213,,,1210,2,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",104,,50,51,,3,
"Obreros construc.,conf.,papel, fab., instr. (008)",166,11,104,44,4,3,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",1256,24,632,62,1,506,31
"Otra (010)",5,5,,,,,
"Ocupación no especificada (011)",81,3,21,32,,25,
"Hombres (012)",2189,324,638,998,10,218,1
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",19,18,,,1,,
"Profes., científicos e intelectuales (014)",202,183,,19,,,
"Técnicos de nivel medio y trab. asimilados (015)",46,32,,12,2,,
"Jefes y empleados de oficina (016)",57,57,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",64,4,,52,2,6,
"Agricult.trabaj.calif.agrop.y pesqueros (018)",805,,,804,1,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (019)",87,,44,41,,2,
"Obreros construc.,conf.,papel, fab., instr. (020)",158,11,101,40,4,2,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (021)",711,13,477,18,,202,1
"Otra (022)",5,5,,,,,
"Ocupación no especificada (023)",35,1,16,12,,6,
"Mujeres (024)",1384,171,174,647,4,358,30
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",3,3,,,,,
"Profes., científicos e intelectuales (026)",138,107,,31,,,
"Técnicos de nivel medio y trab. asimilados (027)",21,14,,7,,,
"Jefes y empleados de oficina (028)",29,29,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",169,5,5,125,2,32,
"Agricult.trabaj.calif.agrop.y pesqueros (030)",408,,,406,1,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (031)",17,,6,10,,1,
"Obreros construc.,conf.,papel, fab., instr. (032)",8,,3,4,,1,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",545,11,155,44,1,304,30
"Ocupación no especificada (035)",46,2,5,20,,19,
,,,,,,,
"URBANA (036)",2339,462,513,1042,12,282,28
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",18,17,,,1,,
"Profes., científicos e intelectuales (038)",318,271,,47,,,
"Técnicos de nivel medio y trab. asimilados (039)",62,41,,19,2,,
"Jefes y empleados de oficina (040)",84,84,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",212,9,3,165,4,31,
"Agricult.trabaj.calif.agrop.y pesqueros (042)",632,,,630,1,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",84,,32,49,,3,
"Obreros construc.,conf.,papel, fab., instr. (044)",139,11,83,42,3,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",714,21,380,59,1,225,28
"Otra (046)",5,5,,,,,
"Ocupación no especificada (047)",71,3,15,31,,22,
"Hombres (048)",1444,296,428,602,8,110,
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",15,14,,,1,,
"Profes., científicos e intelectuales (050)",187,169,,18,,,
"Técnicos de nivel medio y trab. asimilados (051)",41,27,,12,2,,
"Jefes y empleados de oficina (052)",55,55,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",59,4,,49,2,4,
"Agricult.trabaj.calif.agrop.y pesqueros (054)",418,,,418,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",68,,27,39,,2,
"Obreros construc.,conf.,papel, fab., instr. (056)",133,11,81,38,3,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",433,10,308,16,,99,
"Otra (058)",5,5,,,,,
"Ocupación no especificada (059)",30,1,12,12,,5,
"Mujeres (060)",895,166,85,440,4,172,28
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",3,3,,,,,
"Profes., científicos e intelectuales (062)",131,102,,29,,,
"Técnicos de nivel medio y trab. asimilados (063)",21,14,,7,,,
"Jefes y empleados de oficina (064)",29,29,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",153,5,3,116,2,27,
"Agricult.trabaj.calif.agrop.y pesqueros (066)",214,,,212,1,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",16,,5,10,,1,
"Obreros construc.,conf.,papel, fab., instr. (068)",6,,2,4,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",281,11,72,43,1,126,28
"Ocupación no especificada (071)",41,2,3,19,,17,
,,,,,,,
"RURAL (072)",1234,33,299,603,2,294,3
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",4,4,,,,,
"Profes., científicos e intelectuales (074)",22,19,,3,,,
"Técnicos de nivel medio y trab. asimilados (075)",5,5,,,,,
"Jefes y empleados de oficina (076)",2,2,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",21,,2,12,,7,
"Agricult.trabaj.calif.agrop.y pesqueros (078)",581,,,580,1,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",20,,18,2,,,
"Obreros construc.,conf.,papel, fab., instr. (080)",27,,21,2,1,3,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",542,3,252,3,,281,3
"Ocupación no especificada (083)",10,,6,1,,3,
"Hombres (084)",745,28,210,396,2,108,1
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",4,4,,,,,
"Profes., científicos e intelectuales (086)",15,14,,1,,,
"Técnicos de nivel medio y trab. asimilados (087)",5,5,,,,,
"Jefes y empleados de oficina (088)",2,2,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",5,,,3,,2,
"Agricult.trabaj.calif.agrop.y pesqueros (090)",387,,,386,1,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",19,,17,2,,,
"Obreros construc.,conf.,papel, fab., instr. (092)",25,,20,2,1,2,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",278,3,169,2,,103,1
"Ocupación no especificada (095)",5,,4,,,1,
"Mujeres (096)",489,5,89,207,,186,2
"Profes., científicos e intelectuales (098)",7,5,,2,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",16,,2,9,,5,
"Agricult.trabaj.calif.agrop.y pesqueros (102)",194,,,194,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",1,,1,,,,
"Obreros construc.,conf.,papel, fab., instr. (104)",2,,1,,,1,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",264,,83,1,,178,2
"Ocupación no especificada (107)",5,,2,1,,2,
