"CUADRO Nº 9: POBLACIÓN DE 3 A 24 AÑOS DE EDAD, POR CONDICIÓN DE ALFABETISMO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD NORMATIVA DE ESTUDIOS",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y EDAD NORMATIVA DE ESTUDIOS",TOTAL,"CONDICIÓN DE ALFABETISMO",
,,"SABE LEER Y ESCRIBIR","NO SABE LEER NI ESCRIBIR"
,,,
"Provincia LA MAR (000)",42726,33605,9121
"De 3 a 5 años (001)",6928,355,6573
"De 6 a 11 años (002)",14380,12353,2027
"De 12 a 16 años (003)",10336,10166,170
"De 17 a 24 años (004)",11082,10731,351
"Hombres (005)",22258,17649,4609
"De 3 a 5 años (006)",3516,184,3332
"De 6 a 11 años (007)",7330,6277,1053
"De 12 a 16 años (008)",5456,5360,96
"De 17 a 24 años (009)",5956,5828,128
"Mujeres (010)",20468,15956,4512
"De 3 a 5 años (011)",3412,171,3241
"De 6 a 11 años (012)",7050,6076,974
"De 12 a 16 años (013)",4880,4806,74
"De 17 a 24 años (014)",5126,4903,223
,,,
"URBANA (015)",17366,14222,3144
"De 3 a 5 años (016)",2558,190,2368
"De 6 a 11 años (017)",5513,4935,578
"De 12 a 16 años (018)",4499,4438,61
"De 17 a 24 años (019)",4796,4659,137
"Hombres (020)",8952,7388,1564
"De 3 a 5 años (021)",1274,99,1175
"De 6 a 11 años (022)",2784,2489,295
"De 12 a 16 años (023)",2357,2326,31
"De 17 a 24 años (024)",2537,2474,63
"Mujeres (025)",8414,6834,1580
"De 3 a 5 años (026)",1284,91,1193
"De 6 a 11 años (027)",2729,2446,283
"De 12 a 16 años (028)",2142,2112,30
"De 17 a 24 años (029)",2259,2185,74
,,,
"RURAL (030)",25360,19383,5977
"De 3 a 5 años (031)",4370,165,4205
"De 6 a 11 años (032)",8867,7418,1449
"De 12 a 16 años (033)",5837,5728,109
"De 17 a 24 años (034)",6286,6072,214
"Hombres (035)",13306,10261,3045
"De 3 a 5 años (036)",2242,85,2157
"De 6 a 11 años (037)",4546,3788,758
"De 12 a 16 años (038)",3099,3034,65
"De 17 a 24 años (039)",3419,3354,65
"Mujeres (040)",12054,9122,2932
"De 3 a 5 años (041)",2128,80,2048
"De 6 a 11 años (042)",4321,3630,691
"De 12 a 16 años (043)",2738,2694,44
"De 17 a 24 años (044)",2867,2718,149
