"CUADRO Nº 15: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACIÓN",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia PACHITEA (000)",16666,3374,49,10190,2260,129,177,122,365
"Empleado (001)",692,14,,84,120,37,114,42,281
"Obrero (002)",2448,441,5,1521,443,15,7,9,7
"Trabajador independiente (003)",9986,2284,27,6323,1126,57,47,59,63
"Empleador o patrono (004)",398,67,3,257,59,2,4,1,5
"Trabajador familiar no remunerado (005)",2986,532,14,1920,478,18,4,11,9
"Trabajador del hogar (006)",156,36,,85,34,,1,,
"Hombres (008)",14501,2708,37,9265,1983,93,105,93,217
"Empleado (009)",393,2,,54,76,21,60,27,153
"Obrero (010)",2313,397,5,1444,430,15,7,9,6
"Trabajador independiente (011)",8919,1898,20,5843,982,42,33,50,51
"Empleador o patrono (012)",383,63,3,250,57,2,2,1,5
"Trabajador familiar no remunerado (013)",2449,338,9,1651,427,13,3,6,2
"Trabajador del hogar (014)",44,10,,23,11,,,,
"Mujeres (016)",2165,666,12,925,277,36,72,29,148
"Empleado (017)",299,12,,30,44,16,54,15,128
"Obrero (018)",135,44,,77,13,,,,1
"Trabajador independiente (019)",1067,386,7,480,144,15,14,9,12
"Empleador o patrono (020)",15,4,,7,2,,2,,
"Trabajador familiar no remunerado (021)",537,194,5,269,51,5,1,5,7
"Trabajador del hogar (022)",112,26,,62,23,,1,,
,,,,,,,,,
"URBANA (024)",2579,265,7,1101,671,80,124,89,242
"Empleado (025)",428,7,,33,69,27,81,29,182
"Obrero (026)",408,48,1,216,125,8,4,4,2
"Trabajador independiente (027)",1470,185,5,733,384,37,32,48,46
"Empleador o patrono (028)",24,,,8,8,,3,,5
"Trabajador familiar no remunerado (029)",199,21,1,85,66,8,3,8,7
"Trabajador del hogar (030)",50,4,,26,19,,1,,
"Hombres (032)",1907,165,5,884,528,53,68,67,137
"Empleado (033)",245,1,,26,49,17,40,20,92
"Obrero (034)",389,44,1,203,123,8,4,4,2
"Trabajador independiente (035)",1133,112,3,600,294,25,21,40,38
"Empleador o patrono (036)",18,,,4,8,,1,,5
"Trabajador familiar no remunerado (037)",112,8,1,48,47,3,2,3,
"Trabajador del hogar (038)",10,,,3,7,,,,
"Mujeres (040)",672,100,2,217,143,27,56,22,105
"Empleado (041)",183,6,,7,20,10,41,9,90
"Obrero (042)",19,4,,13,2,,,,
"Trabajador independiente (043)",337,73,2,133,90,12,11,8,8
"Empleador o patrono (044)",6,,,4,,,2,,
"Trabajador familiar no remunerado (045)",87,13,,37,19,5,1,5,7
"Trabajador del hogar (046)",40,4,,23,12,,1,,
,,,,,,,,,
"RURAL (048)",14087,3109,42,9089,1589,49,53,33,123
"Empleado (049)",264,7,,51,51,10,33,13,99
"Obrero (050)",2040,393,4,1305,318,7,3,5,5
"Trabajador independiente (051)",8516,2099,22,5590,742,20,15,11,17
"Empleador o patrono (052)",374,67,3,249,51,2,1,1,
"Trabajador familiar no remunerado (053)",2787,511,13,1835,412,10,1,3,2
"Trabajador del hogar (054)",106,32,,59,15,,,,
"Hombres (056)",12594,2543,32,8381,1455,40,37,26,80
"Empleado (057)",148,1,,28,27,4,20,7,61
"Obrero (058)",1924,353,4,1241,307,7,3,5,4
"Trabajador independiente (059)",7786,1786,17,5243,688,17,12,10,13
"Empleador o patrono (060)",365,63,3,246,49,2,1,1,
"Trabajador familiar no remunerado (061)",2337,330,8,1603,380,10,1,3,2
"Trabajador del hogar (062)",34,10,,20,4,,,,
"Mujeres (064)",1493,566,10,708,134,9,16,7,43
"Empleado (065)",116,6,,23,24,6,13,6,38
"Obrero (066)",116,40,,64,11,,,,1
"Trabajador independiente (067)",730,313,5,347,54,3,3,1,4
"Empleador o patrono (068)",9,4,,3,2,,,,
"Trabajador familiar no remunerado (069)",450,181,5,232,32,,,,
"Trabajador del hogar (070)",72,22,,39,11,,,,
