"CUADRO Nº 12: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia TRUJILLO (000)",725738,29755,11577,198302,239273,43783,63274,54254,85520
"Hombres (001)",348618,7841,5982,93585,123253,21120,26539,28384,41914
"Mujeres (002)",377120,21914,5595,104717,116020,22663,36735,25870,43606
"PEA (003)",329463,9126,363,56712,112974,24359,41545,23132,61252
"Hombres (004)",205624,3797,215,36197,78253,15161,22399,15068,34534
"Mujeres (005)",123839,5329,148,20515,34721,9198,19146,8064,26718
"Ocupada (006)",316229,8786,350,54546,108238,23385,39950,21923,59051
"Hombres (007)",197197,3618,208,34610,74911,14582,21595,14328,33345
"Mujeres (008)",119032,5168,142,19936,33327,8803,18355,7595,25706
"Desocupada (009)",13234,340,13,2166,4736,974,1595,1209,2201
"Hombres (010)",8427,179,7,1587,3342,579,804,740,1189
"Mujeres (011)",4807,161,6,579,1394,395,791,469,1012
"No PEA (012)",396275,20629,11214,141590,126299,19424,21729,31122,24268
"Hombres (013)",142994,4044,5767,57388,45000,5959,4140,13316,7380
"Mujeres (014)",253281,16585,5447,84202,81299,13465,17589,17806,16888
,,,,,,,,,
"URBANA (018)",708527,28120,11273,190339,233752,43268,62669,53965,85141
"Hombres (019)",339691,7309,5840,89365,120135,20868,26261,28219,41694
"Mujeres (020)",368836,20811,5433,100974,113617,22400,36408,25746,43447
"PEA (021)",322007,8581,358,53604,110210,24109,41155,23011,60979
"Hombres (022)",199755,3439,211,33648,76001,14986,22149,14973,34348
"Mujeres (023)",122252,5142,147,19956,34209,9123,19006,8038,26631
"Ocupada (024)",309049,8254,345,51560,105586,23140,39578,21802,58784
"Hombres (025)",191548,3268,204,32158,72750,14412,21359,14233,33164
"Mujeres (026)",117501,4986,141,19402,32836,8728,18219,7569,25620
"Desocupada (027)",12958,327,13,2044,4624,969,1577,1209,2195
"Hombres (028)",8207,171,7,1490,3251,574,790,740,1184
"Mujeres (029)",4751,156,6,554,1373,395,787,469,1011
"No PEA (030)",386520,19539,10915,136735,123542,19159,21514,30954,24162
"Hombres (031)",139936,3870,5629,55717,44134,5882,4112,13246,7346
"Mujeres (032)",246584,15669,5286,81018,79408,13277,17402,17708,16816
,,,,,,,,,
"RURAL (036)",17211,1635,304,7963,5521,515,605,289,379
"Hombres (037)",8927,532,142,4220,3118,252,278,165,220
"Mujeres (038)",8284,1103,162,3743,2403,263,327,124,159
"PEA (039)",7456,545,5,3108,2764,250,390,121,273
"Hombres (040)",5869,358,4,2549,2252,175,250,95,186
"Mujeres (041)",1587,187,1,559,512,75,140,26,87
"Ocupada (042)",7180,532,5,2986,2652,245,372,121,267
"Hombres (043)",5649,350,4,2452,2161,170,236,95,181
"Mujeres (044)",1531,182,1,534,491,75,136,26,86
"Desocupada (045)",276,13,,122,112,5,18,,6
"Hombres (046)",220,8,,97,91,5,14,,5
"Mujeres (047)",56,5,,25,21,,4,,1
"No PEA (048)",9755,1090,299,4855,2757,265,215,168,106
"Hombres (049)",3058,174,138,1671,866,77,28,70,34
"Mujeres (050)",6697,916,161,3184,1891,188,187,98,72
