"CUADRO Nº 14: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y ESTADO CIVIL",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y ESTADO CIVIL",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia SANTA (000)",110988,1423,36527,34599,14748,6040,2670,702,103,,14176
"Conviviente (001)",35896,519,14409,11452,3909,1452,599,152,15,,3389
"Separado(a) (002)",9161,176,3384,3034,1199,488,235,60,10,,575
"Casado(a) (003)",43561,407,13143,14935,7425,3075,1279,330,50,,2917
"Viudo(a) (004)",8276,226,3231,2606,850,360,237,99,17,,650
"Divorciado(a) (005)",858,11,268,275,140,51,30,5,4,,74
"Soltero(a) (006)",13236,84,2092,2297,1225,614,290,56,7,,6571
,,,,,,,,,,,
"URBANA (008)",104536,1254,33478,32631,14251,5890,2592,685,98,,13657
"Conviviente (009)",32631,451,12745,10479,3676,1388,579,144,14,,3155
"Separado(a) (010)",8712,152,3185,2903,1151,475,224,60,10,,552
"Casado(a) (011)",41724,364,12295,14314,7270,3024,1251,326,48,,2832
"Viudo(a) (012)",7726,201,2985,2423,812,347,234,95,15,,614
"Divorciado(a) (013)",843,11,257,273,139,51,29,5,4,,74
"Soltero(a) (014)",12900,75,2011,2239,1203,605,275,55,7,,6430
,,,,,,,,,,,
"RURAL (016)",6452,169,3049,1968,497,150,78,17,5,,519
"Conviviente (017)",3265,68,1664,973,233,64,20,8,1,,234
"Separado(a) (018)",449,24,199,131,48,13,11,,,,23
"Casado(a) (019)",1837,43,848,621,155,51,28,4,2,,85
"Viudo(a) (020)",550,25,246,183,38,13,3,4,2,,36
"Divorciado(a) (021)",15,,11,2,1,,1,,,,
"Soltero(a) (022)",336,9,81,58,22,9,15,1,,,141
