"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia MORROPON (000)",59420,56925,16881,6643,6744,5638,7793,5363,3768,4095,2495,185762
"De 12 a 14 años (001)",6030,5975,5932,29,14,,,,,,55,57
"De 15 a 19 años (002)",7883,7693,6856,716,97,19,5,,,,190,987
"De 20 a 24 años (003)",5704,4943,1794,2011,866,214,50,8,,,761,4646
"De 25 a 29 años (004)",5206,4666,584,1353,1568,750,365,44,2,,540,8565
"De 30 a 34 años (005)",5280,4995,332,845,1417,1189,973,199,29,11,285,13073
"De 35 a 39 años (006)",5193,5012,279,475,989,1185,1441,496,126,21,181,16756
"De 40 a 44 años (007)",4800,4673,216,320,627,841,1442,806,304,117,127,19452
"De 45 a 49 años (008)",4165,4073,153,260,409,499,1115,860,506,271,92,20346
"De 50 y más años (009)",15159,14895,735,634,757,941,2402,2950,2801,3675,264,101880
"PEA (010)",11073,10281,2333,1587,1640,1365,1562,828,489,477,792,30820
"De 12 a 14 años (011)",150,149,139,5,5,,,,,,1,15
"De 15 a 19 años (012)",932,907,813,75,12,4,3,,,,25,123
"De 20 a 24 años (013)",1309,1058,566,353,104,26,3,6,,,251,691
"De 25 a 29 años (014)",1217,1010,255,315,275,121,39,5,,,207,1422
"De 30 a 34 años (015)",1256,1143,148,275,336,214,136,29,3,2,113,2405
"De 35 a 39 años (016)",1408,1341,110,176,329,315,312,80,16,3,67,3818
"De 40 a 44 años (017)",1293,1243,78,122,232,290,334,127,44,16,50,4267
"De 45 a 49 años (018)",1138,1118,59,119,155,182,314,156,88,45,20,4605
"De 50 y más años (019)",2370,2312,165,147,192,213,421,425,338,411,58,13474
"Ocupada (020)",10500,9785,2054,1526,1590,1332,1519,811,482,471,715,30120
