"CUADRO Nº 35: POBLACIÓN DESOCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"12 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia EL DORADO (000)",210,15,102,58,25,10
"Conviviente (001)",67,,33,25,9,
"Separado(a) (002)",1,,1,,,
"Casado(a) (003)",50,,5,24,13,8
"Viudo(a) (004)",2,,,,1,1
"Soltero(a) (006)",90,15,63,9,2,1
"Hombres (008)",168,10,76,50,23,9
"Conviviente (009)",57,,28,21,8,
"Casado(a) (011)",44,,3,21,13,7
"Viudo(a) (012)",1,,,,,1
"Soltero(a) (014)",66,10,45,8,2,1
"Mujeres (016)",42,5,26,8,2,1
"Conviviente (017)",10,,5,4,1,
"Separado(a) (018)",1,,1,,,
"Casado(a) (019)",6,,2,3,,1
"Viudo(a) (020)",1,,,,1,
"Soltero(a) (022)",24,5,18,1,,
,,,,,,
"AREA URBANA (024)",100,7,47,29,14,3
"Conviviente (025)",33,,15,14,4,
"Separado(a) (026)",1,,1,,,
"Casado(a) (027)",22,,2,10,8,2
"Viudo(a) (028)",1,,,,1,
"Soltero(a) (030)",43,7,29,5,1,1
"Hombres (032)",75,4,32,25,12,2
"Conviviente (033)",26,,11,12,3,
"Casado(a) (035)",19,,1,9,8,1
"Soltero(a) (038)",30,4,20,4,1,1
"Mujeres (040)",25,3,15,4,2,1
"Conviviente (041)",7,,4,2,1,
"Separado(a) (042)",1,,1,,,
"Casado(a) (043)",3,,1,1,,1
"Viudo(a) (044)",1,,,,1,
"Soltero(a) (046)",13,3,9,1,,
,,,,,,
"AREA RURAL (048)",110,8,55,29,11,7
"Conviviente (049)",34,,18,11,5,
"Casado(a) (051)",28,,3,14,5,6
"Viudo(a) (052)",1,,,,,1
"Soltero(a) (054)",47,8,34,4,1,
"Hombres (056)",93,6,44,25,11,7
"Conviviente (057)",31,,17,9,5,
"Casado(a) (059)",25,,2,12,5,6
"Viudo(a) (060)",1,,,,,1
"Soltero(a) (062)",36,6,25,4,1,
"Mujeres (064)",17,2,11,4,,
"Conviviente (065)",3,,1,2,,
"Casado(a) (067)",3,,1,2,,
"Soltero(a) (070)",11,2,9,,,
