"CUADRO Nº 2: POBLACIÓN TOTAL, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia CHUPACA (000)",51878,813,15373,13413,9508,8118,4653
"Hombres (001)",25096,409,7787,6789,4370,3688,2053
"Mujeres (002)",26782,404,7586,6624,5138,4430,2600
"Viviendas particulares (003)",50902,812,15361,13066,9070,7957,4636
"Hombres (004)",24155,409,7778,6447,3942,3538,2041
"Mujeres (005)",26747,403,7583,6619,5128,4419,2595
"Viviendas colectivas (006)",967,1,12,343,437,158,16
"Hombres (007)",934,,9,339,428,147,11
"Mujeres (008)",33,1,3,4,9,11,5
"Otro tipo (009)",9,,,4,1,3,1
"Hombres (010)",7,,,3,,3,1
"Mujeres (011)",2,,,1,1,,
,,,,,,,
"URBANA (012)",31328,492,8802,8320,6093,4914,2707
"Hombres (013)",15295,247,4510,4207,2863,2287,1181
"Mujeres (014)",16033,245,4292,4113,3230,2627,1526
"Viviendas particulares (015)",30381,491,8790,7986,5670,4754,2690
"Hombres (016)",14382,247,4501,3878,2449,2138,1169
"Mujeres (017)",15999,244,4289,4108,3221,2616,1521
"Viviendas colectivas (018)",938,1,12,330,422,157,16
"Hombres (019)",906,,9,326,414,146,11
"Mujeres (020)",32,1,3,4,8,11,5
"Otro tipo (021)",9,,,4,1,3,1
"Hombres (022)",7,,,3,,3,1
"Mujeres (023)",2,,,1,1,,
,,,,,,,
"RURAL (024)",20550,321,6571,5093,3415,3204,1946
"Hombres (025)",9801,162,3277,2582,1507,1401,872
"Mujeres (026)",10749,159,3294,2511,1908,1803,1074
"Viviendas particulares (027)",20521,321,6571,5080,3400,3203,1946
"Hombres (028)",9773,162,3277,2569,1493,1400,872
"Mujeres (029)",10748,159,3294,2511,1907,1803,1074
"Viviendas colectivas (030)",29,,,13,15,1,
"Hombres (031)",28,,,13,14,1,
"Mujeres (032)",1,,,,1,,
