"CUADRO Nº 1: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HOGARES, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HOGARES",,,,
,,1,2,3,4,"5 Y MÁS"
,,,,,,
"Provincia CARABAYA",,,,,,
"Viviendas particulares (001)",19221,18946,248,24,2,1
"Ocupantes presentes (002)",72425,70226,1882,273,28,16
"Casa independiente",,,,,,
"Viviendas particulares (004)",15661,15392,242,24,2,1
"Ocupantes presentes (005)",61844,59685,1842,273,28,16
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (010)",3,3,,,,
"Ocupantes presentes (011)",15,15,,,,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (013)",317,316,1,,,
"Ocupantes presentes (014)",716,708,8,,,
"Choza o cabaña",,,,,,
"Viviendas particulares (016)",3199,3195,4,,,
"Ocupantes presentes (017)",9763,9737,26,,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (019)",2,1,1,,,
"Ocupantes presentes (020)",9,3,6,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (022)",9,9,,,,
"Ocupantes presentes (023)",16,16,,,,
"Otro tipo",,,,,,
"Viviendas particulares (025)",30,30,,,,
"Ocupantes presentes (026)",62,62,,,,
,,,,,,
URBANA,,,,,,
"Viviendas particulares (028)",7160,6914,219,24,2,1
"Ocupantes presentes (029)",29123,27141,1665,273,28,16
"Casa independiente",,,,,,
"Viviendas particulares (031)",6830,6586,217,24,2,1
"Ocupantes presentes (032)",28368,26400,1651,273,28,16
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (037)",3,3,,,,
"Ocupantes presentes (038)",15,15,,,,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (040)",317,316,1,,,
"Ocupantes presentes (041)",716,708,8,,,
"Choza o cabaña",,,,,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (046)",2,1,1,,,
"Ocupantes presentes (047)",9,3,6,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (049)",8,8,,,,
"Ocupantes presentes (050)",15,15,,,,
"Otro tipo",,,,,,
,,,,,,
RURAL,,,,,,
"Viviendas particulares (055)",12061,12032,29,,,
"Ocupantes presentes (056)",43302,43085,217,,,
"Casa independiente",,,,,,
"Viviendas particulares (058)",8831,8806,25,,,
"Ocupantes presentes (059)",33476,33285,191,,,
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Vivienda en casa de vecindad",,,,,,
"Choza o cabaña",,,,,,
"Viviendas particulares (070)",3199,3195,4,,,
"Ocupantes presentes (071)",9763,9737,26,,,
"Vivienda improvisada",,,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (076)",1,1,,,,
"Ocupantes presentes (077)",1,1,,,,
"Otro tipo",,,,,,
"Viviendas particulares (079)",30,30,,,,
"Ocupantes presentes (080)",62,62,,,,
