"CUADRO Nº 6: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR PERSONAS QUE PERTENECÍAN AL HOGAR Y AHORA VIVEN PERMANENTEMENTE EN OTRO PAÍS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE PERSONAS QUE VIVEN PERMANENTEMENTE EN OTRO PAÍS",,,,,,,NINGUNA
,,1,2,3,4,5,6,"7 Y MÁS",
,,,,,,,,,
"Provincia TOCACHE",,,,,,,,,
"Hogares (001)",18036,478,245,161,116,68,56,67,16845
"Ocupantes presentes (002)",68768,1591,820,502,413,306,271,326,64539
"Casa independiente",,,,,,,,,
"Hogares (004)",13359,390,206,142,98,58,44,50,12371
"Ocupantes presentes (005)",52925,1317,702,446,361,261,217,274,49347
"Departamento en edificio",,,,,,,,,
"Hogares (007)",65,2,1,,1,,,1,60
"Ocupantes presentes (008)",158,11,3,,2,,,2,140
"Vivienda en quinta",,,,,,,,,
"Hogares (010)",856,30,17,5,5,4,5,4,786
"Ocupantes presentes (011)",2498,85,62,10,12,20,19,14,2276
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (013)",294,5,6,2,1,1,3,4,272
"Ocupantes presentes (014)",948,18,12,5,4,5,16,12,876
"Choza o cabaña",,,,,,,,,
"Hogares (016)",3375,48,13,10,10,5,3,8,3278
"Ocupantes presentes (017)",11960,146,35,33,30,20,13,24,11659
"Vivienda improvisada",,,,,,,,,
"Hogares (019)",43,2,1,1,,,,,39
"Ocupantes presentes (020)",156,13,2,5,,,,,136
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (022)",34,1,1,,,,1,,31
"Ocupantes presentes (023)",98,1,4,,,,6,,87
"Otro tipo",,,,,,,,,
"Hogares (025)",10,,,1,1,,,,8
"Ocupantes presentes (026)",25,,,3,4,,,,18
,,,,,,,,,
URBANA,,,,,,,,,
"Hogares (028)",8872,349,183,117,73,38,40,46,8026
"Ocupantes presentes (029)",34110,1169,606,368,265,160,195,224,31123
"Casa independiente",,,,,,,,,
"Hogares (031)",7588,309,157,108,66,33,31,37,6847
"Ocupantes presentes (032)",30268,1041,523,345,247,135,154,196,27627
"Departamento en edificio",,,,,,,,,
"Hogares (034)",65,2,1,,1,,,1,60
"Ocupantes presentes (035)",158,11,3,,2,,,2,140
"Vivienda en quinta",,,,,,,,,
"Hogares (037)",856,30,17,5,5,4,5,4,786
"Ocupantes presentes (038)",2498,85,62,10,12,20,19,14,2276
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (040)",294,5,6,2,1,1,3,4,272
"Ocupantes presentes (041)",948,18,12,5,4,5,16,12,876
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Hogares (046)",43,2,1,1,,,,,39
"Ocupantes presentes (047)",156,13,2,5,,,,,136
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (049)",22,1,1,,,,1,,19
"Ocupantes presentes (050)",68,1,4,,,,6,,57
"Otro tipo",,,,,,,,,
"Hogares (052)",4,,,1,,,,,3
"Ocupantes presentes (053)",14,,,3,,,,,11
,,,,,,,,,
RURAL,,,,,,,,,
"Hogares (055)",9164,129,62,44,43,30,16,21,8819
"Ocupantes presentes (056)",34658,422,214,134,148,146,76,102,33416
"Casa independiente",,,,,,,,,
"Hogares (058)",5771,81,49,34,32,25,13,13,5524
"Ocupantes presentes (059)",22657,276,179,101,114,126,63,78,21720
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Hogares (070)",3375,48,13,10,10,5,3,8,3278
"Ocupantes presentes (071)",11960,146,35,33,30,20,13,24,11659
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (076)",12,,,,,,,,12
"Ocupantes presentes (077)",30,,,,,,,,30
"Otro tipo",,,,,,,,,
"Hogares (079)",6,,,,1,,,,5
"Ocupantes presentes (080)",11,,,,4,,,,7
