"CUADRO Nº 4: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ENERGÍA O COMBUSTIBLE QUE MÁS UTILIZAN EN EL HOGAR PARA COCINAR SUS ALIMENTOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"ENERGÍA O COMBUSTIBLE QUE MÁS UTILIZA PARA COCINAR",,,,,,,"NO COCINAN"
,,ELECTRICIDAD,GAS,KEROSENE,CARBÓN,LEÑA,"BOSTA, ESTIÉRCOL",OTRO,
,,,,,,,,,
"Provincia ILO",,,,,,,,,
"Hogares (001)",17687,478,14198,1666,13,394,4,16,918
"Ocupantes presentes (002)",61077,1447,51554,5333,45,1232,12,32,1422
"Casa independiente",,,,,,,,,
"Hogares (004)",15813,352,12738,1563,12,369,4,15,760
"Ocupantes presentes (005)",55449,1115,46858,5044,43,1172,12,30,1175
"Departamento en edificio",,,,,,,,,
"Hogares (007)",1375,123,1162,15,,,,,75
"Ocupantes presentes (008)",4223,321,3725,48,,,,,129
"Vivienda en quinta",,,,,,,,,
"Hogares (010)",47,1,34,2,,,,,10
"Ocupantes presentes (011)",142,3,117,7,,,,,15
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (013)",48,,26,3,,2,,,17
"Ocupantes presentes (014)",121,,82,6,,5,,,28
"Choza o cabaña",,,,,,,,,
"Hogares (016)",11,,1,,1,9,,,
"Ocupantes presentes (017)",28,,5,,2,21,,,
"Vivienda improvisada",,,,,,,,,
"Hogares (019)",363,1,222,82,,13,,1,44
"Ocupantes presentes (020)",1055,3,732,224,,31,,2,63
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (022)",25,1,11,1,,1,,,11
"Ocupantes presentes (023)",51,5,28,4,,3,,,11
"Otro tipo",,,,,,,,,
"Hogares (025)",5,,4,,,,,,1
"Ocupantes presentes (026)",8,,7,,,,,,1
,,,,,,,,,
URBANA,,,,,,,,,
"Hogares (028)",17588,477,14190,1666,12,306,4,16,917
"Ocupantes presentes (029)",60848,1443,51537,5333,43,1027,12,32,1421
"Casa independiente",,,,,,,,,
"Hogares (031)",15726,351,12731,1563,12,290,4,15,760
"Ocupantes presentes (032)",55249,1111,46846,5044,43,988,12,30,1175
"Departamento en edificio",,,,,,,,,
"Hogares (034)",1375,123,1162,15,,,,,75
"Ocupantes presentes (035)",4223,321,3725,48,,,,,129
"Vivienda en quinta",,,,,,,,,
"Hogares (037)",47,1,34,2,,,,,10
"Ocupantes presentes (038)",142,3,117,7,,,,,15
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (040)",48,,26,3,,2,,,17
"Ocupantes presentes (041)",121,,82,6,,5,,,28
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Hogares (046)",363,1,222,82,,13,,1,44
"Ocupantes presentes (047)",1055,3,732,224,,31,,2,63
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (049)",24,1,11,1,,1,,,10
"Ocupantes presentes (050)",50,5,28,4,,3,,,10
"Otro tipo",,,,,,,,,
"Hogares (052)",5,,4,,,,,,1
"Ocupantes presentes (053)",8,,7,,,,,,1
,,,,,,,,,
RURAL,,,,,,,,,
"Hogares (055)",99,1,8,,1,88,,,1
"Ocupantes presentes (056)",229,4,17,,2,205,,,1
"Casa independiente",,,,,,,,,
"Hogares (058)",87,1,7,,,79,,,
"Ocupantes presentes (059)",200,4,12,,,184,,,
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Hogares (070)",11,,1,,1,9,,,
"Ocupantes presentes (071)",28,,5,,2,21,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (076)",1,,,,,,,,1
"Ocupantes presentes (077)",1,,,,,,,,1
"Otro tipo",,,,,,,,,
