"CUADRO Nº 1: POBLACIÓN TOTAL, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia PUNO (000)",229236,26510,37016,7634,158469
"Menos de 1 año (001)",3510,1796,435,60,1223
"De 1 a 14 años (002)",61938,18969,10040,1585,31428
"De 15 a 29 años (003)",63067,3188,5157,2030,52739
"De 30 a 44 años (004)",45025,1120,9284,1921,32828
"De 45 a 64 años (005)",37548,871,9430,1573,25794
"De 65 y mas años (006)",18148,566,2670,465,14457
"Hombres (008)",113121,13166,17921,4767,77529
"Menos de 1 año (009)",1775,927,204,27,619
"De 1 a 14 años (010)",32098,9937,5126,783,16300
"De 15 a 29 años (011)",31236,1296,2306,1380,26282
"De 30 a 44 años (012)",21292,349,4080,1266,15687
"De 45 a 64 años (013)",18033,377,4717,1031,11995
"De 65 y mas años (014)",8687,280,1488,280,6646
"Mujeres (016)",116115,13344,19095,2867,80940
"Menos de 1 año (017)",1735,869,231,33,604
"De 1 a 14 años (018)",29840,9032,4914,802,15128
"De 15 a 29 años (019)",31831,1892,2851,650,26457
"De 30 a 44 años (020)",23733,771,5204,655,17141
"De 45 a 64 años (021)",19515,494,4713,542,13799
"De 65 y mas años (022)",9461,286,1182,185,7811
,,,,,
"URBANA (024)",136754,11589,34153,6597,84784
"Menos de 1 año (025)",2114,860,401,47,810
"De 1 a 14 años (026)",36090,7404,9469,1311,17979
"De 15 a 29 años (027)",41204,1732,4833,1835,32847
"De 30 a 44 años (028)",29538,774,8757,1732,18400
"De 45 a 64 años (029)",21285,582,8669,1377,10773
"De 65 y mas años (030)",6523,237,2024,295,3975
"Hombres (032)",67202,5621,16381,4117,41334
"Menos de 1 año (033)",1077,449,190,20,420
"De 1 a 14 años (034)",18586,3873,4818,648,9292
"De 15 a 29 años (035)",20355,658,2144,1229,16349
"De 30 a 44 años (036)",13753,255,3795,1147,8644
"De 45 a 64 años (037)",10396,270,4303,900,5008
"De 65 y mas años (038)",3035,116,1131,173,1621
"Mujeres (040)",69552,5968,17772,2480,43450
"Menos de 1 año (041)",1037,411,211,27,390
"De 1 a 14 años (042)",17504,3531,4651,663,8687
"De 15 a 29 años (043)",20849,1074,2689,606,16498
"De 30 a 44 años (044)",15785,519,4962,585,9756
"De 45 a 64 años (045)",10889,312,4366,477,5765
"De 65 y mas años (046)",3488,121,893,122,2354
,,,,,
"RURAL (048)",92482,14921,2863,1037,73685
"Menos de 1 año (049)",1396,936,34,13,413
"De 1 a 14 años (050)",25848,11565,571,274,13449
"De 15 a 29 años (051)",21863,1456,324,195,19892
"De 30 a 44 años (052)",15487,346,527,189,14428
"De 45 a 64 años (053)",16263,289,761,196,15021
"De 65 y mas años (054)",11625,329,646,170,10482
"Hombres (056)",45919,7545,1540,650,36195
"Menos de 1 año (057)",698,478,14,7,199
"De 1 a 14 años (058)",13512,6064,308,135,7008
"De 15 a 29 años (059)",10881,638,162,151,9933
"De 30 a 44 años (060)",7539,94,285,119,7043
"De 45 a 64 años (061)",7637,107,414,131,6987
"De 65 y mas años (062)",5652,164,357,107,5025
"Mujeres (064)",46563,7376,1323,387,37490
"Menos de 1 año (065)",698,458,20,6,214
"De 1 a 14 años (066)",12336,5501,263,139,6441
"De 15 a 29 años (067)",10982,818,162,44,9959
"De 30 a 44 años (068)",7948,252,242,70,7385
"De 45 a 64 años (069)",8626,182,347,65,8034
"De 65 y mas años (070)",5973,165,289,63,5457
