"CUADRO Nº 35: POBLACIÓN DESOCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"12 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia CHUCUITO (000)",4217,66,2278,1201,535,137
"Conviviente (001)",795,2,476,273,36,8
"Separado(a) (002)",110,1,25,58,22,4
"Casado(a) (003)",1122,,160,531,356,75
"Viudo(a) (004)",126,,2,24,59,41
"Divorciado(a) (005)",22,,3,10,5,4
"Soltero(a) (006)",2042,63,1612,305,57,5
"Hombres (008)",3071,32,1535,940,442,122
"Conviviente (009)",607,1,345,222,31,8
"Separado(a) (010)",74,,16,37,19,2
"Casado(a) (011)",929,,125,428,306,70
"Viudo(a) (012)",97,,1,18,42,36
"Divorciado(a) (013)",18,,2,9,4,3
"Soltero(a) (014)",1346,31,1046,226,40,3
"Mujeres (016)",1146,34,743,261,93,15
"Conviviente (017)",188,1,131,51,5,
"Separado(a) (018)",36,1,9,21,3,2
"Casado(a) (019)",193,,35,103,50,5
"Viudo(a) (020)",29,,1,6,17,5
"Divorciado(a) (021)",4,,1,1,1,1
"Soltero(a) (022)",696,32,566,79,17,2
,,,,,,
"AREA URBANA (024)",1884,30,967,584,247,56
"Conviviente (025)",341,1,184,132,22,2
"Separado(a) (026)",62,,12,38,10,2
"Casado(a) (027)",468,,54,228,159,27
"Viudo(a) (028)",61,,1,11,28,21
"Divorciado(a) (029)",14,,1,9,3,1
"Soltero(a) (030)",938,29,715,166,25,3
"Hombres (032)",1285,14,604,422,195,50
"Conviviente (033)",228,1,111,97,17,2
"Separado(a) (034)",45,,7,28,9,1
"Casado(a) (035)",354,,38,163,127,26
"Viudo(a) (036)",47,,,9,20,18
"Divorciado(a) (037)",12,,,8,3,1
"Soltero(a) (038)",599,13,448,117,19,2
"Mujeres (040)",599,16,363,162,52,6
"Conviviente (041)",113,,73,35,5,
"Separado(a) (042)",17,,5,10,1,1
"Casado(a) (043)",114,,16,65,32,1
"Viudo(a) (044)",14,,1,2,8,3
"Divorciado(a) (045)",2,,1,1,,
"Soltero(a) (046)",339,16,267,49,6,1
,,,,,,
"AREA RURAL (048)",2333,36,1311,617,288,81
"Conviviente (049)",454,1,292,141,14,6
"Separado(a) (050)",48,1,13,20,12,2
"Casado(a) (051)",654,,106,303,197,48
"Viudo(a) (052)",65,,1,13,31,20
"Divorciado(a) (053)",8,,2,1,2,3
"Soltero(a) (054)",1104,34,897,139,32,2
"Hombres (056)",1786,18,931,518,247,72
"Conviviente (057)",379,,234,125,14,6
"Separado(a) (058)",29,,9,9,10,1
"Casado(a) (059)",575,,87,265,179,44
"Viudo(a) (060)",50,,1,9,22,18
"Divorciado(a) (061)",6,,2,1,1,2
"Soltero(a) (062)",747,18,598,109,21,1
"Mujeres (064)",547,18,380,99,41,9
"Conviviente (065)",75,1,58,16,,
"Separado(a) (066)",19,1,4,11,2,1
"Casado(a) (067)",79,,19,38,18,4
"Viudo(a) (068)",15,,,4,9,2
"Divorciado(a) (069)",2,,,,1,1
"Soltero(a) (070)",357,16,299,30,11,1
