"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia CAJAMARCA (000)",122362,278920,249254,,5643,89.4,2
"De 12 a 14 años (001)",10306,56,55,,8,98.2,14.3
"De 15 a 19 años (002)",16832,2333,2275,641,97.5,27.5,
"De 20 a 24 años (003)",17017,11677,11377,1501,97.4,12.9,
"De 25 a 29 años (004)",14540,19082,18470,1377,96.8,7.2,
"De 30 a 34 años (005)",12328,24795,23800,1099,96,4.4,
"De 35 a 39 años (006)",10837,30104,28550,690,94.8,2.3,
"De 40 a 44 años (007)",8840,30426,28352,285,93.2,0.9,
"De 45 a 49 años (008)",7377,30002,27413,42,91.4,0.1,
"De 50 y más años (009)",24285,130445,108962,,83.5,,
"PEA (010)",33520,61584,57307,1045,93.1,1.7,
"De 12 a 14 años (011)",451,13,13,1,100,7.7,
"De 15 a 19 años (012)",3092,372,354,56,95.2,15.1,
"De 20 a 24 años (013)",4988,2339,2277,227,97.3,9.7,
"De 25 a 29 años (014)",5325,4541,4432,267,97.6,5.9,
"De 30 a 34 años (015)",4591,6743,6559,253,97.3,3.8,
"De 35 a 39 años (016)",4150,8961,8644,184,96.5,2.1,
"De 40 a 44 años (017)",3391,9164,8771,53,95.7,0.6,
"De 45 a 49 años (018)",2765,8738,8193,4,93.8,,
"De 50 y más años (019)",4767,20713,18064,,87.2,,
"Ocupada (020)",31920,59987,55802,994,93,1.7,
"De 12 a 14 años (021)",396,11,11,,100,,
"De 15 a 19 años (022)",2810,342,326,52,95.3,15.2,
"De 20 a 24 años (023)",4603,2205,2144,209,97.2,9.5,
"De 25 a 29 años (024)",5016,4362,4257,258,97.6,5.9,
"De 30 a 34 años (025)",4393,6511,6332,243,97.3,3.7,
"De 35 a 39 años (026)",4023,8703,8398,178,96.5,2,
"De 40 a 44 años (027)",3297,8918,8540,50,95.8,0.6,
"De 45 a 49 años (028)",2700,8555,8019,4,93.7,,
"De 50 y más años (029)",4682,20380,17775,,87.2,,
"Desocupada (030)",1600,1597,1505,51,94.2,3.2,
"De 12 a 14 años (031)",55,2,2,1,100,50,
"De 15 a 19 años (032)",282,30,28,4,93.3,13.3,
"De 20 a 24 años (033)",385,134,133,18,99.3,13.4,
"De 25 a 29 años (034)",309,179,175,9,97.8,5,
