"CUADRO Nº 38: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia BELLAVISTA (000)",310,76,234
"Sin nivel (001)",12,1,11
"Primaria (003)",139,35,104
"Secundaria (004)",117,24,93
"Superior no univ. incompleta (005)",13,3,10
"Superior no univ. completa (006)",16,7,9
"Superior univ. incompleta (007)",3,1,2
"Superior univ. completa (008)",10,5,5
"De 14 a 29 años (010)",156,61,95
"Sin nivel (011)",2,1,1
"Primaria (013)",60,27,33
"Secundaria (014)",70,22,48
"Superior no univ. incompleta (015)",8,2,6
"Superior no univ. completa (016)",9,3,6
"Superior univ. incompleta (017)",1,1,
"Superior univ. completa (018)",6,5,1
"De 30 a 44 años (020)",99,13,86
"Sin nivel (021)",4,,4
"Primaria (023)",48,6,42
"Secundaria (024)",32,2,30
"Superior no univ. incompleta (025)",3,1,2
"Superior no univ. completa (026)",7,4,3
"Superior univ. incompleta (027)",1,,1
"Superior univ. completa (028)",4,,4
"De 45 a 64 años (030)",45,2,43
"Sin nivel (031)",4,,4
"Primaria (033)",23,2,21
"Secundaria (034)",15,,15
"Superior no univ. incompleta (035)",2,,2
"Superior univ. incompleta (037)",1,,1
"De 65 y más años (040)",10,,10
"Sin nivel (041)",2,,2
"Primaria (043)",8,,8
,,,
"AREA URBANA (050)",254,64,190
"Sin nivel (051)",4,1,3
"Primaria (053)",106,26,80
"Secundaria (054)",104,22,82
"Superior no univ. incompleta (055)",13,3,10
"Superior no univ. completa (056)",15,7,8
"Superior univ. incompleta (057)",3,1,2
"Superior univ. completa (058)",9,4,5
"De 14 a 29 años (060)",132,50,82
"Sin nivel (061)",1,1,
"Primaria (063)",47,19,28
"Secundaria (064)",61,20,41
"Superior no univ. incompleta (065)",8,2,6
"Superior no univ. completa (066)",9,3,6
"Superior univ. incompleta (067)",1,1,
"Superior univ. completa (068)",5,4,1
"De 30 a 44 años (070)",79,12,67
"Sin nivel (071)",1,,1
"Primaria (073)",33,5,28
"Secundaria (074)",31,2,29
"Superior no univ. incompleta (075)",3,1,2
"Superior no univ. completa (076)",6,4,2
"Superior univ. incompleta (077)",1,,1
"Superior univ. completa (078)",4,,4
"De 45 a 64 años (080)",36,2,34
"Sin nivel (081)",1,,1
"Primaria (083)",20,2,18
"Secundaria (084)",12,,12
"Superior no univ. incompleta (085)",2,,2
"Superior univ. incompleta (087)",1,,1
"De 65 y más años (090)",7,,7
"Sin nivel (091)",1,,1
"Primaria (093)",6,,6
,,,
"AREA RURAL (100)",56,12,44
"Sin nivel (101)",8,,8
"Primaria (103)",33,9,24
"Secundaria (104)",13,2,11
"Superior no univ. completa (106)",1,,1
"Superior univ. completa (108)",1,1,
"De 14 a 29 años (110)",24,11,13
"Sin nivel (111)",1,,1
"Primaria (113)",13,8,5
"Secundaria (114)",9,2,7
"Superior univ. completa (118)",1,1,
"De 30 a 44 años (120)",20,1,19
"Sin nivel (121)",3,,3
"Primaria (123)",15,1,14
"Secundaria (124)",1,,1
"Superior no univ. completa (126)",1,,1
"De 45 a 64 años (130)",9,,9
"Sin nivel (131)",3,,3
"Primaria (133)",3,,3
"Secundaria (134)",3,,3
"De 65 y más años (140)",3,,3
"Sin nivel (141)",1,,1
"Primaria (143)",2,,2
