"CUADRO Nº 20: TOTAL DE VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR RÉGIMEN DE TENENCIA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"RÉGIMEN DE TENENCIA",,,,,
,,ALQUILADA,"PROPIA POR INVASIÓN","PROPIA PAGÁNDOLA A PLAZOS","PROPIA TOTALMENTE PAGADA","CEDIDA POR EL CENTRO DE TRABAJO/OTRO HOGAR /INSTITUCIÓN","OTRA FORMA"
,,,,,,,
"Provincia PASCO",,,,,,,
"Viviendas particulares (001)",34693,8244,734,784,20739,2274,1918
"Ocupantes presentes (002)",144874,31462,2951,3356,90378,9016,7711
"Casa independiente",,,,,,,
"Viviendas particulares (004)",30276,6496,677,746,19464,1393,1500
"Ocupantes presentes (005)",128086,25402,2827,3203,85248,5341,6065
"Departamento en edificio",,,,,,,
"Viviendas particulares (007)",721,125,,8,57,517,14
"Ocupantes presentes (008)",3006,392,,15,300,2245,54
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",1080,771,,12,218,46,33
"Ocupantes presentes (011)",4010,2679,,53,989,155,134
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",1258,756,,12,301,146,43
"Ocupantes presentes (014)",4763,2649,,56,1339,545,174
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",1231,35,56,5,673,145,317
"Ocupantes presentes (017)",4584,140,120,20,2418,641,1245
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",45,18,1,1,16,7,2
"Ocupantes presentes (020)",174,70,4,9,60,23,8
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",58,28,,,8,16,6
"Ocupantes presentes (023)",180,93,,,17,51,19
"Otro tipo",,,,,,,
"Viviendas particulares (025)",24,15,,,2,4,3
"Ocupantes presentes (026)",71,37,,,7,15,12
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",26737,7463,437,693,15388,1659,1097
"Ocupantes presentes (029)",110696,28166,1797,2939,66769,6624,4401
"Casa independiente",,,,,,,
"Viviendas particulares (031)",23570,5757,436,660,14789,929,999
"Ocupantes presentes (032)",98572,22279,1793,2806,64072,3610,4012
"Departamento en edificio",,,,,,,
"Viviendas particulares (034)",721,125,,8,57,517,14
"Ocupantes presentes (035)",3006,392,,15,300,2245,54
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",1080,771,,12,218,46,33
"Ocupantes presentes (038)",4010,2679,,53,989,155,134
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",1258,756,,12,301,146,43
"Ocupantes presentes (041)",4763,2649,,56,1339,545,174
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",45,18,1,1,16,7,2
"Ocupantes presentes (047)",174,70,4,9,60,23,8
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",47,23,,,6,13,5
"Ocupantes presentes (050)",137,71,,,7,44,15
"Otro tipo",,,,,,,
"Viviendas particulares (052)",16,13,,,1,1,1
"Ocupantes presentes (053)",34,26,,,2,2,4
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",7956,781,297,91,5351,615,821
"Ocupantes presentes (056)",34178,3296,1154,417,23609,2392,3310
"Casa independiente",,,,,,,
"Viviendas particulares (058)",6706,739,241,86,4675,464,501
"Ocupantes presentes (059)",29514,3123,1034,397,21176,1731,2053
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",1231,35,56,5,673,145,317
"Ocupantes presentes (071)",4584,140,120,20,2418,641,1245
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",11,5,,,2,3,1
"Ocupantes presentes (077)",43,22,,,10,7,4
"Otro tipo",,,,,,,
"Viviendas particulares (079)",8,2,,,1,3,2
"Ocupantes presentes (080)",37,11,,,5,13,8
