"CUADRO Nº 37: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia ICA (000)",5314,1174,4140
"Sin nivel (001)",67,9,58
"Educación inicial (002)",3,1,2
"Primaria (003)",502,56,446
"Secundaria (004)",2267,539,1728
"Superior no univ. incompleta (005)",387,82,305
"Superior no univ. completa (006)",692,168,524
"Superior univ. incompleta (007)",439,113,326
"Superior univ. completa (008)",957,206,751
"Hombres (010)",3036,550,2486
"Sin nivel (011)",45,6,39
"Educación inicial (012)",2,1,1
"Primaria (013)",342,27,315
"Secundaria (014)",1456,287,1169
"Superior no univ. incompleta (015)",210,41,169
"Superior no univ. completa (016)",276,51,225
"Superior univ. incompleta (017)",263,62,201
"Superior univ. completa (018)",442,75,367
"Mujeres (020)",2278,624,1654
"Sin nivel (021)",22,3,19
"Educación inicial (022)",1,,1
"Primaria (023)",160,29,131
"Secundaria (024)",811,252,559
"Superior no univ. incompleta (025)",177,41,136
"Superior no univ. completa (026)",416,117,299
"Superior univ. incompleta (027)",176,51,125
"Superior univ. completa (028)",515,131,384
,,,
"AREA URBANA (030)",4869,1067,3802
"Sin nivel (031)",51,7,44
"Educación inicial (032)",3,1,2
"Primaria (033)",422,46,376
"Secundaria (034)",2061,486,1575
"Superior no univ. incompleta (035)",362,72,290
"Superior no univ. completa (036)",634,148,486
"Superior univ. incompleta (037)",414,109,305
"Superior univ. completa (038)",922,198,724
"Hombres (040)",2761,509,2252
"Sin nivel (041)",34,5,29
"Educación inicial (042)",2,1,1
"Primaria (043)",283,24,259
"Secundaria (044)",1324,265,1059
"Superior no univ. incompleta (045)",198,38,160
"Superior no univ. completa (046)",249,45,204
"Superior univ. incompleta (047)",246,61,185
"Superior univ. completa (048)",425,70,355
"Mujeres (050)",2108,558,1550
"Sin nivel (051)",17,2,15
"Educación inicial (052)",1,,1
"Primaria (053)",139,22,117
"Secundaria (054)",737,221,516
"Superior no univ. incompleta (055)",164,34,130
"Superior no univ. completa (056)",385,103,282
"Superior univ. incompleta (057)",168,48,120
"Superior univ. completa (058)",497,128,369
,,,
"AREA RURAL (060)",445,107,338
"Sin nivel (061)",16,2,14
"Primaria (063)",80,10,70
"Secundaria (064)",206,53,153
"Superior no univ. incompleta (065)",25,10,15
"Superior no univ. completa (066)",58,20,38
"Superior univ. incompleta (067)",25,4,21
"Superior univ. completa (068)",35,8,27
"Hombres (070)",275,41,234
"Sin nivel (071)",11,1,10
"Primaria (073)",59,3,56
"Secundaria (074)",132,22,110
"Superior no univ. incompleta (075)",12,3,9
"Superior no univ. completa (076)",27,6,21
"Superior univ. incompleta (077)",17,1,16
"Superior univ. completa (078)",17,5,12
"Mujeres (080)",170,66,104
"Sin nivel (081)",5,1,4
"Primaria (083)",21,7,14
"Secundaria (084)",74,31,43
"Superior no univ. incompleta (085)",13,7,6
"Superior no univ. completa (086)",31,14,17
"Superior univ. incompleta (087)",8,3,5
"Superior univ. completa (088)",18,3,15
