"CUADRO Nº 10: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"DISPONE DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA",
,,SI,NO
,,,
"Provincia ANGARAES",,,
"Viviendas particulares (001)",5462,4764,698
"Ocupantes presentes (002)",23423,20495,2928
"Casa independiente",,,
"Viviendas particulares (004)",5261,4600,661
"Ocupantes presentes (005)",22743,19976,2767
"Departamento en edificio",,,
"Viviendas particulares (007)",9,6,3
"Ocupantes presentes (008)",31,18,13
"Vivienda en quinta",,,
"Viviendas particulares (010)",122,106,16
"Ocupantes presentes (011)",414,335,79
"Vivienda en casa de vecindad",,,
"Viviendas particulares (013)",38,36,2
"Ocupantes presentes (014)",109,104,5
"Choza o cabaña",,,
"Viviendas particulares (016)",25,10,15
"Ocupantes presentes (017)",101,39,62
"Vivienda improvisada",,,
"Viviendas particulares (019)",1,,1
"Ocupantes presentes (020)",2,,2
"Local no dest.para hab. humana",,,
"Viviendas particulares (022)",6,6,
"Ocupantes presentes (023)",23,23,
"Otro tipo",,,
,,,
URBANA,,,
"Viviendas particulares (028)",2671,2370,301
"Ocupantes presentes (029)",10600,9372,1228
"Casa independiente",,,
"Viviendas particulares (031)",2495,2216,279
"Ocupantes presentes (032)",10021,8892,1129
"Departamento en edificio",,,
"Viviendas particulares (034)",9,6,3
"Ocupantes presentes (035)",31,18,13
"Vivienda en quinta",,,
"Viviendas particulares (037)",122,106,16
"Ocupantes presentes (038)",414,335,79
"Vivienda en casa de vecindad",,,
"Viviendas particulares (040)",38,36,2
"Ocupantes presentes (041)",109,104,5
"Choza o cabaña",,,
"Vivienda improvisada",,,
"Viviendas particulares (046)",1,,1
"Ocupantes presentes (047)",2,,2
"Local no dest.para hab. humana",,,
"Viviendas particulares (049)",6,6,
"Ocupantes presentes (050)",23,23,
"Otro tipo",,,
,,,
RURAL,,,
"Viviendas particulares (055)",2791,2394,397
"Ocupantes presentes (056)",12823,11123,1700
"Casa independiente",,,
"Viviendas particulares (058)",2766,2384,382
"Ocupantes presentes (059)",12722,11084,1638
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Vivienda en casa de vecindad",,,
"Choza o cabaña",,,
"Viviendas particulares (070)",25,10,15
"Ocupantes presentes (071)",101,39,62
"Vivienda improvisada",,,
"Local no dest.para hab. humana",,,
"Otro tipo",,,
