"CUADRO Nº 9: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA",,,,,,,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)","CAMIÓN-CISTERNA U OTRO SIMILAR",POZO,"RÍO, ACEQUIA, MANANTIAL O SIMILAR",VECINO,OTRO
,,,,,,,,,
"Provincia MARISCAL RAMON CASTILLA",,,,,,,,,
"Viviendas particulares (001)",9965,347,53,281,10,1379,7569,67,259
"Ocupantes presentes (002)",52872,1762,243,1488,39,6862,40822,332,1324
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",5953,256,30,167,8,1023,4214,56,199
"Ocupantes presentes (005)",32623,1450,177,863,35,5269,23588,286,955
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",2,2,,,,,,,
"Ocupantes presentes (008)",7,7,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",115,87,22,,,,,6,
"Ocupantes presentes (011)",386,294,65,,,,,27,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",8,,,,,1,7,,
"Ocupantes presentes (014)",30,,,,,4,26,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",3854,,,114,1,352,3323,4,60
"Ocupantes presentes (017)",19681,,,625,3,1583,17087,14,369
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",22,2,,,1,3,15,1,
"Ocupantes presentes (020)",91,11,,,1,6,68,5,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",8,,1,,,,7,,
"Ocupantes presentes (023)",47,,1,,,,46,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",3,,,,,,3,,
"Ocupantes presentes (026)",7,,,,,,7,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",2812,343,52,52,8,605,1561,57,134
"Ocupantes presentes (029)",15007,1740,238,287,30,3208,8585,295,624
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",2657,252,29,52,7,601,1532,50,134
"Ocupantes presentes (032)",14466,1428,172,287,29,3198,8465,263,624
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",2,2,,,,,,,
"Ocupantes presentes (035)",7,7,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",115,87,22,,,,,6,
"Ocupantes presentes (038)",386,294,65,,,,,27,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",8,,,,,1,7,,
"Ocupantes presentes (041)",30,,,,,4,26,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",22,2,,,1,3,15,1,
"Ocupantes presentes (047)",91,11,,,1,6,68,5,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",6,,1,,,,5,,
"Ocupantes presentes (050)",22,,1,,,,21,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (052)",2,,,,,,2,,
"Ocupantes presentes (053)",5,,,,,,5,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",7153,4,1,229,2,774,6008,10,125
"Ocupantes presentes (056)",37865,22,5,1201,9,3654,32237,37,700
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",3296,4,1,115,1,422,2682,6,65
"Ocupantes presentes (059)",18157,22,5,576,6,2071,15123,23,331
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",3854,,,114,1,352,3323,4,60
"Ocupantes presentes (071)",19681,,,625,3,1583,17087,14,369
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",2,,,,,,2,,
"Ocupantes presentes (077)",25,,,,,,25,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (079)",1,,,,,,1,,
"Ocupantes presentes (080)",2,,,,,,2,,
