"CUADRO Nº 17: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia ANTABAMBA (000)",4079,503,1207,1306,14,1026,23
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",24,24,,,,,
"Profes., científicos e intelectuales (002)",323,295,,28,,,
"Técnicos de nivel medio y trab. asimilados (003)",64,47,,15,,2,
"Jefes y empleados de oficina (004)",74,74,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",244,7,8,182,1,46,
"Agricult.trabaj.calif.agrop.y pesqueros (006)",878,,,870,8,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",220,,98,108,4,10,
"Obreros construc.,conf.,papel, fab., instr. (008)",110,10,73,25,,2,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",2025,23,1009,33,,937,23
"Otra (010)",8,8,,,,,
"Ocupación no especificada (011)",109,15,19,45,1,29,
"Hombres (012)",2650,331,861,907,13,536,2
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",21,21,,,,,
"Profes., científicos e intelectuales (014)",189,176,,13,,,
"Técnicos de nivel medio y trab. asimilados (015)",48,35,,11,,2,
"Jefes y empleados de oficina (016)",52,52,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",78,6,4,57,1,10,
"Agricult.trabaj.calif.agrop.y pesqueros (018)",688,,,680,8,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (019)",190,,90,94,4,2,
"Obreros construc.,conf.,papel, fab., instr. (020)",103,10,69,22,,2,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (021)",1230,15,685,17,,511,2
"Otra (022)",8,8,,,,,
"Ocupación no especificada (023)",43,8,13,13,,9,
"Mujeres (024)",1429,172,346,399,1,490,21
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",3,3,,,,,
"Profes., científicos e intelectuales (026)",134,119,,15,,,
"Técnicos de nivel medio y trab. asimilados (027)",16,12,,4,,,
"Jefes y empleados de oficina (028)",22,22,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",166,1,4,125,,36,
"Agricult.trabaj.calif.agrop.y pesqueros (030)",190,,,190,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (031)",30,,8,14,,8,
"Obreros construc.,conf.,papel, fab., instr. (032)",7,,4,3,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",795,8,324,16,,426,21
"Ocupación no especificada (035)",66,7,6,32,1,20,
,,,,,,,
"URBANA (036)",2629,451,908,725,8,517,20
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",23,23,,,,,
"Profes., científicos e intelectuales (038)",290,265,,25,,,
"Técnicos de nivel medio y trab. asimilados (039)",58,41,,15,,2,
"Jefes y empleados de oficina (040)",67,67,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",208,6,6,157,,39,
"Agricult.trabaj.calif.agrop.y pesqueros (042)",357,,,352,5,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",132,,33,92,2,5,
"Obreros construc.,conf.,papel, fab., instr. (044)",96,9,64,22,,1,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",1307,23,792,25,,447,20
"Otra (046)",8,8,,,,,
"Ocupación no especificada (047)",83,9,13,37,1,23,
"Hombres (048)",1639,289,605,468,7,268,2
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",20,20,,,,,
"Profes., científicos e intelectuales (050)",167,154,,13,,,
"Técnicos de nivel medio y trab. asimilados (051)",42,29,,11,,2,
"Jefes y empleados de oficina (052)",45,45,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",63,5,2,46,,10,
"Agricult.trabaj.calif.agrop.y pesqueros (054)",277,,,272,5,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",116,,29,83,2,2,
"Obreros construc.,conf.,papel, fab., instr. (056)",89,9,60,19,,1,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",782,15,506,13,,246,2
"Otra (058)",8,8,,,,,
"Ocupación no especificada (059)",30,4,8,11,,7,
"Mujeres (060)",990,162,303,257,1,249,18
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",3,3,,,,,
"Profes., científicos e intelectuales (062)",123,111,,12,,,
"Técnicos de nivel medio y trab. asimilados (063)",16,12,,4,,,
"Jefes y empleados de oficina (064)",22,22,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",145,1,4,111,,29,
"Agricult.trabaj.calif.agrop.y pesqueros (066)",80,,,80,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",16,,4,9,,3,
"Obreros construc.,conf.,papel, fab., instr. (068)",7,,4,3,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",525,8,286,12,,201,18
"Ocupación no especificada (071)",53,5,5,26,1,16,
,,,,,,,
"RURAL (072)",1450,52,299,581,6,509,3
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",1,1,,,,,
"Profes., científicos e intelectuales (074)",33,30,,3,,,
"Técnicos de nivel medio y trab. asimilados (075)",6,6,,,,,
"Jefes y empleados de oficina (076)",7,7,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",36,1,2,25,1,7,
"Agricult.trabaj.calif.agrop.y pesqueros (078)",521,,,518,3,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",88,,65,16,2,5,
"Obreros construc.,conf.,papel, fab., instr. (080)",14,1,9,3,,1,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",718,,217,8,,490,3
"Ocupación no especificada (083)",26,6,6,8,,6,
"Hombres (084)",1011,42,256,439,6,268,
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",1,1,,,,,
"Profes., científicos e intelectuales (086)",22,22,,,,,
"Técnicos de nivel medio y trab. asimilados (087)",6,6,,,,,
"Jefes y empleados de oficina (088)",7,7,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",15,1,2,11,1,,
"Agricult.trabaj.calif.agrop.y pesqueros (090)",411,,,408,3,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",74,,61,11,2,,
"Obreros construc.,conf.,papel, fab., instr. (092)",14,1,9,3,,1,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",448,,179,4,,265,
"Ocupación no especificada (095)",13,4,5,2,,2,
"Mujeres (096)",439,10,43,142,,241,3
"Profes., científicos e intelectuales (098)",11,8,,3,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",21,,,14,,7,
"Agricult.trabaj.calif.agrop.y pesqueros (102)",110,,,110,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",14,,4,5,,5,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",270,,38,4,,225,3
"Ocupación no especificada (107)",13,2,1,6,,4,
