"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia HUAYLAS (000)",19731,19399,5845,2371,2305,1924,2841,1876,1274,963,332,58905
"De 12 a 14 años (001)",2030,2026,2020,5,1,,,,,,4,7
"De 15 a 19 años (002)",2532,2507,2182,273,43,7,2,,,,25,388
"De 20 a 24 años (003)",2038,1920,725,703,353,108,29,2,,,118,1867
"De 25 a 29 años (004)",1912,1839,282,512,504,307,217,17,,,73,3466
"De 30 a 34 años (005)",1769,1731,145,281,427,383,377,101,15,2,38,4712
"De 35 a 39 años (006)",1716,1692,100,162,324,318,484,216,79,9,24,6038
"De 40 a 44 años (007)",1426,1414,73,103,197,217,385,240,141,58,12,6218
"De 45 a 49 años (008)",1245,1237,65,82,129,188,289,243,143,98,8,6021
"De 50 y más años (009)",5063,5033,253,250,327,396,1058,1057,896,796,30,30188
"PEA (010)",4528,4416,1035,752,744,549,659,340,199,138,112,12135
"De 12 a 14 años (011)",84,84,83,1,,,,,,,,1
"De 15 a 19 años (012)",389,385,328,51,5,1,,,,,4,64
"De 20 a 24 años (013)",502,466,231,156,63,12,4,,,,36,335
"De 25 a 29 años (014)",570,536,153,163,124,56,39,1,,,34,748
"De 30 a 34 años (015)",534,519,74,124,150,89,67,13,,2,15,1085
"De 35 a 39 años (016)",566,557,54,90,140,103,113,45,11,1,9,1557
"De 40 a 44 años (017)",477,471,30,58,109,95,101,43,24,11,6,1592
"De 45 a 49 años (018)",434,429,30,39,71,95,101,56,21,16,5,1623
"De 50 y más años (019)",972,969,52,70,82,98,234,182,143,108,3,5130
"Ocupada (020)",4374,4266,947,728,725,541,652,338,197,138,108,11988
"De 12 a 14 años (021)",77,77,76,1,,,,,,,,1
"De 15 a 19 años (022)",354,350,296,48,5,1,,,,,4,61
