"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON EL QUE APRENDIÓ A HABLAR",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON LA QUE APRENDIO A HABLAR",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia OTUZCO (000)",82690,28074,3125,612,50922
"Quechua (001)",39,17,4,2,16
"Aymara (002)",9,4,1,,4
"Asháninka (003)",6,3,,,3
"Otra lengua nativa (004)",87,15,,,72
"Castellano (005)",82456,28004,3118,609,50768
"Idioma Extranjero (006)",1,,1,,
"Es Sordomudo/a (007)",92,31,1,1,59
"Hombres (009)",41646,13447,1553,375,26297
"Quechua (010)",19,5,3,2,9
"Aymara (011)",3,1,,,2
"Asháninka (012)",2,1,,,1
"Otra lengua nativa (013)",44,6,,,38
"Castellano (014)",41526,13421,1548,372,26211
"Idioma Extranjero (015)",1,,1,,
"Es Sordomudo/a (016)",51,13,1,1,36
"Mujeres (018)",41044,14627,1572,237,24625
"Quechua (019)",20,12,1,,7
"Aymara (020)",6,3,1,,2
"Asháninka (021)",4,2,,,2
"Otra lengua nativa (022)",43,9,,,34
"Castellano (023)",40930,14583,1570,237,24557
"Es Sordomudo/a (025)",41,18,,,23
,,,,,
"URBANA (027)",20025,4546,2230,452,12813
"Quechua (028)",8,2,3,1,2
"Aymara (029)",6,3,1,,2
"Asháninka (030)",2,,,,2
"Otra lengua nativa (031)",12,,,,12
"Castellano (032)",19980,4536,2224,451,12785
"Idioma Extranjero (033)",1,,1,,
"Es Sordomudo/a (034)",16,5,1,,10
"Hombres (036)",9766,2098,1101,277,6300
"Quechua (037)",4,,2,1,1
"Aymara (038)",2,1,,,1
"Asháninka (039)",1,,,,1
"Otra lengua nativa (040)",6,,,,6
"Castellano (041)",9742,2094,1097,276,6285
"Idioma Extranjero (042)",1,,1,,
"Es Sordomudo/a (043)",10,3,1,,6
"Mujeres (045)",10259,2448,1129,175,6513
"Quechua (046)",4,2,1,,1
"Aymara (047)",4,2,1,,1
"Asháninka (048)",1,,,,1
"Otra lengua nativa (049)",6,,,,6
"Castellano (050)",10238,2442,1127,175,6500
"Es Sordomudo/a (052)",6,2,,,4
,,,,,
"RURAL (054)",62665,23528,895,160,38109
"Quechua (055)",31,15,1,1,14
"Aymara (056)",3,1,,,2
"Asháninka (057)",4,3,,,1
"Otra lengua nativa (058)",75,15,,,60
"Castellano (059)",62476,23468,894,158,37983
"Es Sordomudo/a (061)",76,26,,1,49
"Hombres (063)",31880,11349,452,98,19997
"Quechua (064)",15,5,1,1,8
"Aymara (065)",1,,,,1
"Asháninka (066)",1,1,,,
"Otra lengua nativa (067)",38,6,,,32
"Castellano (068)",31784,11327,451,96,19926
"Es Sordomudo/a (070)",41,10,,1,30
"Mujeres (072)",30785,12179,443,62,18112
"Quechua (073)",16,10,,,6
"Aymara (074)",2,1,,,1
"Asháninka (075)",3,2,,,1
"Otra lengua nativa (076)",37,9,,,28
"Castellano (077)",30692,12141,443,62,18057
"Es Sordomudo/a (079)",35,16,,,19
