"CUADRO Nº 1: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia PICOTA (000)",27178,4604,4945,5684,5038,3164,3743
"Católica (001)",19456,3192,3378,4013,3632,2438,2803
"Cristiana/Evangélica (002)",4444,796,777,941,809,453,668
"Otra (003)",1620,291,327,339,307,168,188
"Ninguna (004)",1658,325,463,391,290,105,84
"Hombres (006)",14596,2443,2502,2996,2786,1859,2010
"Católica (007)",10608,1717,1737,2108,2017,1458,1571
"Cristiana/Evangélica (008)",2149,399,345,464,408,232,301
"Otra (009)",780,145,135,170,151,90,89
"Ninguna (010)",1059,182,285,254,210,79,49
"Mujeres (012)",12582,2161,2443,2688,2252,1305,1733
"Católica (013)",8848,1475,1641,1905,1615,980,1232
"Cristiana/Evangélica (014)",2295,397,432,477,401,221,367
"Otra (015)",840,146,192,169,156,78,99
"Ninguna (016)",599,143,178,137,80,26,35
,,,,,,,
"URBANA (018)",17561,3028,2912,3513,3436,2123,2549
"Católica (019)",13138,2174,2095,2592,2598,1718,1961
"Cristiana/Evangélica (020)",2704,509,447,543,508,261,436
"Otra (021)",857,168,155,180,160,86,108
"Ninguna (022)",862,177,215,198,170,58,44
"Hombres (024)",9203,1581,1403,1767,1868,1248,1336
"Católica (025)",6974,1149,1019,1303,1408,1023,1072
"Cristiana/Evangélica (026)",1287,252,199,248,262,133,193
"Otra (027)",394,78,56,89,77,46,48
"Ninguna (028)",548,102,129,127,121,46,23
"Mujeres (030)",8358,1447,1509,1746,1568,875,1213
"Católica (031)",6164,1025,1076,1289,1190,695,889
"Cristiana/Evangélica (032)",1417,257,248,295,246,128,243
"Otra (033)",463,90,99,91,83,40,60
"Ninguna (034)",314,75,86,71,49,12,21
,,,,,,,
"RURAL (036)",9617,1576,2033,2171,1602,1041,1194
"Católica (037)",6318,1018,1283,1421,1034,720,842
"Cristiana/Evangélica (038)",1740,287,330,398,301,192,232
"Otra (039)",763,123,172,159,147,82,80
"Ninguna (040)",796,148,248,193,120,47,40
"Hombres (042)",5393,862,1099,1229,918,611,674
"Católica (043)",3634,568,718,805,609,435,499
"Cristiana/Evangélica (044)",862,147,146,216,146,99,108
"Otra (045)",386,67,79,81,74,44,41
"Ninguna (046)",511,80,156,127,89,33,26
"Mujeres (048)",4224,714,934,942,684,430,520
"Católica (049)",2684,450,565,616,425,285,343
"Cristiana/Evangélica (050)",878,140,184,182,155,93,124
"Otra (051)",377,56,93,78,73,38,39
"Ninguna (052)",285,68,92,66,31,14,14
