"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia PALPA (000)",4963,12544,11663,,207,93,1.7
"De 12 a 14 años (001)",415,3,2,,,66.7,
"De 15 a 19 años (002)",619,90,87,30,96.7,33.3,
"De 20 a 24 años (003)",563,385,381,47,99,12.2,
"De 25 a 29 años (004)",482,645,635,56,98.4,8.7,
"De 30 a 34 años (005)",450,874,849,37,97.1,4.2,
"De 35 a 39 años (006)",429,1131,1110,25,98.1,2.2,
"De 40 a 44 años (007)",414,1443,1388,12,96.2,0.8,
"De 45 a 49 años (008)",354,1283,1196,,93.2,,
"De 50 y más años (009)",1237,6690,6015,,89.9,,
"PEA (010)",1765,4293,4070,39,94.8,0.9,
"De 12 a 14 años (011)",16,,,,,,
"De 15 a 19 años (012)",120,18,17,5,94.4,27.8,
"De 20 a 24 años (013)",212,136,135,3,99.3,2.2,
"De 25 a 29 años (014)",216,243,238,11,97.9,4.5,
"De 30 a 34 años (015)",234,429,414,6,96.5,1.4,
"De 35 a 39 años (016)",224,566,556,10,98.2,1.8,
"De 40 a 44 años (017)",223,762,736,4,96.6,0.5,
"De 45 a 49 años (018)",189,671,627,,93.4,,
"De 50 y más años (019)",331,1468,1347,,91.8,,
"Ocupada (020)",1714,4248,4028,39,94.8,0.9,
"De 12 a 14 años (021)",16,,,,,,
"De 15 a 19 años (022)",109,17,16,5,94.1,29.4,
"De 20 a 24 años (023)",196,130,129,3,99.2,2.3,
"De 25 a 29 años (024)",204,238,233,11,97.9,4.6,
"De 30 a 34 años (025)",228,419,404,6,96.4,1.4,
"De 35 a 39 años (026)",222,560,550,10,98.2,1.8,
"De 40 a 44 años (027)",223,762,736,4,96.6,0.5,
"De 45 a 49 años (028)",187,663,622,,93.8,,
"De 50 y más años (029)",329,1459,1338,,91.7,,
"Desocupada (030)",51,45,42,,93.3,,
"De 15 a 19 años (032)",11,1,1,,100,,
"De 20 a 24 años (033)",16,6,6,,100,,
"De 25 a 29 años (034)",12,5,5,,100,,
"De 30 a 34 años (035)",6,10,10,,100,,
"De 35 a 39 años (036)",2,6,6,,100,,
"De 45 a 49 años (038)",2,8,5,,62.5,,
"De 50 y más años (039)",2,9,9,,100,,
"No PEA (040)",3198,8251,7593,168,92,2,
"De 12 a 14 años (041)",399,3,2,,66.7,,
