"CUADRO Nº 39: POBLACIÓN ECONÓMICAMENTE INACTIVA DE 6 Y MÁS AÑOS , POR ACTIVIDAD NO LABORAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"ACTIVIDAD NO LABORAL",,,,,,,,
,,"ESTUDIANDO Y NO TRABAJO","VIVIENDO DE SU PENSIÓN Y JUBILACIÓN","VIVIENDO DE SUS RENTAS","AL CUIDADO DE SU HOGAR","POR SU EDAD","DE VIAJE",DISCAPACITADO,"SERVICIO MILITAR",OTRA
,,,,,,,,,,
"Provincia YAROWILCA (000)",17314,10251,45,85,6478,167,14,15,1,258
"Hombres (001)",6428,5186,36,39,951,71,14,4,1,126
"Mujeres (002)",10886,5065,9,46,5527,96,,11,,132
"De 06 a 14 años (003)",8170,7818,,,150,95,,4,,103
"Hombres (004)",4059,3919,,,52,43,,1,,44
"Mujeres (005)",4111,3899,,,98,52,,3,,59
"De 15 a 29 años (006)",4247,2372,5,23,1784,,6,4,1,52
"Hombres (007)",1523,1239,5,10,233,,6,1,1,28
"Mujeres (008)",2724,1133,,13,1551,,,3,,24
"De 30 a 44 años (009)",1991,45,3,18,1887,,2,1,,35
"Hombres (010)",281,22,1,6,229,,2,,,21
"Mujeres (011)",1710,23,2,12,1658,,,1,,14
"De 45 a 64 años (012)",1868,15,15,24,1767,2,4,6,,35
"Hombres (013)",299,6,13,12,245,,4,2,,17
"Mujeres (014)",1569,9,2,12,1522,2,,4,,18
"De 65 y más años (015)",1038,1,22,20,890,70,2,,,33
"Hombres (016)",266,,17,11,192,28,2,,,16
"Mujeres (017)",772,1,5,9,698,42,,,,17
,,,,,,,,,,
"AREA URBANA (018)",4214,2553,26,55,1499,18,3,4,1,55
"Hombres (019)",1626,1307,21,26,237,9,3,,1,22
"Mujeres (020)",2588,1246,5,29,1262,9,,4,,33
"De 06 a 14 años (021)",1933,1858,,,39,8,,1,,27
"Hombres (022)",974,950,,,12,5,,,,7
"Mujeres (023)",959,908,,,27,3,,1,,20
"De 15 a 29 años (024)",1143,677,3,14,438,,1,1,1,8
"Hombres (025)",431,351,3,7,65,,1,,1,3
"Mujeres (026)",712,326,,7,373,,,1,,5
"De 30 a 44 años (027)",506,12,3,17,467,,,,,7
"Hombres (028)",84,3,1,6,69,,,,,5
"Mujeres (029)",422,9,2,11,398,,,,,2
"De 45 a 64 años (030)",417,6,8,13,379,,2,2,,7
"Hombres (031)",76,3,8,7,52,,2,,,4
"Mujeres (032)",341,3,,6,327,,,2,,3
"De 65 y más años (033)",215,,12,11,176,10,,,,6
"Hombres (034)",61,,9,6,39,4,,,,3
"Mujeres (035)",154,,3,5,137,6,,,,3
,,,,,,,,,,
"AREA RURAL (036)",13100,7698,19,30,4979,149,11,11,,203
"Hombres (037)",4802,3879,15,13,714,62,11,4,,104
"Mujeres (038)",8298,3819,4,17,4265,87,,7,,99
"De 06 a 14 años (039)",6237,5960,,,111,87,,3,,76
"Hombres (040)",3085,2969,,,40,38,,1,,37
"Mujeres (041)",3152,2991,,,71,49,,2,,39
"De 15 a 29 años (042)",3104,1695,2,9,1346,,5,3,,44
"Hombres (043)",1092,888,2,3,168,,5,1,,25
"Mujeres (044)",2012,807,,6,1178,,,2,,19
"De 30 a 44 años (045)",1485,33,,1,1420,,2,1,,28
"Hombres (046)",197,19,,,160,,2,,,16
"Mujeres (047)",1288,14,,1,1260,,,1,,12
"De 45 a 64 años (048)",1451,9,7,11,1388,2,2,4,,28
"Hombres (049)",223,3,5,5,193,,2,2,,13
"Mujeres (050)",1228,6,2,6,1195,2,,2,,15
"De 65 y más años (051)",823,1,10,9,714,60,2,,,27
"Hombres (052)",205,,8,5,153,24,2,,,13
"Mujeres (053)",618,1,2,4,561,36,,,,14
