"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Hogares privados con servicio doméstico (041)",11,,5,4,,2
"Actividad economica no especificada (043)",62,,23,21,11,7
"Mujeres (045)",4535,46,1406,1842,1096,145
"Agric., ganadería, caza y silvicultura (046)",817,17,284,284,199,33
"Pesca (047)",84,1,39,34,10,
"Explotación de minas y canteras (048)",1,,,,1,
"Industrias manufactureras (049)",427,1,169,174,79,4
"Suministro de electricidad, gas y agua (050)",1,,,1,,
"Construcción (051)",12,,8,3,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (052)",1199,14,289,482,353,61
"Venta, mant.y rep. veh.autom.y motoc. (053)",22,,6,10,5,1
"Comercio al por mayor (054)",97,,28,44,23,2
"Comercio al por menor (055)",1080,14,255,428,325,58
"Hoteles y restaurantes (056)",552,5,154,200,168,25
"Trans., almac. y comunicaciones (057)",93,1,52,33,7,
"Intermediación financiera (058)",12,,8,4,,
"Activid.inmobil., empres. y alquileres (059)",117,,59,43,14,1
"Admin.pub. y defensa; p. segur.soc.afil (060)",170,,66,75,26,3
"Enseñanza (061)",442,,76,264,100,2
"Servicios sociales y de salud (062)",120,,26,62,32,
"Otras activ. serv.comun.soc y personales (063)",143,1,48,55,35,4
"Hogares privados con servicio doméstico (064)",215,6,87,81,41,
"Actividad economica no especificada (066)",130,,41,47,30,12
,,,,,,
"URBANA (067)",11527,91,3682,4344,2866,544
"Agric., ganadería, caza y silvicultura (068)",2327,28,746,736,629,188
"Pesca (069)",759,5,269,305,161,19
"Explotación de minas y canteras (070)",26,,8,12,6,
"Industrias manufactureras (071)",923,4,333,354,201,31
"Suministro de electricidad, gas y agua (072)",19,,3,7,9,
"Construcción (073)",551,1,177,220,137,16
"Comerc., rep. veh. autom.,motoc. efect. pers. (074)",2294,27,605,870,654,138
"Venta, mant.y rep. veh.autom.y motoc. (075)",254,2,95,89,58,10
"Comercio al por mayor (076)",222,,76,99,40,7
"Comercio al por menor (077)",1818,25,434,682,556,121
"Hoteles y restaurantes (078)",742,12,213,251,221,45
"Trans., almac. y comunicaciones (079)",1468,7,639,505,276,41
"Intermediación financiera (080)",29,,17,8,4,
"Activid.inmobil., empres. y alquileres (081)",384,,157,147,68,12
"Admin.pub. y defensa; p. segur.soc.afil (082)",425,,120,182,113,10
"Enseñanza (083)",744,,113,423,202,6
"Servicios sociales y de salud (084)",161,,36,78,44,3
"Otras activ. serv.comun.soc y personales (085)",306,1,105,115,68,17
"Hogares privados con servicio doméstico (086)",207,6,82,78,39,2
"Actividad economica no especificada (088)",162,,59,53,34,16
"Hombres (089)",7608,57,2476,2740,1908,427
"Agric., ganadería, caza y silvicultura (090)",1884,21,591,583,513,176
"Pesca (091)",679,4,233,272,151,19
"Explotación de minas y canteras (092)",25,,8,12,5,
"Industrias manufactureras (093)",517,3,178,185,124,27
"Suministro de electricidad, gas y agua (094)",18,,3,6,9,
"Construcción (095)",540,1,169,218,136,16
"Comerc., rep. veh. autom.,motoc. efect. pers. (096)",1171,15,332,415,329,80
"Venta, mant.y rep. veh.autom.y motoc. (097)",232,2,89,79,53,9
"Comercio al por mayor (098)",136,,50,59,22,5
"Comercio al por menor (099)",803,13,193,277,254,66
"Hoteles y restaurantes (100)",229,7,67,71,62,22
"Trans., almac. y comunicaciones (101)",1377,6,589,472,269,41
"Intermediación financiera (102)",17,,9,4,4,
"Activid.inmobil., empres. y alquileres (103)",274,,99,109,55,11
"Admin.pub. y defensa; p. segur.soc.afil (104)",265,,59,112,87,7
"Enseñanza (105)",337,,44,181,108,4
"Servicios sociales y de salud (106)",43,,10,17,13,3
"Otras activ. serv.comun.soc y personales (107)",166,,59,60,34,13
"Hogares privados con servicio doméstico (108)",10,,5,3,,2
"Actividad economica no especificada (110)",56,,21,20,9,6
"Mujeres (112)",3919,34,1206,1604,958,117
"Agric., ganadería, caza y silvicultura (113)",443,7,155,153,116,12
"Pesca (114)",80,1,36,33,10,
"Explotación de minas y canteras (115)",1,,,,1,
"Industrias manufactureras (116)",406,1,155,169,77,4
"Suministro de electricidad, gas y agua (117)",1,,,1,,
"Construcción (118)",11,,8,2,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (119)",1123,12,273,455,325,58
"Venta, mant.y rep. veh.autom.y motoc. (120)",22,,6,10,5,1
"Comercio al por mayor (121)",86,,26,40,18,2
"Comercio al por menor (122)",1015,12,241,405,302,55
"Hoteles y restaurantes (123)",513,5,146,180,159,23
"Trans., almac. y comunicaciones (124)",91,1,50,33,7,
"Intermediación financiera (125)",12,,8,4,,
"Activid.inmobil., empres. y alquileres (126)",110,,58,38,13,1
"Admin.pub. y defensa; p. segur.soc.afil (127)",160,,61,70,26,3
"Enseñanza (128)",407,,69,242,94,2
"Servicios sociales y de salud (129)",118,,26,61,31,
"Otras activ. serv.comun.soc y personales (130)",140,1,46,55,34,4
"Hogares privados con servicio doméstico (131)",197,6,77,75,39,
"Actividad economica no especificada (133)",106,,38,33,25,10
,,,,,,
"RURAL (134)",4447,44,1534,1420,1049,400
"Agric., ganadería, caza y silvicultura (135)",3574,40,1216,1065,876,377
"Pesca (136)",67,,32,22,12,1
"Explotación de minas y canteras (137)",10,,6,3,,1
"Industrias manufactureras (138)",85,,42,33,9,1
"Suministro de electricidad, gas y agua (139)",16,,5,9,2,
"Construcción (140)",92,1,36,32,22,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (141)",149,2,36,57,48,6
"Venta, mant.y rep. veh.autom.y motoc. (142)",17,,8,7,2,
"Comercio al por mayor (143)",20,,3,6,10,1
"Comercio al por menor (144)",112,2,25,44,36,5
"Hoteles y restaurantes (145)",50,1,12,22,10,5
"Trans., almac. y comunicaciones (146)",198,,88,79,30,1
"Activid.inmobil., empres. y alquileres (148)",57,,19,26,8,4
"Admin.pub. y defensa; p. segur.soc.afil (149)",34,,9,17,8,
"Enseñanza (150)",49,,9,29,11,
"Servicios sociales y de salud (151)",4,,1,1,2,
"Otras activ. serv.comun.soc y personales (152)",13,,8,3,2,
"Hogares privados con servicio doméstico (153)",19,,10,7,2,
"Actividad economica no especificada (155)",30,,5,15,7,3
"Hombres (156)",3831,32,1334,1182,911,372
"Agric., ganadería, caza y silvicultura (157)",3200,30,1087,934,793,356
"Pesca (158)",63,,29,21,12,1
"Explotación de minas y canteras (159)",10,,6,3,,1
"Industrias manufactureras (160)",64,,28,28,7,1
"Suministro de electricidad, gas y agua (161)",16,,5,9,2,
"Construcción (162)",91,1,36,31,22,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (163)",73,,20,30,20,3
"Venta, mant.y rep. veh.autom.y motoc. (164)",17,,8,7,2,
"Comercio al por mayor (165)",9,,1,2,5,1
"Comercio al por menor (166)",47,,11,21,13,2
"Hoteles y restaurantes (167)",11,1,4,2,1,3
"Trans., almac. y comunicaciones (168)",196,,86,79,30,1
"Activid.inmobil., empres. y alquileres (170)",50,,18,21,7,4
"Admin.pub. y defensa; p. segur.soc.afil (171)",24,,4,12,8,
"Enseñanza (172)",14,,2,7,5,
"Servicios sociales y de salud (173)",2,,1,,1,
"Otras activ. serv.comun.soc y personales (174)",10,,6,3,1,
"Hogares privados con servicio doméstico (175)",1,,,1,,
"Actividad economica no especificada (177)",6,,2,1,2,1
"Mujeres (179)",616,12,200,238,138,28
"Agric., ganadería, caza y silvicultura (180)",374,10,129,131,83,21
"Pesca (181)",4,,3,1,,
"Industrias manufactureras (183)",21,,14,5,2,
"Construcción (185)",1,,,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (186)",76,2,16,27,28,3
"Comercio al por mayor (188)",11,,2,4,5,
"Comercio al por menor (189)",65,2,14,23,23,3
"Hoteles y restaurantes (190)",39,,8,20,9,2
"Trans., almac. y comunicaciones (191)",2,,2,,,
"Activid.inmobil., empres. y alquileres (193)",7,,1,5,1,
"Admin.pub. y defensa; p. segur.soc.afil (194)",10,,5,5,,
"Enseñanza (195)",35,,7,22,6,
"Servicios sociales y de salud (196)",2,,,1,1,
"Otras activ. serv.comun.soc y personales (197)",3,,2,,1,
"Hogares privados con servicio doméstico (198)",18,,10,6,2,
"Actividad economica no especificada (200)",24,,3,14,5,2
