"CUADRO Nº 36: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia CANTA (000)",144,28,116
"De 14 a 29 años (001)",78,20,58
"De 30 a 44 años (002)",32,5,27
"De 45 a 64 años (003)",26,3,23
"De 65 y más años (004)",8,,8
"Hombres (005)",114,21,93
"De 14 a 29 años (006)",60,15,45
"De 30 a 44 años (007)",28,4,24
"De 45 a 64 años (008)",19,2,17
"De 65 y más años (009)",7,,7
"Mujeres (010)",30,7,23
"De 14 a 29 años (011)",18,5,13
"De 30 a 44 años (012)",4,1,3
"De 45 a 64 años (013)",7,1,6
"De 65 y más años (014)",1,,1
,,,
"AREA URBANA (015)",67,9,58
"De 14 a 29 años (016)",39,7,32
"De 30 a 44 años (017)",14,1,13
"De 45 a 64 años (018)",10,1,9
"De 65 y más años (019)",4,,4
"Hombres (020)",51,6,45
"De 14 a 29 años (021)",30,5,25
"De 30 a 44 años (022)",10,,10
"De 45 a 64 años (023)",7,1,6
"De 65 y más años (024)",4,,4
"Mujeres (025)",16,3,13
"De 14 a 29 años (026)",9,2,7
"De 30 a 44 años (027)",4,1,3
"De 45 a 64 años (028)",3,,3
,,,
"AREA RURAL (030)",77,19,58
"De 14 a 29 años (031)",39,13,26
"De 30 a 44 años (032)",18,4,14
"De 45 a 64 años (033)",16,2,14
"De 65 y más años (034)",4,,4
"Hombres (035)",63,15,48
"De 14 a 29 años (036)",30,10,20
"De 30 a 44 años (037)",18,4,14
"De 45 a 64 años (038)",12,1,11
"De 65 y más años (039)",3,,3
"Mujeres (040)",14,4,10
"De 14 a 29 años (041)",9,3,6
"De 45 a 64 años (043)",4,1,3
"De 65 y más años (044)",1,,1
