"CUADRO Nº 8: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia UTCUBAMBA (000)",37215,1179,13732,12316,7945,2043
"Empleado (001)",4725,56,1635,2097,893,44
"Obrero (002)",9447,220,4006,2989,1841,391
"Trabajador independiente (003)",15623,160,4202,5674,4272,1315
"Empleador o patrono (004)",1050,1,206,376,343,124
"Trabajador familiar no remunerado (005)",4195,599,2561,641,297,97
"Trabajador del hogar (006)",529,32,303,126,53,15
"Desocupado (008)",1646,111,819,413,246,57
"Hombres (009)",30247,915,11106,9748,6642,1836
"Empleado (010)",2822,38,858,1263,627,36
"Obrero (011)",8569,192,3686,2649,1676,366
"Trabajador independiente (012)",13383,121,3629,4791,3646,1196
"Empleador o patrono (013)",951,1,187,333,314,116
"Trabajador familiar no remunerado (014)",3202,487,2143,356,151,65
"Trabajador del hogar (015)",37,7,20,4,3,3
"Desocupado (017)",1283,69,583,352,225,54
"Mujeres (018)",6968,264,2626,2568,1303,207
"Empleado (019)",1903,18,777,834,266,8
"Obrero (020)",878,28,320,340,165,25
"Trabajador independiente (021)",2240,39,573,883,626,119
"Empleador o patrono (022)",99,,19,43,29,8
"Trabajador familiar no remunerado (023)",993,112,418,285,146,32
"Trabajador del hogar (024)",492,25,283,122,50,12
"Desocupado (026)",363,42,236,61,21,3
,,,,,,
"URBANA (027)",17427,439,6035,6315,3859,779
"Empleado (028)",4152,55,1424,1833,799,41
"Obrero (029)",3328,69,1290,1109,720,140
"Trabajador independiente (030)",6885,104,1897,2569,1853,462
"Empleador o patrono (031)",476,1,98,168,164,45
"Trabajador familiar no remunerado (032)",1153,140,570,279,120,44
"Trabajador del hogar (033)",459,26,259,113,47,14
"Desocupado (035)",974,44,497,244,156,33
"Hombres (036)",12668,316,4321,4417,2960,654
"Empleado (037)",2504,38,762,1112,558,34
"Obrero (038)",2962,64,1176,948,647,127
"Trabajador independiente (039)",5288,75,1512,1897,1416,388
"Empleador o patrono (040)",395,1,79,132,140,43
"Trabajador familiar no remunerado (041)",753,101,440,128,56,28
"Trabajador del hogar (042)",31,6,17,3,2,3
"Desocupado (044)",735,31,335,197,141,31
"Mujeres (045)",4759,123,1714,1898,899,125
"Empleado (046)",1648,17,662,721,241,7
"Obrero (047)",366,5,114,161,73,13
"Trabajador independiente (048)",1597,29,385,672,437,74
"Empleador o patrono (049)",81,,19,36,24,2
"Trabajador familiar no remunerado (050)",400,39,130,151,64,16
"Trabajador del hogar (051)",428,20,242,110,45,11
"Desocupado (053)",239,13,162,47,15,2
,,,,,,
"RURAL (054)",19788,740,7697,6001,4086,1264
"Empleado (055)",573,1,211,264,94,3
"Obrero (056)",6119,151,2716,1880,1121,251
"Trabajador independiente (057)",8738,56,2305,3105,2419,853
"Empleador o patrono (058)",574,,108,208,179,79
"Trabajador familiar no remunerado (059)",3042,459,1991,362,177,53
"Trabajador del hogar (060)",70,6,44,13,6,1
"Desocupado (062)",672,67,322,169,90,24
"Hombres (063)",17579,599,6785,5331,3682,1182
"Empleado (064)",318,,96,151,69,2
"Obrero (065)",5607,128,2510,1701,1029,239
"Trabajador independiente (066)",8095,46,2117,2894,2230,808
"Empleador o patrono (067)",556,,108,201,174,73
"Trabajador familiar no remunerado (068)",2449,386,1703,228,95,37
"Trabajador del hogar (069)",6,1,3,1,1,
"Desocupado (071)",548,38,248,155,84,23
"Mujeres (072)",2209,141,912,670,404,82
"Empleado (073)",255,1,115,113,25,1
"Obrero (074)",512,23,206,179,92,12
"Trabajador independiente (075)",643,10,188,211,189,45
"Empleador o patrono (076)",18,,,7,5,6
"Trabajador familiar no remunerado (077)",593,73,288,134,82,16
"Trabajador del hogar (078)",64,5,41,12,5,1
"Desocupado (080)",124,29,74,14,6,1
