"CUADRO Nº 14: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y ESTADO CIVIL",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y ESTADO CIVIL",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia HUANCANE (000)",19461,98,5853,7742,2544,843,378,155,27,,1821
"Conviviente (001)",4136,19,1245,1603,528,184,59,14,2,,482
"Separado(a) (002)",757,6,224,293,115,44,17,6,4,,48
"Casado(a) (003)",10667,53,3404,4498,1397,427,222,87,17,,562
"Viudo(a) (004)",2928,17,864,1203,411,143,61,35,4,,190
"Divorciado(a) (005)",109,,25,38,21,11,3,1,,,10
"Soltero(a) (006)",864,3,91,107,72,34,16,12,,,529
,,,,,,,,,,,
"URBANA (008)",3623,23,912,1245,508,175,98,38,3,,621
"Conviviente (009)",1175,5,294,462,163,51,21,4,,,175
"Separado(a) (010)",207,2,54,72,41,11,3,1,1,,22
"Casado(a) (011)",1594,13,453,575,227,81,48,23,2,,172
"Viudo(a) (012)",330,,87,102,50,17,16,4,,,54
"Divorciado(a) (013)",31,,5,5,9,5,3,,,,4
"Soltero(a) (014)",286,3,19,29,18,10,7,6,,,194
,,,,,,,,,,,
"RURAL (016)",15838,75,4941,6497,2036,668,280,117,24,,1200
"Conviviente (017)",2961,14,951,1141,365,133,38,10,2,,307
"Separado(a) (018)",550,4,170,221,74,33,14,5,3,,26
"Casado(a) (019)",9073,40,2951,3923,1170,346,174,64,15,,390
"Viudo(a) (020)",2598,17,777,1101,361,126,45,31,4,,136
"Divorciado(a) (021)",78,,20,33,12,6,,1,,,6
"Soltero(a) (022)",578,,72,78,54,24,9,6,,,335
