"CUADRO Nº 9: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA",,,,,,,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)","CAMIÓN-CISTERNA U OTRO SIMILAR",POZO,"RÍO, ACEQUIA, MANANTIAL O SIMILAR",VECINO,OTRO
,,,,,,,,,
"Provincia PACHITEA",,,,,,,,,
"Viviendas particulares (001)",12762,1672,370,208,24,1456,8782,207,43
"Ocupantes presentes (002)",59944,7103,1713,943,120,7109,41948,839,169
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",11844,1617,360,207,24,1397,7996,203,40
"Ocupantes presentes (005)",56059,6900,1670,942,120,6853,38594,820,160
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",12,11,1,,,,,,
"Ocupantes presentes (008)",52,44,8,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",22,19,2,,,,,1,
"Ocupantes presentes (011)",75,64,7,,,,,4,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",42,25,7,,,1,9,,
"Ocupantes presentes (014)",161,95,28,,,5,33,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",836,,,1,,58,773,3,1
"Ocupantes presentes (017)",3579,,,1,,251,3311,15,1
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",3,,,,,,1,,2
"Ocupantes presentes (023)",13,,,,,,5,,8
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",3,,,,,,3,,
"Ocupantes presentes (026)",5,,,,,,5,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",1988,1222,161,22,1,43,439,89,11
"Ocupantes presentes (029)",8258,5006,682,85,5,184,1909,343,44
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",1911,1167,151,22,1,42,430,88,10
"Ocupantes presentes (032)",7968,4803,639,85,5,179,1876,339,42
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",12,11,1,,,,,,
"Ocupantes presentes (035)",52,44,8,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",22,19,2,,,,,1,
"Ocupantes presentes (038)",75,64,7,,,,,4,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",42,25,7,,,1,9,,
"Ocupantes presentes (041)",161,95,28,,,5,33,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",1,,,,,,,,1
"Ocupantes presentes (050)",2,,,,,,,,2
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",10774,450,209,186,23,1413,8343,118,32
"Ocupantes presentes (056)",51686,2097,1031,858,115,6925,40039,496,125
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",9933,450,209,185,23,1355,7566,115,30
"Ocupantes presentes (059)",48091,2097,1031,857,115,6674,36718,481,118
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",836,,,1,,58,773,3,1
"Ocupantes presentes (071)",3579,,,1,,251,3311,15,1
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",2,,,,,,1,,1
"Ocupantes presentes (077)",11,,,,,,5,,6
"Otro tipo",,,,,,,,,
"Viviendas particulares (079)",3,,,,,,3,,
"Ocupantes presentes (080)",5,,,,,,5,,
