"CUADRO Nº 2: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR VARIEDAD DE ARTEFACTOS Y EQUIPOS QUE POSEE, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,
,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"ARTEFACTOS Y EQUIPOS QUE POSEE EL HOGAR",,,,,,
,,RADIO,"TELEVISOR A COLOR","EQUIPO DE SONIDO","LAVADORA DE ROPA","REFRIGERADORA O CONGELADORA",COMPUTADORA,NINGUNO
,,,,,,,,
"Provincia QUISPICANCHI",,,,,,,,
"Hogares (001)",19959,15432,6458,2329,188,1099,440,3677
"Ocupantes presentes (002)",80362,65150,27227,9932,760,4633,1932,11754
"Casa independiente",,,,,,,,
"Hogares (004)",18012,13909,6324,2274,186,1079,431,3270
"Ocupantes presentes (005)",72953,59005,26736,9728,753,4546,1897,10545
"Departamento en edificio",,,,,,,,
"Hogares (007)",24,17,14,7,1,3,2,4
"Ocupantes presentes (008)",86,56,51,31,5,15,11,14
"Vivienda en quinta",,,,,,,,
"Hogares (010)",37,31,28,16,,9,1,4
"Ocupantes presentes (011)",105,85,84,46,,36,1,12
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (013)",70,53,42,7,,4,4,8
"Ocupantes presentes (014)",246,189,154,24,,15,17,29
"Choza o cabaña",,,,,,,,
"Hogares (016)",1747,1379,43,22,1,4,1,367
"Ocupantes presentes (017)",6812,5722,184,99,2,21,5,1089
"Vivienda improvisada",,,,,,,,
"Hogares (019)",7,2,2,1,,,,4
"Ocupantes presentes (020)",19,10,7,1,,,,8
"Local no dest.para hab. humana",,,,,,,,
"Hogares (022)",23,14,4,2,,,1,8
"Ocupantes presentes (023)",64,42,10,3,,,1,21
"Otro tipo",,,,,,,,
"Hogares (025)",39,27,1,,,,,12
"Ocupantes presentes (026)",77,41,1,,,,,36
,,,,,,,,
URBANA,,,,,,,,
"Hogares (028)",7235,5709,4349,1925,170,1001,412,914
"Ocupantes presentes (029)",27768,22654,17803,8118,674,4215,1814,2692
"Casa independiente",,,,,,,,
"Hogares (031)",7082,5596,4258,1892,169,985,404,890
"Ocupantes presentes (032)",27274,22285,17496,8013,669,4149,1784,2621
"Departamento en edificio",,,,,,,,
"Hogares (034)",24,17,14,7,1,3,2,4
"Ocupantes presentes (035)",86,56,51,31,5,15,11,14
"Vivienda en quinta",,,,,,,,
"Hogares (037)",37,31,28,16,,9,1,4
"Ocupantes presentes (038)",105,85,84,46,,36,1,12
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (040)",70,53,42,7,,4,4,8
"Ocupantes presentes (041)",246,189,154,24,,15,17,29
"Choza o cabaña",,,,,,,,
"Vivienda improvisada",,,,,,,,
"Hogares (046)",7,2,2,1,,,,4
"Ocupantes presentes (047)",19,10,7,1,,,,8
"Local no dest.para hab. humana",,,,,,,,
"Hogares (049)",14,9,4,2,,,1,4
"Ocupantes presentes (050)",37,28,10,3,,,1,8
"Otro tipo",,,,,,,,
"Hogares (052)",1,1,1,,,,,
"Ocupantes presentes (053)",1,1,1,,,,,
,,,,,,,,
RURAL,,,,,,,,
"Hogares (055)",12724,9723,2109,404,18,98,28,2763
"Ocupantes presentes (056)",52594,42496,9424,1814,86,418,118,9062
"Casa independiente",,,,,,,,
"Hogares (058)",10930,8313,2066,382,17,94,27,2380
"Ocupantes presentes (059)",45679,36720,9240,1715,84,397,113,7924
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Choza o cabaña",,,,,,,,
"Hogares (070)",1747,1379,43,22,1,4,1,367
"Ocupantes presentes (071)",6812,5722,184,99,2,21,5,1089
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Hogares (076)",9,5,,,,,,4
"Ocupantes presentes (077)",27,14,,,,,,13
"Otro tipo",,,,,,,,
"Hogares (079)",38,26,,,,,,12
"Ocupantes presentes (080)",76,40,,,,,,36
