"CUADRO Nº 12: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE SI DISPONEN DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA POTABLE",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia ANGARAES",,,,,,,,,
"Viviendas particulares (001)",4764,821,538,234,617,58,44,35,2417
"Ocupantes presentes (002)",20495,3304,2149,962,2568,266,200,138,10908
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",4600,796,502,216,601,54,39,29,2363
"Ocupantes presentes (005)",19976,3232,2003,915,2524,250,186,122,10744
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",6,2,4,,,,,,
"Ocupantes presentes (008)",18,5,13,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",106,13,21,13,13,4,5,4,33
"Ocupantes presentes (011)",335,38,98,29,25,16,14,9,106
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",36,8,8,3,2,,,2,13
"Ocupantes presentes (014)",104,23,28,4,9,,,7,33
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",10,,,2,,,,,8
"Ocupantes presentes (017)",39,,,14,,,,,25
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",6,2,3,,1,,,,
"Ocupantes presentes (023)",23,6,7,,10,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",2370,516,415,159,342,40,43,32,823
"Ocupantes presentes (029)",9372,2007,1652,610,1308,162,192,130,3311
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",2216,491,379,143,326,36,38,26,777
"Ocupantes presentes (032)",8892,1935,1506,577,1264,146,178,114,3172
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",6,2,4,,,,,,
"Ocupantes presentes (035)",18,5,13,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",106,13,21,13,13,4,5,4,33
"Ocupantes presentes (038)",335,38,98,29,25,16,14,9,106
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",36,8,8,3,2,,,2,13
"Ocupantes presentes (041)",104,23,28,4,9,,,7,33
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",6,2,3,,1,,,,
"Ocupantes presentes (050)",23,6,7,,10,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",2394,305,123,75,275,18,1,3,1594
"Ocupantes presentes (056)",11123,1297,497,352,1260,104,8,8,7597
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",2384,305,123,73,275,18,1,3,1586
"Ocupantes presentes (059)",11084,1297,497,338,1260,104,8,8,7572
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",10,,,2,,,,,8
"Ocupantes presentes (071)",39,,,14,,,,,25
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
