"CUADRO Nº 37: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia TRUJILLO (000)",13161,3077,10084
"Sin nivel (001)",335,51,284
"Educación inicial (002)",13,6,7
"Primaria (003)",2126,340,1786
"Secundaria (004)",4708,1209,3499
"Superior no univ. incompleta (005)",974,227,747
"Superior no univ. completa (006)",1595,329,1266
"Superior univ. incompleta (007)",1209,378,831
"Superior univ. completa (008)",2201,537,1664
"Hombres (010)",8380,1641,6739
"Sin nivel (011)",175,27,148
"Educación inicial (012)",7,3,4
"Primaria (013)",1564,187,1377
"Secundaria (014)",3322,719,2603
"Superior no univ. incompleta (015)",579,105,474
"Superior no univ. completa (016)",804,144,660
"Superior univ. incompleta (017)",740,203,537
"Superior univ. completa (018)",1189,253,936
"Mujeres (020)",4781,1436,3345
"Sin nivel (021)",160,24,136
"Educación inicial (022)",6,3,3
"Primaria (023)",562,153,409
"Secundaria (024)",1386,490,896
"Superior no univ. incompleta (025)",395,122,273
"Superior no univ. completa (026)",791,185,606
"Superior univ. incompleta (027)",469,175,294
"Superior univ. completa (028)",1012,284,728
,,,
"AREA URBANA (030)",12888,3022,9866
"Sin nivel (031)",322,47,275
"Educación inicial (032)",13,6,7
"Primaria (033)",2007,319,1688
"Secundaria (034)",4596,1186,3410
"Superior no univ. incompleta (035)",969,226,743
"Superior no univ. completa (036)",1577,323,1254
"Superior univ. incompleta (037)",1209,378,831
"Superior univ. completa (038)",2195,537,1658
"Hombres (040)",8163,1609,6554
"Sin nivel (041)",167,25,142
"Educación inicial (042)",7,3,4
"Primaria (043)",1470,173,1297
"Secundaria (044)",3231,708,2523
"Superior no univ. incompleta (045)",574,104,470
"Superior no univ. completa (046)",790,140,650
"Superior univ. incompleta (047)",740,203,537
"Superior univ. completa (048)",1184,253,931
"Mujeres (050)",4725,1413,3312
"Sin nivel (051)",155,22,133
"Educación inicial (052)",6,3,3
"Primaria (053)",537,146,391
"Secundaria (054)",1365,478,887
"Superior no univ. incompleta (055)",395,122,273
"Superior no univ. completa (056)",787,183,604
"Superior univ. incompleta (057)",469,175,294
"Superior univ. completa (058)",1011,284,727
,,,
"AREA RURAL (060)",273,55,218
"Sin nivel (061)",13,4,9
"Primaria (063)",119,21,98
"Secundaria (064)",112,23,89
"Superior no univ. incompleta (065)",5,1,4
"Superior no univ. completa (066)",18,6,12
"Superior univ. completa (068)",6,,6
"Hombres (070)",217,32,185
"Sin nivel (071)",8,2,6
"Primaria (073)",94,14,80
"Secundaria (074)",91,11,80
"Superior no univ. incompleta (075)",5,1,4
"Superior no univ. completa (076)",14,4,10
"Superior univ. completa (078)",5,,5
"Mujeres (080)",56,23,33
"Sin nivel (081)",5,2,3
"Primaria (083)",25,7,18
"Secundaria (084)",21,12,9
"Superior no univ. completa (086)",4,2,2
"Superior univ. completa (088)",1,,1
