"CUADRO Nº 8: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia PATAZ (000)",23766,402,8721,8456,4686,1501
"Empleado (001)",3374,7,1169,1551,613,34
"Obrero (002)",6260,28,2977,2433,731,91
"Trabajador independiente (003)",10313,77,2496,3657,2871,1212
"Empleador o patrono (004)",247,1,78,96,52,20
"Trabajador familiar no remunerado (005)",1929,194,1102,319,226,88
"Trabajador del hogar (006)",429,32,263,84,41,9
"Desocupado (008)",1214,63,636,316,152,47
"Hombres (009)",20164,280,7356,7232,3986,1310
"Empleado (010)",2285,5,750,1059,444,27
"Obrero (011)",6045,25,2880,2365,695,80
"Trabajador independiente (012)",9062,60,2181,3215,2520,1086
"Empleador o patrono (013)",212,,67,81,47,17
"Trabajador familiar no remunerado (014)",1513,150,959,214,136,54
"Trabajador del hogar (015)",39,5,27,7,,
"Desocupado (017)",1008,35,492,291,144,46
"Mujeres (018)",3602,122,1365,1224,700,191
"Empleado (019)",1089,2,419,492,169,7
"Obrero (020)",215,3,97,68,36,11
"Trabajador independiente (021)",1251,17,315,442,351,126
"Empleador o patrono (022)",35,1,11,15,5,3
"Trabajador familiar no remunerado (023)",416,44,143,105,90,34
"Trabajador del hogar (024)",390,27,236,77,41,9
"Desocupado (026)",206,28,144,25,8,1
,,,,,,
"URBANA (027)",7346,102,2752,2818,1378,296
"Empleado (028)",1960,6,651,892,388,23
"Obrero (029)",2348,12,1150,877,281,28
"Trabajador independiente (030)",2137,27,509,814,577,210
"Empleador o patrono (031)",106,1,33,49,17,6
"Trabajador familiar no remunerado (032)",279,31,104,66,57,21
"Trabajador del hogar (033)",232,18,155,40,16,3
"Desocupado (035)",284,7,150,80,42,5
"Hombres (036)",5532,67,2094,2117,1013,241
"Empleado (037)",1219,4,389,555,254,17
"Obrero (038)",2249,11,1106,845,264,23
"Trabajador independiente (039)",1560,18,368,585,413,176
"Empleador o patrono (040)",82,,26,36,15,5
"Trabajador familiar no remunerado (041)",164,22,72,26,29,15
"Trabajador del hogar (042)",25,5,17,3,,
"Desocupado (044)",233,7,116,67,38,5
"Mujeres (045)",1814,35,658,701,365,55
"Empleado (046)",741,2,262,337,134,6
"Obrero (047)",99,1,44,32,17,5
"Trabajador independiente (048)",577,9,141,229,164,34
"Empleador o patrono (049)",24,1,7,13,2,1
"Trabajador familiar no remunerado (050)",115,9,32,40,28,6
"Trabajador del hogar (051)",207,13,138,37,16,3
"Desocupado (053)",51,,34,13,4,
,,,,,,
"RURAL (054)",16420,300,5969,5638,3308,1205
"Empleado (055)",1414,1,518,659,225,11
"Obrero (056)",3912,16,1827,1556,450,63
"Trabajador independiente (057)",8176,50,1987,2843,2294,1002
"Empleador o patrono (058)",141,,45,47,35,14
"Trabajador familiar no remunerado (059)",1650,163,998,253,169,67
"Trabajador del hogar (060)",197,14,108,44,25,6
"Desocupado (062)",930,56,486,236,110,42
"Hombres (063)",14632,213,5262,5115,2973,1069
"Empleado (064)",1066,1,361,504,190,10
"Obrero (065)",3796,14,1774,1520,431,57
"Trabajador independiente (066)",7502,42,1813,2630,2107,910
"Empleador o patrono (067)",130,,41,45,32,12
"Trabajador familiar no remunerado (068)",1349,128,887,188,107,39
"Trabajador del hogar (069)",14,,10,4,,
"Desocupado (071)",775,28,376,224,106,41
"Mujeres (072)",1788,87,707,523,335,136
"Empleado (073)",348,,157,155,35,1
"Obrero (074)",116,2,53,36,19,6
"Trabajador independiente (075)",674,8,174,213,187,92
"Empleador o patrono (076)",11,,4,2,3,2
"Trabajador familiar no remunerado (077)",301,35,111,65,62,28
"Trabajador del hogar (078)",183,14,98,40,25,6
"Desocupado (080)",155,28,110,12,4,1
