"CUADRO Nº 19: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HABITACIONES DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HABITACIONES DE LA VIVIENDA",,,,,,,
,,1,2,3,4,5,6,7,"8 Y MÁS"
,,,,,,,,,
"Provincia VICTOR FAJARDO",,,,,,,,,
"Viviendas particulares (001)",7936,2080,3181,1320,860,218,158,39,80
"Ocupantes presentes (002)",24942,5041,9907,4656,3204,929,674,140,391
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",7327,1681,3020,1288,846,216,157,39,80
"Ocupantes presentes (005)",23744,4329,9557,4580,3164,910,673,140,391
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",20,9,8,1,1,,1,,
"Ocupantes presentes (011)",55,15,31,1,7,,1,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",35,9,14,7,4,1,,,
"Ocupantes presentes (014)",115,24,36,29,9,17,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",540,368,138,24,9,1,,,
"Ocupantes presentes (017)",1004,653,279,46,24,2,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",13,13,,,,,,,
"Ocupantes presentes (020)",20,20,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",1,,1,,,,,,
"Ocupantes presentes (023)",4,,4,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",5617,1183,2224,1044,712,200,146,35,73
"Ocupantes presentes (029)",18434,3067,7003,3726,2682,849,622,127,358
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",5548,1152,2201,1036,707,199,145,35,73
"Ocupantes presentes (032)",18240,3008,6932,3696,2666,832,621,127,358
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",20,9,8,1,1,,1,,
"Ocupantes presentes (038)",55,15,31,1,7,,1,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",35,9,14,7,4,1,,,
"Ocupantes presentes (041)",115,24,36,29,9,17,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",13,13,,,,,,,
"Ocupantes presentes (047)",20,20,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",1,,1,,,,,,
"Ocupantes presentes (050)",4,,4,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",2319,897,957,276,148,18,12,4,7
"Ocupantes presentes (056)",6508,1974,2904,930,522,80,52,13,33
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",1779,529,819,252,139,17,12,4,7
"Ocupantes presentes (059)",5504,1321,2625,884,498,78,52,13,33
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",540,368,138,24,9,1,,,
"Ocupantes presentes (071)",1004,653,279,46,24,2,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
