"CUADRO Nº 34: POBLACIÓN DESOCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia HUAYTARA (000)",376,7,163,109,71,26
"Sin nivel (001)",29,,4,6,11,8
"Educación inicial (002)",2,1,,1,,
"Primaria (003)",138,5,35,44,39,15
"Secundaria (004)",166,1,103,43,16,3
"Superior no univ. incompleta (005)",9,,4,4,1,
"Superior no univ. completa (006)",19,,11,5,3,
"Superior univ. incompleta (007)",3,,2,1,,
"Superior univ. completa (008)",10,,4,5,1,
"Hombres (010)",298,6,118,95,55,24
"Sin nivel (011)",23,,4,6,7,6
"Primaria (013)",109,5,20,37,32,15
"Secundaria (014)",136,1,78,41,13,3
"Superior no univ. incompleta (015)",9,,4,4,1,
"Superior no univ. completa (016)",11,,8,2,1,
"Superior univ. incompleta (017)",3,,2,1,,
"Superior univ. completa (018)",7,,2,4,1,
"Mujeres (020)",78,1,45,14,16,2
"Sin nivel (021)",6,,,,4,2
"Educación inicial (022)",2,1,,1,,
"Primaria (023)",29,,15,7,7,
"Secundaria (024)",30,,25,2,3,
"Superior no univ. completa (026)",8,,3,3,2,
"Superior univ. completa (028)",3,,2,1,,
,,,,,,
"Area Urbana (030)",147,2,72,45,21,7
"Sin nivel (031)",4,,,,2,2
"Primaria (033)",37,1,11,12,8,5
"Secundaria (034)",80,1,49,22,8,
"Superior no univ. incompleta (035)",6,,2,3,1,
"Superior no univ. completa (036)",11,,5,4,2,
"Superior univ. incompleta (037)",3,,2,1,,
"Superior univ. completa (038)",6,,3,3,,
"Hombres (040)",106,2,49,37,11,7
"Sin nivel (041)",4,,,,2,2
"Primaria (043)",24,1,6,9,3,5
"Secundaria (044)",59,1,33,20,5,
"Superior no univ. incompleta (045)",6,,2,3,1,
"Superior no univ. completa (046)",6,,4,2,,
"Superior univ. incompleta (047)",3,,2,1,,
"Superior univ. completa (048)",4,,2,2,,
"Mujeres (050)",41,,23,8,10,
"Primaria (053)",13,,5,3,5,
"Secundaria (054)",21,,16,2,3,
"Superior no univ. completa (056)",5,,1,2,2,
"Superior univ. completa (058)",2,,1,1,,
,,,,,,
"Area Rural (060)",229,5,91,64,50,19
"Sin nivel (061)",25,,4,6,9,6
"Educación inicial (062)",2,1,,1,,
"Primaria (063)",101,4,24,32,31,10
"Secundaria (064)",86,,54,21,8,3
"Superior no univ. incompleta (065)",3,,2,1,,
"Superior no univ. completa (066)",8,,6,1,1,
"Superior univ. completa (068)",4,,1,2,1,
"Hombres (070)",192,4,69,58,44,17
"Sin nivel (071)",19,,4,6,5,4
"Primaria (073)",85,4,14,28,29,10
"Secundaria (074)",77,,45,21,8,3
"Superior no univ. incompleta (075)",3,,2,1,,
"Superior no univ. completa (076)",5,,4,,1,
"Superior univ. completa (078)",3,,,2,1,
"Mujeres (080)",37,1,22,6,6,2
"Sin nivel (081)",6,,,,4,2
"Educación inicial (082)",2,1,,1,,
"Primaria (083)",16,,10,4,2,
"Secundaria (084)",9,,9,,,
"Superior no univ. completa (086)",3,,2,1,,
"Superior univ. completa (088)",1,,1,,,
