"CUADRO Nº 8: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR MATERIAL PREDOMINANTE EN LOS PISOS DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"MATERIAL PREDOMINANTE EN LOS PISOS DE LA VIVIENDA",,,,,,
,,TIERRA,CEMENTO,"LOSETAS, TERRAZOS, CERÁMICOS O SIMILARES","PARQUET O MADERA PULIDA","MADERA (PONA, TOR-NILLO, ETC.)","LÁMINAS ASFÁL-TICAS, VINÍLICOS O SIMILARES","OTRO MATERIAL"
,,,,,,,,
"Provincia OYON",,,,,,,,
"Viviendas particulares (001)",4943,3409,1113,71,130,209,4,7
"Ocupantes presentes (002)",18829,12764,4588,219,428,783,17,30
"Casa independiente",,,,,,,,
"Viviendas particulares (004)",4471,3134,973,58,117,178,4,7
"Ocupantes presentes (005)",17210,11967,3992,174,383,647,17,30
"Departamento en edificio",,,,,,,,
"Viviendas particulares (007)",25,,17,7,1,,,
"Ocupantes presentes (008)",78,,51,26,1,,,
"Vivienda en quinta",,,,,,,,
"Viviendas particulares (010)",92,,60,4,12,16,,
"Ocupantes presentes (011)",430,,303,14,44,69,,
"Vivienda en casa de vecindad",,,,,,,,
"Viviendas particulares (013)",111,34,60,2,,15,,
"Ocupantes presentes (014)",491,182,237,5,,67,,
"Choza o cabaña",,,,,,,,
"Viviendas particulares (016)",237,236,1,,,,,
"Ocupantes presentes (017)",596,595,1,,,,,
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (022)",7,5,2,,,,,
"Ocupantes presentes (023)",24,20,4,,,,,
"Otro tipo",,,,,,,,
,,,,,,,,
URBANA,,,,,,,,
"Viviendas particulares (028)",3199,1965,987,58,32,149,2,6
"Ocupantes presentes (029)",12942,7749,4175,198,146,636,9,29
"Casa independiente",,,,,,,,
"Viviendas particulares (031)",2964,1926,848,45,19,118,2,6
"Ocupantes presentes (032)",11919,7547,3580,153,101,500,9,29
"Departamento en edificio",,,,,,,,
"Viviendas particulares (034)",25,,17,7,1,,,
"Ocupantes presentes (035)",78,,51,26,1,,,
"Vivienda en quinta",,,,,,,,
"Viviendas particulares (037)",92,,60,4,12,16,,
"Ocupantes presentes (038)",430,,303,14,44,69,,
"Vivienda en casa de vecindad",,,,,,,,
"Viviendas particulares (040)",111,34,60,2,,15,,
"Ocupantes presentes (041)",491,182,237,5,,67,,
"Choza o cabaña",,,,,,,,
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (049)",7,5,2,,,,,
"Ocupantes presentes (050)",24,20,4,,,,,
"Otro tipo",,,,,,,,
,,,,,,,,
RURAL,,,,,,,,
"Viviendas particulares (055)",1744,1444,126,13,98,60,2,1
"Ocupantes presentes (056)",5887,5015,413,21,282,147,8,1
"Casa independiente",,,,,,,,
"Viviendas particulares (058)",1507,1208,125,13,98,60,2,1
"Ocupantes presentes (059)",5291,4420,412,21,282,147,8,1
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Choza o cabaña",,,,,,,,
"Viviendas particulares (070)",237,236,1,,,,,
"Ocupantes presentes (071)",596,595,1,,,,,
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Otro tipo",,,,,,,,
