"CUADRO Nº 12: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE SI DISPONEN DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA POTABLE",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia AIJA",,,,,,,,,
"Viviendas particulares (001)",800,32,25,4,21,1,2,3,712
"Ocupantes presentes (002)",2785,113,91,7,86,3,6,8,2471
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",785,32,25,4,21,1,2,3,697
"Ocupantes presentes (005)",2712,113,91,7,86,3,6,8,2398
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",13,,,,,,,,13
"Ocupantes presentes (014)",71,,,,,,,,71
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",2,,,,,,,,2
"Ocupantes presentes (023)",2,,,,,,,,2
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",597,29,24,4,20,1,2,3,514
"Ocupantes presentes (029)",2081,97,90,7,85,3,6,8,1785
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",582,29,24,4,20,1,2,3,499
"Ocupantes presentes (032)",2008,97,90,7,85,3,6,8,1712
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",13,,,,,,,,13
"Ocupantes presentes (041)",71,,,,,,,,71
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",2,,,,,,,,2
"Ocupantes presentes (050)",2,,,,,,,,2
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",203,3,1,,1,,,,198
"Ocupantes presentes (056)",704,16,1,,1,,,,686
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",203,3,1,,1,,,,198
"Ocupantes presentes (059)",704,16,1,,1,,,,686
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
