"CUADRO Nº 1: POBLACIÓN TOTAL, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia CAÑETE (000)",200662,36698,43962,8913,111537
"Menos de 1 año (001)",3954,2020,725,86,1128
"De 1 a 14 años (002)",57566,21547,11997,1575,22560
"De 15 a 29 años (003)",54078,6962,7973,2254,36963
"De 30 a 44 años (004)",41092,3459,10073,2373,25326
"De 45 a 64 años (005)",30199,1856,7869,1775,18789
"De 65 y mas años (006)",13773,854,5325,850,6771
"Hombres (008)",100524,17002,22466,5253,56090
"Menos de 1 año (009)",2002,1064,358,43,539
"De 1 a 14 años (010)",29273,11015,6069,816,11431
"De 15 a 29 años (011)",26880,2560,4150,1340,18871
"De 30 a 44 años (012)",20192,1177,5119,1458,12541
"De 45 a 64 años (013)",15177,787,3936,1096,9428
"De 65 y mas años (014)",7000,399,2834,500,3280
"Mujeres (016)",100138,19696,21496,3660,55447
"Menos de 1 año (017)",1952,956,367,43,589
"De 1 a 14 años (018)",28293,10532,5928,759,11129
"De 15 a 29 años (019)",27198,4402,3823,914,18092
"De 30 a 44 años (020)",20900,2282,4954,915,12785
"De 45 a 64 años (021)",15022,1069,3933,679,9361
"De 65 y mas años (022)",6773,455,2491,350,3491
,,,,,
"URBANA (024)",168584,31225,38063,7871,91804
"Menos de 1 año (025)",3362,1735,645,78,909
"De 1 a 14 años (026)",48712,18045,10596,1430,18742
"De 15 a 29 años (027)",45607,6030,6816,1994,30828
"De 30 a 44 años (028)",34557,3037,8665,2096,20872
"De 45 a 64 años (029)",25130,1618,6830,1541,15215
"De 65 y mas años (030)",11216,760,4511,732,5238
"Hombres (032)",83795,14409,19112,4560,45954
"Menos de 1 año (033)",1709,911,322,41,437
"De 1 a 14 años (034)",24724,9218,5348,731,9480
"De 15 a 29 años (035)",22530,2214,3479,1176,15694
"De 30 a 44 años (036)",16734,1023,4253,1260,10280
"De 45 a 64 años (037)",12449,690,3316,928,7574
"De 65 y mas años (038)",5649,353,2394,424,2489
"Mujeres (040)",84789,16816,18951,3311,45850
"Menos de 1 año (041)",1653,824,323,37,472
"De 1 a 14 años (042)",23988,8827,5248,699,9262
"De 15 a 29 años (043)",23077,3816,3337,818,15134
"De 30 a 44 años (044)",17823,2014,4412,836,10592
"De 45 a 64 años (045)",12681,928,3514,613,7641
"De 65 y mas años (046)",5567,407,2117,308,2749
,,,,,
"RURAL (048)",32078,5473,5899,1042,19733
"Menos de 1 año (049)",592,285,80,8,219
"De 1 a 14 años (050)",8854,3502,1401,145,3818
"De 15 a 29 años (051)",8471,932,1157,260,6135
"De 30 a 44 años (052)",6535,422,1408,277,4454
"De 45 a 64 años (053)",5069,238,1039,234,3574
"De 65 y mas años (054)",2557,94,814,118,1533
"Hombres (056)",16729,2593,3354,693,10136
"Menos de 1 año (057)",293,153,36,2,102
"De 1 a 14 años (058)",4549,1797,721,85,1951
"De 15 a 29 años (059)",4350,346,671,164,3177
"De 30 a 44 años (060)",3458,154,866,198,2261
"De 45 a 64 años (061)",2728,97,620,168,1854
"De 65 y mas años (062)",1351,46,440,76,791
"Mujeres (064)",15349,2880,2545,349,9597
"Menos de 1 año (065)",299,132,44,6,117
"De 1 a 14 años (066)",4305,1705,680,60,1867
"De 15 a 29 años (067)",4121,586,486,96,2958
"De 30 a 44 años (068)",3077,268,542,79,2193
"De 45 a 64 años (069)",2341,141,419,66,1720
"De 65 y mas años (070)",1206,48,374,42,742
