"CUADRO Nº 8: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR MATERIAL PREDOMINANTE EN LOS PISOS DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"MATERIAL PREDOMINANTE EN LOS PISOS DE LA VIVIENDA",,,,,,
,,TIERRA,CEMENTO,"LOSETAS, TERRAZOS, CERÁMICOS O SIMILARES","PARQUET O MADERA PULIDA","MADERA (PONA, TOR-NILLO, ETC.)","LÁMINAS ASFÁL-TICAS, VINÍLICOS O SIMILARES","OTRO MATERIAL"
,,,,,,,,
"Provincia MOHO",,,,,,,,
"Viviendas particulares (001)",9402,8649,328,1,56,343,9,16
"Ocupantes presentes (002)",27342,24973,998,5,170,1118,21,57
"Casa independiente",,,,,,,,
"Viviendas particulares (004)",8342,7617,319,1,49,336,8,12
"Ocupantes presentes (005)",24317,22019,977,5,151,1099,17,49
"Departamento en edificio",,,,,,,,
"Viviendas particulares (007)",1,,1,,,,,
"Ocupantes presentes (008)",5,,5,,,,,
"Vivienda en quinta",,,,,,,,
"Viviendas particulares (010)",6,,2,,4,,,
"Ocupantes presentes (011)",13,,2,,11,,,
"Vivienda en casa de vecindad",,,,,,,,
"Viviendas particulares (013)",24,11,3,,2,7,1,
"Ocupantes presentes (014)",76,40,7,,6,19,4,
"Choza o cabaña",,,,,,,,
"Viviendas particulares (016)",1019,1016,1,,,,,2
"Ocupantes presentes (017)",2908,2903,3,,,,,2
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (022)",8,5,2,,1,,,
"Ocupantes presentes (023)",17,11,4,,2,,,
"Otro tipo",,,,,,,,
"Viviendas particulares (025)",2,,,,,,,2
"Ocupantes presentes (026)",6,,,,,,,6
,,,,,,,,
URBANA,,,,,,,,
"Viviendas particulares (028)",2322,1862,186,,44,217,4,9
"Ocupantes presentes (029)",7478,5972,610,,137,709,10,40
"Casa independiente",,,,,,,,
"Viviendas particulares (031)",2286,1846,180,,38,210,3,9
"Ocupantes presentes (032)",7373,5921,596,,120,690,6,40
"Departamento en edificio",,,,,,,,
"Viviendas particulares (034)",1,,1,,,,,
"Ocupantes presentes (035)",5,,5,,,,,
"Vivienda en quinta",,,,,,,,
"Viviendas particulares (037)",6,,2,,4,,,
"Ocupantes presentes (038)",13,,2,,11,,,
"Vivienda en casa de vecindad",,,,,,,,
"Viviendas particulares (040)",24,11,3,,2,7,1,
"Ocupantes presentes (041)",76,40,7,,6,19,4,
"Choza o cabaña",,,,,,,,
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (049)",5,5,,,,,,
"Ocupantes presentes (050)",11,11,,,,,,
"Otro tipo",,,,,,,,
,,,,,,,,
RURAL,,,,,,,,
"Viviendas particulares (055)",7080,6787,142,1,12,126,5,7
"Ocupantes presentes (056)",19864,19001,388,5,33,409,11,17
"Casa independiente",,,,,,,,
"Viviendas particulares (058)",6056,5771,139,1,11,126,5,3
"Ocupantes presentes (059)",16944,16098,381,5,31,409,11,9
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Choza o cabaña",,,,,,,,
"Viviendas particulares (070)",1019,1016,1,,,,,2
"Ocupantes presentes (071)",2908,2903,3,,,,,2
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (076)",3,,2,,1,,,
"Ocupantes presentes (077)",6,,4,,2,,,
"Otro tipo",,,,,,,,
"Viviendas particulares (079)",2,,,,,,,2
"Ocupantes presentes (080)",6,,,,,,,6
