"CUADRO Nº 15: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACIÓN",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia TOCACHE (000)",29486,1792,29,11467,10688,1180,2399,635,1296
"Empleado (001)",4894,22,1,290,1270,362,1649,306,994
"Obrero (002)",5927,339,5,2462,2563,217,202,76,63
"Trabajador independiente (003)",14341,1107,15,6777,5106,479,446,205,206
"Empleador o patrono (004)",731,46,,327,268,23,27,17,23
"Trabajador familiar no remunerado (005)",2958,222,7,1330,1216,79,65,30,9
"Trabajador del hogar (006)",635,56,1,281,265,20,10,1,1
"Hombres (008)",23032,1155,19,9194,8733,877,1658,503,893
"Empleado (009)",3317,9,,146,943,242,1089,225,663
"Obrero (010)",5396,254,4,2217,2405,202,183,72,59
"Trabajador independiente (011)",11877,812,10,5790,4254,369,323,170,149
"Empleador o patrono (012)",607,36,,276,222,20,22,13,18
"Trabajador familiar no remunerado (013)",1803,44,4,752,891,44,41,23,4
"Trabajador del hogar (014)",32,,1,13,18,,,,
"Mujeres (016)",6454,637,10,2273,1955,303,741,132,403
"Empleado (017)",1577,13,1,144,327,120,560,81,331
"Obrero (018)",531,85,1,245,158,15,19,4,4
"Trabajador independiente (019)",2464,295,5,987,852,110,123,35,57
"Empleador o patrono (020)",124,10,,51,46,3,5,4,5
"Trabajador familiar no remunerado (021)",1155,178,3,578,325,35,24,7,5
"Trabajador del hogar (022)",603,56,,268,247,20,10,1,1
,,,,,,,,,
"URBANA (024)",15070,446,14,4216,5999,817,1986,491,1101
"Empleado (025)",4308,18,1,242,1137,320,1455,265,870
"Obrero (026)",2324,82,2,765,1191,94,119,36,35
"Trabajador independiente (027)",6500,254,8,2457,2786,328,340,158,169
"Empleador o patrono (028)",384,14,,129,168,15,24,14,20
"Trabajador familiar no remunerado (029)",1115,50,3,453,501,45,40,17,6
"Trabajador del hogar (030)",439,28,,170,216,15,8,1,1
"Hombres (032)",10659,220,7,2886,4522,560,1339,376,749
"Empleado (033)",2928,8,,125,851,212,958,192,582
"Obrero (034)",2065,59,2,656,1091,86,105,34,32
"Trabajador independiente (035)",4757,130,3,1796,2119,229,237,126,117
"Empleador o patrono (036)",290,8,,94,129,14,19,11,15
"Trabajador familiar no remunerado (037)",596,15,2,207,317,19,20,13,3
"Trabajador del hogar (038)",23,,,8,15,,,,
"Mujeres (040)",4411,226,7,1330,1477,257,647,115,352
"Empleado (041)",1380,10,1,117,286,108,497,73,288
"Obrero (042)",259,23,,109,100,8,14,2,3
"Trabajador independiente (043)",1743,124,5,661,667,99,103,32,52
"Empleador o patrono (044)",94,6,,35,39,1,5,3,5
"Trabajador familiar no remunerado (045)",519,35,1,246,184,26,20,4,3
"Trabajador del hogar (046)",416,28,,162,201,15,8,1,1
,,,,,,,,,
"RURAL (048)",14416,1346,15,7251,4689,363,413,144,195
"Empleado (049)",586,4,,48,133,42,194,41,124
"Obrero (050)",3603,257,3,1697,1372,123,83,40,28
"Trabajador independiente (051)",7841,853,7,4320,2320,151,106,47,37
"Empleador o patrono (052)",347,32,,198,100,8,3,3,3
"Trabajador familiar no remunerado (053)",1843,172,4,877,715,34,25,13,3
"Trabajador del hogar (054)",196,28,1,111,49,5,2,,
"Hombres (056)",12373,935,12,6308,4211,317,319,127,144
"Empleado (057)",389,1,,21,92,30,131,33,81
"Obrero (058)",3331,195,2,1561,1314,116,78,38,27
"Trabajador independiente (059)",7120,682,7,3994,2135,140,86,44,32
"Empleador o patrono (060)",317,28,,182,93,6,3,2,3
"Trabajador familiar no remunerado (061)",1207,29,2,545,574,25,21,10,1
"Trabajador del hogar (062)",9,,1,5,3,,,,
"Mujeres (064)",2043,411,3,943,478,46,94,17,51
"Empleado (065)",197,3,,27,41,12,63,8,43
"Obrero (066)",272,62,1,136,58,7,5,2,1
"Trabajador independiente (067)",721,171,,326,185,11,20,3,5
"Empleador o patrono (068)",30,4,,16,7,2,,1,
"Trabajador familiar no remunerado (069)",636,143,2,332,141,9,4,3,2
"Trabajador del hogar (070)",187,28,,106,46,5,2,,
