"CUADRO Nº 12: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia JUNIN (000)",27087,3290,417,10139,8300,1135,1364,855,1587
"Hombres (001)",13041,756,231,5013,4471,585,624,474,887
"Mujeres (002)",14046,2534,186,5126,3829,550,740,381,700
"PEA (003)",9907,993,5,2934,3136,473,883,324,1159
"Hombres (004)",6723,447,3,2076,2409,333,478,246,731
"Mujeres (005)",3184,546,2,858,727,140,405,78,428
"Ocupada (006)",9244,957,4,2807,2865,431,790,294,1096
"Hombres (007)",6221,424,2,1974,2190,300,424,220,687
"Mujeres (008)",3023,533,2,833,675,131,366,74,409
"Desocupada (009)",663,36,1,127,271,42,93,30,63
"Hombres (010)",502,23,1,102,219,33,54,26,44
"Mujeres (011)",161,13,,25,52,9,39,4,19
"No PEA (012)",17180,2297,412,7205,5164,662,481,531,428
"Hombres (013)",6318,309,228,2937,2062,252,146,228,156
"Mujeres (014)",10862,1988,184,4268,3102,410,335,303,272
,,,,,,,,,
"URBANA (018)",19139,1932,314,6343,6244,967,1214,759,1366
"Hombres (019)",8993,376,177,3040,3218,479,547,420,736
"Mujeres (020)",10146,1556,137,3303,3026,488,667,339,630
"PEA (021)",6514,446,5,1430,2195,390,779,282,987
"Hombres (022)",4129,147,3,869,1612,267,415,216,600
"Mujeres (023)",2385,299,2,561,583,123,364,66,387
"Ocupada (024)",5942,412,4,1329,1957,356,696,258,930
"Hombres (025)",3701,125,2,788,1420,241,367,196,562
"Mujeres (026)",2241,287,2,541,537,115,329,62,368
"Desocupada (027)",572,34,1,101,238,34,83,24,57
"Hombres (028)",428,22,1,81,192,26,48,20,38
"Mujeres (029)",144,12,,20,46,8,35,4,19
"No PEA (030)",12625,1486,309,4913,4049,577,435,477,379
"Hombres (031)",4864,229,174,2171,1606,212,132,204,136
"Mujeres (032)",7761,1257,135,2742,2443,365,303,273,243
,,,,,,,,,
"RURAL (036)",7948,1358,103,3796,2056,168,150,96,221
"Hombres (037)",4048,380,54,1973,1253,106,77,54,151
"Mujeres (038)",3900,978,49,1823,803,62,73,42,70
"PEA (039)",3393,547,,1504,941,83,104,42,172
"Hombres (040)",2594,300,,1207,797,66,63,30,131
"Mujeres (041)",799,247,,297,144,17,41,12,41
"Ocupada (042)",3302,545,,1478,908,75,94,36,166
"Hombres (043)",2520,299,,1186,770,59,57,24,125
"Mujeres (044)",782,246,,292,138,16,37,12,41
"Desocupada (045)",91,2,,26,33,8,10,6,6
"Hombres (046)",74,1,,21,27,7,6,6,6
"Mujeres (047)",17,1,,5,6,1,4,,
"No PEA (048)",4555,811,103,2292,1115,85,46,54,49
"Hombres (049)",1454,80,54,766,456,40,14,24,20
"Mujeres (050)",3101,731,49,1526,659,45,32,30,29
