"CUADRO Nº 9: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA",,,,,,,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)","CAMIÓN-CISTERNA U OTRO SIMILAR",POZO,"RÍO, ACEQUIA, MANANTIAL O SIMILAR",VECINO,OTRO
,,,,,,,,,
"Provincia SAN MIGUEL",,,,,,,,,
"Viviendas particulares (001)",14703,3847,3371,496,6,627,5953,349,54
"Ocupantes presentes (002)",55940,14206,13091,1854,24,2681,22857,1081,146
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",14335,3836,3370,486,6,604,5650,331,52
"Ocupantes presentes (005)",54536,14150,13088,1815,24,2580,21729,1013,137
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",5,5,,,,,,,
"Ocupantes presentes (011)",33,33,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",7,3,1,1,,,2,,
"Ocupantes presentes (014)",21,10,3,4,,,4,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",343,,,7,,23,294,18,1
"Ocupantes presentes (017)",1311,,,32,,101,1102,68,8
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",5,1,,2,,,2,,
"Ocupantes presentes (020)",18,7,,3,,,8,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",7,2,,,,,4,,1
"Ocupantes presentes (023)",20,6,,,,,13,,1
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",1,,,,,,1,,
"Ocupantes presentes (026)",1,,,,,,1,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",2536,1727,311,22,1,13,355,85,22
"Ocupantes presentes (029)",8930,6156,1165,54,5,47,1208,246,49
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",2518,1718,310,19,1,13,351,85,21
"Ocupantes presentes (032)",8857,6106,1162,47,5,47,1196,246,48
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",5,5,,,,,,,
"Ocupantes presentes (038)",33,33,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",7,3,1,1,,,2,,
"Ocupantes presentes (041)",21,10,3,4,,,4,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",5,1,,2,,,2,,
"Ocupantes presentes (047)",18,7,,3,,,8,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",1,,,,,,,,1
"Ocupantes presentes (050)",1,,,,,,,,1
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",12167,2120,3060,474,5,614,5598,264,32
"Ocupantes presentes (056)",47010,8050,11926,1800,19,2634,21649,835,97
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",11817,2118,3060,467,5,591,5299,246,31
"Ocupantes presentes (059)",45679,8044,11926,1768,19,2533,20533,767,89
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",343,,,7,,23,294,18,1
"Ocupantes presentes (071)",1311,,,32,,101,1102,68,8
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",6,2,,,,,4,,
"Ocupantes presentes (077)",19,6,,,,,13,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (079)",1,,,,,,1,,
"Ocupantes presentes (080)",1,,,,,,1,,
