"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
,,,,,,,,,,,,
"Provincia HUALLAGA (000)",9085,16,409,141,126,473,4460,214,301,2727,28,190
"Agric., ganadería, caza y silvicultura (001)",6623,1,1,1,,,4458,2,,2160,,
"Pesca (002)",2,,,,,,2,,,,,
"Explotación de minas y canteras (003)",1,,,,,,,1,,,,
"Industrias manufactureras (004)",164,1,,7,1,1,,144,6,4,,
"Suministro de electricidad, gas y agua (005)",9,,1,1,1,,,3,1,2,,
"Construcción (006)",102,,,4,1,,,9,72,16,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",507,,4,9,2,361,,54,3,74,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",59,,1,,,14,,41,3,,,
"Comercio al por mayor (009)",35,,1,,,33,,,,1,,
"Comercio al por menor (010)",413,,2,9,2,314,,13,,73,,
"Hoteles y restaurantes (011)",152,,,2,2,83,,,,65,,
"Trans., almac. y comunicaciones (012)",254,,1,10,9,,,,213,21,,
"Intermediación financiera (013)",6,,,2,3,,,,,1,,
"Activid.inmobil., empres. y alquileres (014)",54,,14,10,7,10,,,3,10,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",157,11,6,8,70,7,,1,3,23,28,
"Enseñanza (016)",364,3,349,2,8,,,,,2,,
"Servicios sociales y de salud (017)",104,,30,61,7,3,,,,3,,
"Otras activ. serv.comun.soc y personales (018)",59,,3,18,3,8,,,,27,,
"Hogares privados con servicio doméstico (019)",319,,,,,,,,,319,,
"Actividad economica no especificada (021)",208,,,6,12,,,,,,,190
"Hombres (022)",7081,14,220,74,56,220,4210,181,299,1731,26,50
"Agric., ganadería, caza y silvicultura (023)",5818,,1,1,,,4208,2,,1606,,
"Pesca (024)",2,,,,,,2,,,,,
"Explotación de minas y canteras (025)",1,,,,,,,1,,,,
"Industrias manufactureras (026)",124,1,,4,,,,111,6,2,,
"Suministro de electricidad, gas y agua (027)",9,,1,1,1,,,3,1,2,,
"Construcción (028)",99,,,4,,,,9,71,15,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",284,,2,4,,184,,54,3,37,,
"Venta, mant.y rep. veh.autom.y motoc. (030)",50,,1,,,5,,41,3,,,
"Comercio al por mayor (031)",19,,,,,19,,,,,,
"Comercio al por menor (032)",215,,1,4,,160,,13,,37,,
"Hoteles y restaurantes (033)",21,,,,1,15,,,,5,,
"Trans., almac. y comunicaciones (034)",236,,1,6,2,,,,212,15,,
"Intermediación financiera (035)",4,,,2,1,,,,,1,,
"Activid.inmobil., empres. y alquileres (036)",42,,12,10,3,9,,,3,5,,
