"CUADRO Nº 36: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia LEONCIO PRADO (000)",2288,458,1830
"De 14 a 29 años (001)",1209,371,838
"De 30 a 44 años (002)",654,74,580
"De 45 a 64 años (003)",337,13,324
"De 65 y más años (004)",88,,88
"Hombres (005)",1633,271,1362
"De 14 a 29 años (006)",795,220,575
"De 30 a 44 años (007)",498,44,454
"De 45 a 64 años (008)",270,7,263
"De 65 y más años (009)",70,,70
"Mujeres (010)",655,187,468
"De 14 a 29 años (011)",414,151,263
"De 30 a 44 años (012)",156,30,126
"De 45 a 64 años (013)",67,6,61
"De 65 y más años (014)",18,,18
,,,
"AREA URBANA (015)",1481,316,1165
"De 14 a 29 años (016)",793,257,536
"De 30 a 44 años (017)",424,54,370
"De 45 a 64 años (018)",217,5,212
"De 65 y más años (019)",47,,47
"Hombres (020)",956,162,794
"De 14 a 29 años (021)",462,133,329
"De 30 a 44 años (022)",292,27,265
"De 45 a 64 años (023)",165,2,163
"De 65 y más años (024)",37,,37
"Mujeres (025)",525,154,371
"De 14 a 29 años (026)",331,124,207
"De 30 a 44 años (027)",132,27,105
"De 45 a 64 años (028)",52,3,49
"De 65 y más años (029)",10,,10
,,,
"AREA RURAL (030)",807,142,665
"De 14 a 29 años (031)",416,114,302
"De 30 a 44 años (032)",230,20,210
"De 45 a 64 años (033)",120,8,112
"De 65 y más años (034)",41,,41
"Hombres (035)",677,109,568
"De 14 a 29 años (036)",333,87,246
"De 30 a 44 años (037)",206,17,189
"De 45 a 64 años (038)",105,5,100
"De 65 y más años (039)",33,,33
"Mujeres (040)",130,33,97
"De 14 a 29 años (041)",83,27,56
"De 30 a 44 años (042)",24,3,21
"De 45 a 64 años (043)",15,3,12
"De 65 y más años (044)",8,,8
