"CUADRO Nº 1: POBLACIÓN TOTAL, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia HUAYLAS (000)",53729,13418,4638,1117,34597
"Menos de 1 año (001)",1047,655,81,14,298
"De 1 a 14 años (002)",18380,10163,1346,271,6608
"De 15 a 29 años (003)",12823,1550,695,270,10316
"De 30 a 44 años (004)",9607,408,1126,270,7815
"De 45 a 64 años (005)",7520,296,942,183,6111
"De 65 y mas años (006)",4352,346,448,109,3449
"Hombres (008)",26491,6620,2328,698,16875
"Menos de 1 año (009)",520,320,43,7,151
"De 1 a 14 años (010)",9370,5205,700,147,3324
"De 15 a 29 años (011)",6341,703,332,186,5126
"De 30 a 44 años (012)",4696,130,531,177,3865
"De 45 a 64 años (013)",3649,114,503,112,2930
"De 65 y mas años (014)",1915,148,219,69,1479
"Mujeres (016)",27238,6798,2310,419,17722
"Menos de 1 año (017)",527,335,38,7,147
"De 1 a 14 años (018)",9010,4958,646,124,3284
"De 15 a 29 años (019)",6482,847,363,84,5190
"De 30 a 44 años (020)",4911,278,595,93,3950
"De 45 a 64 años (021)",3871,182,439,71,3181
"De 65 y mas años (022)",2437,198,229,40,1970
,,,,,
"URBANA (024)",17538,2290,3523,762,10997
"Menos de 1 año (025)",302,116,57,4,126
"De 1 a 14 años (026)",5015,1585,964,138,2335
"De 15 a 29 años (027)",4551,341,536,214,3467
"De 30 a 44 años (028)",3522,104,856,192,2380
"De 45 a 64 años (029)",2758,69,766,142,1790
"De 65 y mas años (030)",1390,75,344,72,899
"Hombres (032)",8584,1116,1735,484,5274
"Menos de 1 año (033)",152,55,34,2,62
"De 1 a 14 años (034)",2599,836,507,77,1184
"De 15 a 29 años (035)",2232,134,248,149,1706
"De 30 a 44 años (036)",1660,32,392,123,1119
"De 45 a 64 años (037)",1348,27,393,91,845
"De 65 y mas años (038)",593,32,161,42,358
"Mujeres (040)",8954,1174,1788,278,5723
"Menos de 1 año (041)",150,61,23,2,64
"De 1 a 14 años (042)",2416,749,457,61,1151
"De 15 a 29 años (043)",2319,207,288,65,1761
"De 30 a 44 años (044)",1862,72,464,69,1261
"De 45 a 64 años (045)",1410,42,373,51,945
"De 65 y mas años (046)",797,43,183,30,541
,,,,,
"RURAL (048)",36191,11128,1115,355,23600
"Menos de 1 año (049)",745,539,24,10,172
"De 1 a 14 años (050)",13365,8578,382,133,4273
"De 15 a 29 años (051)",8272,1209,159,56,6849
"De 30 a 44 años (052)",6085,304,270,78,5435
"De 45 a 64 años (053)",4762,227,176,41,4321
"De 65 y mas años (054)",2962,271,104,37,2550
"Hombres (056)",17907,5504,593,214,11601
"Menos de 1 año (057)",368,265,9,5,89
"De 1 a 14 años (058)",6771,4369,193,70,2140
"De 15 a 29 años (059)",4109,569,84,37,3420
"De 30 a 44 años (060)",3036,98,139,54,2746
"De 45 a 64 años (061)",2301,87,110,21,2085
"De 65 y mas años (062)",1322,116,58,27,1121
"Mujeres (064)",18284,5624,522,141,11999
"Menos de 1 año (065)",377,274,15,5,83
"De 1 a 14 años (066)",6594,4209,189,63,2133
"De 15 a 29 años (067)",4163,640,75,19,3429
"De 30 a 44 años (068)",3049,206,131,24,2689
"De 45 a 64 años (069)",2461,140,66,20,2236
"De 65 y mas años (070)",1640,155,46,10,1429
