"CUADRO Nº 1: POBLACIÓN TOTAL, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia TACNA (000)",262731,25998,49430,14621,173579
"Menos de 1 año (001)",4219,1494,767,200,1771
"De 1 a 14 años (002)",66570,14918,12659,3221,35952
"De 15 a 29 años (003)",78702,4855,7873,4141,61959
"De 30 a 44 años (004)",61226,2722,13258,3470,42095
"De 45 a 64 años (005)",39728,1387,10620,2816,25134
"De 65 y mas años (006)",12286,622,4253,773,6668
"Hombres (008)",130212,12129,23837,8701,86060
"Menos de 1 año (009)",2120,745,404,104,871
"De 1 a 14 años (010)",34031,7647,6405,1653,18412
"De 15 a 29 años (011)",38498,1775,3581,2596,30612
"De 30 a 44 años (012)",29401,970,6076,2064,20469
"De 45 a 64 años (013)",19967,665,5160,1854,12449
"De 65 y mas años (014)",6195,327,2211,430,3247
"Mujeres (016)",132519,13869,25593,5920,87519
"Menos de 1 año (017)",2099,749,363,96,900
"De 1 a 14 años (018)",32539,7271,6254,1568,17540
"De 15 a 29 años (019)",40204,3080,4292,1545,31347
"De 30 a 44 años (020)",31825,1752,7182,1406,21626
"De 45 a 64 años (021)",19761,722,5460,962,12685
"De 65 y mas años (022)",6091,295,2042,343,3421
,,,,,
"URBANA (024)",245930,23160,48076,14107,161476
"Menos de 1 año (025)",3997,1379,743,195,1693
"De 1 a 14 años (026)",62642,13395,12389,3132,33906
"De 15 a 29 años (027)",73975,4310,7643,3956,58191
"De 30 a 44 años (028)",57551,2424,12920,3372,39152
"De 45 a 64 años (029)",36746,1162,10314,2714,22781
"De 65 y mas años (030)",11019,490,4067,738,5753
"Hombres (032)",120937,10761,23075,8325,79287
"Menos de 1 año (033)",2004,686,390,100,832
"De 1 a 14 años (034)",31983,6861,6270,1613,17325
"De 15 a 29 años (035)",35847,1549,3453,2435,28476
"De 30 a 44 años (036)",27362,843,5888,1992,18815
"De 45 a 64 años (037)",18269,561,4978,1782,11108
"De 65 y mas años (038)",5472,261,2096,403,2731
"Mujeres (040)",124993,12399,25001,5782,82189
"Menos de 1 año (041)",1993,693,353,95,861
"De 1 a 14 años (042)",30659,6534,6119,1519,16581
"De 15 a 29 años (043)",38128,2761,4190,1521,29715
"De 30 a 44 años (044)",30189,1581,7032,1380,20337
"De 45 a 64 años (045)",18477,601,5336,932,11673
"De 65 y mas años (046)",5547,229,1971,335,3022
,,,,,
"RURAL (048)",16801,2838,1354,514,12103
"Menos de 1 año (049)",222,115,24,5,78
"De 1 a 14 años (050)",3928,1523,270,89,2046
"De 15 a 29 años (051)",4727,545,230,185,3768
"De 30 a 44 años (052)",3675,298,338,98,2943
"De 45 a 64 años (053)",2982,225,306,102,2353
"De 65 y mas años (054)",1267,132,186,35,915
"Hombres (056)",9275,1368,762,376,6773
"Menos de 1 año (057)",116,59,14,4,39
"De 1 a 14 años (058)",2048,786,135,40,1087
"De 15 a 29 años (059)",2651,226,128,161,2136
"De 30 a 44 años (060)",2039,127,188,72,1654
"De 45 a 64 años (061)",1698,104,182,72,1341
"De 65 y mas años (062)",723,66,115,27,516
"Mujeres (064)",7526,1470,592,138,5330
"Menos de 1 año (065)",106,56,10,1,39
"De 1 a 14 años (066)",1880,737,135,49,959
"De 15 a 29 años (067)",2076,319,102,24,1632
"De 30 a 44 años (068)",1636,171,150,26,1289
"De 45 a 64 años (069)",1284,121,124,30,1012
"De 65 y mas años (070)",544,66,71,8,399
