"CUADRO Nº 1: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia PAUCARTAMBO (000)",30082,5627,5588,6152,5112,3290,4313
"Católica (001)",20879,3820,3742,4137,3634,2355,3191
"Cristiana/Evangélica (002)",6801,1301,1319,1528,1137,698,818
"Otra (003)",1654,331,334,356,237,167,229
"Ninguna (004)",748,175,193,131,104,70,75
"Hombres (006)",15138,2859,2858,3103,2590,1639,2089
"Católica (007)",10599,1961,1923,2093,1846,1196,1580
"Cristiana/Evangélica (008)",3344,656,663,754,570,331,370
"Otra (009)",787,147,167,179,117,79,98
"Ninguna (010)",408,95,105,77,57,33,41
"Mujeres (012)",14944,2768,2730,3049,2522,1651,2224
"Católica (013)",10280,1859,1819,2044,1788,1159,1611
"Cristiana/Evangélica (014)",3457,645,656,774,567,367,448
"Otra (015)",867,184,167,177,120,88,131
"Ninguna (016)",340,80,88,54,47,37,34
,,,,,,,
"URBANA (018)",5994,1081,1093,1264,1115,625,816
"Católica (019)",4771,834,817,995,920,506,699
"Cristiana/Evangélica (020)",802,153,175,170,134,81,89
"Otra (021)",268,62,57,60,43,27,19
"Ninguna (022)",153,32,44,39,18,11,9
"Hombres (024)",2973,517,542,595,597,326,396
"Católica (025)",2385,404,409,471,499,261,341
"Cristiana/Evangélica (026)",382,76,81,78,63,43,41
"Otra (027)",121,23,28,23,20,17,10
"Ninguna (028)",85,14,24,23,15,5,4
"Mujeres (030)",3021,564,551,669,518,299,420
"Católica (031)",2386,430,408,524,421,245,358
"Cristiana/Evangélica (032)",420,77,94,92,71,38,48
"Otra (033)",147,39,29,37,23,10,9
"Ninguna (034)",68,18,20,16,3,6,5
,,,,,,,
"RURAL (036)",24088,4546,4495,4888,3997,2665,3497
"Católica (037)",16108,2986,2925,3142,2714,1849,2492
"Cristiana/Evangélica (038)",5999,1148,1144,1358,1003,617,729
"Otra (039)",1386,269,277,296,194,140,210
"Ninguna (040)",595,143,149,92,86,59,66
"Hombres (042)",12165,2342,2316,2508,1993,1313,1693
"Católica (043)",8214,1557,1514,1622,1347,935,1239
"Cristiana/Evangélica (044)",2962,580,582,676,507,288,329
"Otra (045)",666,124,139,156,97,62,88
"Ninguna (046)",323,81,81,54,42,28,37
"Mujeres (048)",11923,2204,2179,2380,2004,1352,1804
"Católica (049)",7894,1429,1411,1520,1367,914,1253
"Cristiana/Evangélica (050)",3037,568,562,682,496,329,400
"Otra (051)",720,145,138,140,97,78,122
"Ninguna (052)",272,62,68,38,44,31,29
