"CUADRO Nº 5: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia TUMBES (000)",108477,21749,19716,7123,60236
"Conviviente (001)",29011,6648,3791,973,17662
"Separado(a) (002)",4566,809,567,159,3036
"Casado(a) (003)",32815,5784,9402,2876,14948
"Viudo(a) (004)",3143,493,607,179,1871
"Divorciado(a) (005)",364,40,106,34,185
"Soltero(a) (006)",38578,7975,5243,2902,22534
"Hombres (008)",55764,9724,9528,4613,32130
"Conviviente (009)",14184,2653,1878,607,9087
"Separado(a) (010)",1439,134,183,63,1060
"Casado(a) (011)",16314,2521,4617,1700,7618
"Viudo(a) (012)",949,131,177,63,579
"Divorciado(a) (013)",151,14,29,21,88
"Soltero(a) (014)",22727,4271,2644,2159,13698
"Mujeres (016)",52713,12025,10188,2510,28106
"Conviviente (017)",14827,3995,1913,366,8575
"Separado(a) (018)",3127,675,384,96,1976
"Casado(a) (019)",16501,3263,4785,1176,7330
"Viudo(a) (020)",2194,362,430,116,1292
"Divorciado(a) (021)",213,26,77,13,97
"Soltero(a) (022)",15851,3704,2599,743,8836
,,,,,
"URBANA (024)",99710,18996,18964,6960,55127
"Conviviente (025)",27034,6028,3650,945,16473
"Separado(a) (026)",4313,748,555,152,2863
"Casado(a) (027)",29830,4859,9002,2799,13359
"Viudo(a) (028)",2863,417,589,168,1695
"Divorciado(a) (029)",350,38,104,34,175
"Soltero(a) (030)",35320,6906,5064,2862,20562
"Hombres (032)",51142,8425,9166,4518,29257
"Conviviente (033)",13217,2396,1810,589,8462
"Separado(a) (034)",1368,126,180,61,1002
"Casado(a) (035)",14818,2105,4418,1653,6778
"Viudo(a) (036)",835,103,171,59,503
"Divorciado(a) (037)",142,13,28,21,81
"Soltero(a) (038)",20762,3682,2559,2135,12431
"Mujeres (040)",48568,10571,9798,2442,25870
"Conviviente (041)",13817,3632,1840,356,8011
"Separado(a) (042)",2945,622,375,91,1861
"Casado(a) (043)",15012,2754,4584,1146,6581
"Viudo(a) (044)",2028,314,418,109,1192
"Divorciado(a) (045)",208,25,76,13,94
"Soltero(a) (046)",14558,3224,2505,727,8131
,,,,,
"RURAL (048)",8767,2753,752,163,5109
"Conviviente (049)",1977,620,141,28,1189
"Separado(a) (050)",253,61,12,7,173
"Casado(a) (051)",2985,925,400,77,1589
"Viudo(a) (052)",280,76,18,11,176
"Divorciado(a) (053)",14,2,2,,10
"Soltero(a) (054)",3258,1069,179,40,1972
"Hombres (056)",4622,1299,362,95,2873
"Conviviente (057)",967,257,68,18,625
"Separado(a) (058)",71,8,3,2,58
"Casado(a) (059)",1496,416,199,47,840
"Viudo(a) (060)",114,28,6,4,76
"Divorciado(a) (061)",9,1,1,,7
"Soltero(a) (062)",1965,589,85,24,1267
"Mujeres (064)",4145,1454,390,68,2236
"Conviviente (065)",1010,363,73,10,564
"Separado(a) (066)",182,53,9,5,115
"Casado(a) (067)",1489,509,201,30,749
"Viudo(a) (068)",166,48,12,7,100
"Divorciado(a) (069)",5,1,1,,3
"Soltero(a) (070)",1293,480,94,16,705
