"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia HUACAYBAMBA (000)",4423,3870,231,141,181
"Sin nivel (001)",542,536,5,1,
"Primaria (003)",2123,2041,51,17,14
"Secundaria (004)",1137,1018,56,27,36
"Superior no univ. incompleta (005)",96,63,16,9,8
"Superior no univ. completa (006)",277,123,48,38,68
"Superior univ. incompleta (007)",53,26,7,8,12
"Superior univ. completa (008)",195,63,48,41,43
"De 06 a 14 años (010)",43,42,1,,
"Sin nivel (011)",8,8,,,
"Primaria (013)",26,25,1,,
"Secundaria (014)",9,9,,,
"De 15 a 29 años (020)",1224,1114,50,23,37
"Sin nivel (021)",78,76,2,,
"Primaria (023)",521,502,14,3,2
"Secundaria (024)",495,464,21,5,5
"Superior no univ. incompleta (025)",33,29,2,,2
"Superior no univ. completa (026)",60,28,7,7,18
"Superior univ. incompleta (027)",9,6,1,,2
"Superior univ. completa (028)",28,9,3,8,8
"De 30 a 44 años (030)",1688,1399,112,76,101
"Sin nivel (031)",152,151,1,,
"Primaria (033)",718,689,18,5,6
"Secundaria (034)",466,411,24,12,19
"Superior no univ. incompleta (035)",40,25,6,6,3
"Superior no univ. completa (036)",166,75,27,23,41
"Superior univ. incompleta (037)",29,11,4,8,6
"Superior univ. completa (038)",117,37,32,22,26
"De 45 a 64 años (040)",1092,953,61,40,38
"Sin nivel (041)",168,167,1,,
"Primaria (043)",631,606,13,8,4
"Secundaria (044)",161,131,10,10,10
"Superior no univ. incompleta (045)",22,8,8,3,3
"Superior no univ. completa (046)",46,16,14,8,8
"Superior univ. incompleta (047)",14,8,2,,4
"Superior univ. completa (048)",50,17,13,11,9
"De 65 y más años (050)",376,362,7,2,5
"Sin nivel (051)",136,134,1,1,
"Primaria (053)",227,219,5,1,2
"Secundaria (054)",6,3,1,,2
"Superior no univ. incompleta (055)",1,1,,,
"Superior no univ. completa (056)",5,4,,,1
"Superior univ. incompleta (057)",1,1,,,
,,,,,
"URBANA (060)",1069,746,105,98,120
"Sin nivel (061)",32,30,2,,
"Primaria (063)",285,263,13,5,4
"Secundaria (064)",363,301,18,18,26
"Superior no univ. incompleta (065)",56,34,9,7,6
"Superior no univ. completa (066)",174,71,36,25,42
