"CUADRO Nº 5: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia DANIEL ALCIDES CARRION (000)",36502,3452,3701,484,28888
"Conviviente (001)",6994,305,578,77,6035
"Separado(a) (002)",1093,64,61,19,949
"Casado(a) (003)",11015,478,1718,176,8656
"Viudo(a) (004)",2095,63,181,32,1820
"Divorciado(a) (005)",150,8,11,3,128
"Soltero(a) (006)",15155,2534,1152,177,11300
"Hombres (008)",18194,1676,1911,290,14335
"Conviviente (009)",3475,111,293,54,3017
"Separado(a) (010)",349,11,32,7,299
"Casado(a) (011)",5541,217,925,106,4304
"Viudo(a) (012)",624,10,69,12,533
"Divorciado(a) (013)",80,3,5,1,71
"Soltero(a) (014)",8125,1324,587,110,6111
"Mujeres (016)",18308,1776,1790,194,14553
"Conviviente (017)",3519,194,285,23,3018
"Separado(a) (018)",744,53,29,12,650
"Casado(a) (019)",5474,261,793,70,4352
"Viudo(a) (020)",1471,53,112,20,1287
"Divorciado(a) (021)",70,5,6,2,57
"Soltero(a) (022)",7030,1210,565,67,5189
,,,,,
"URBANA (024)",21993,2093,3062,381,16468
"Conviviente (025)",3849,226,476,60,3087
"Separado(a) (026)",656,48,53,15,540
"Casado(a) (027)",6864,366,1423,143,4939
"Viudo(a) (028)",1328,49,135,24,1120
"Divorciado(a) (029)",102,6,11,3,82
"Soltero(a) (030)",9194,1398,964,136,6700
"Hombres (032)",10854,974,1555,229,8105
"Conviviente (033)",1890,87,235,43,1525
"Separado(a) (034)",215,10,25,6,174
"Casado(a) (035)",3418,166,755,84,2418
"Viudo(a) (036)",378,5,54,8,311
"Divorciado(a) (037)",55,2,5,1,47
"Soltero(a) (038)",4898,704,481,87,3630
"Mujeres (040)",11139,1119,1507,152,8363
"Conviviente (041)",1959,139,241,17,1562
"Separado(a) (042)",441,38,28,9,366
"Casado(a) (043)",3446,200,668,59,2521
"Viudo(a) (044)",950,44,81,16,809
"Divorciado(a) (045)",47,4,6,2,35
"Soltero(a) (046)",4296,694,483,49,3070
,,,,,
"RURAL (048)",14509,1359,639,103,12420
"Conviviente (049)",3145,79,102,17,2948
"Separado(a) (050)",437,16,8,4,409
"Casado(a) (051)",4151,112,295,33,3717
"Viudo(a) (052)",767,14,46,8,700
"Divorciado(a) (053)",48,2,,,46
"Soltero(a) (054)",5961,1136,188,41,4600
"Hombres (056)",7340,702,356,61,6230
"Conviviente (057)",1585,24,58,11,1492
"Separado(a) (058)",134,1,7,1,125
"Casado(a) (059)",2123,51,170,22,1886
"Viudo(a) (060)",246,5,15,4,222
"Divorciado(a) (061)",25,1,,,24
"Soltero(a) (062)",3227,620,106,23,2481
"Mujeres (064)",7169,657,283,42,6190
"Conviviente (065)",1560,55,44,6,1456
"Separado(a) (066)",303,15,1,3,284
"Casado(a) (067)",2028,61,125,11,1831
"Viudo(a) (068)",521,9,31,4,478
"Divorciado(a) (069)",23,1,,,22
"Soltero(a) (070)",2734,516,82,18,2119
